"Time","avg"
2026-01-06 20:00:00,0.246 ms
2026-01-06 20:01:00,0.292 ms
2026-01-06 20:02:00,0.270 ms
2026-01-06 20:03:00,0.256 ms
2026-01-06 20:04:00,0.300 ms
2026-01-06 20:05:00,0.285 ms
2026-01-06 20:06:00,0.292 ms
2026-01-06 20:07:00,0.336 ms
2026-01-06 20:08:00,0.293 ms
2026-01-06 20:09:00,0.286 ms
2026-01-06 20:10:00,0.281 ms
2026-01-06 20:11:00,0.286 ms
2026-01-06 20:12:00,0.349 ms
2026-01-06 20:13:00,0.295 ms
2026-01-06 20:14:00,0.286 ms
2026-01-06 20:15:00,0.319 ms
2026-01-06 20:16:00,0.301 ms
2026-01-06 20:17:00,0.304 ms
2026-01-06 20:18:00,0.330 ms
2026-01-06 20:19:00,0.294 ms
2026-01-06 20:20:00,0.270 ms
2026-01-06 20:21:00,0.273 ms
2026-01-06 20:22:00,0.278 ms
2026-01-06 20:23:00,0.291 ms
2026-01-06 20:24:00,0.311 ms
2026-01-06 20:25:00,0.335 ms
2026-01-06 20:26:00,0.519 ms
2026-01-06 20:27:00,0.299 ms
2026-01-06 20:28:00,0.291 ms
2026-01-06 20:29:00,0.265 ms
2026-01-06 20:30:00,0.283 ms
2026-01-06 20:31:00,0.275 ms
