"Time","gateway1","scheduler","worker1","worker3","worker4","worker6"
2026-01-06 11:45:00,3.25 kb/s,23.8 kb/s,69.7 Mb/s,205 Mb/s,68.4 Mb/s,69.1 Mb/s
2026-01-06 11:50:00,3.26 kb/s,24.7 kb/s,69.7 Mb/s,209 Mb/s,69.7 Mb/s,69.0 Mb/s
2026-01-06 11:55:00,3.45 kb/s,23.9 kb/s,71.1 Mb/s,217 Mb/s,77.9 Mb/s,72.4 Mb/s
2026-01-06 12:00:00,3.20 kb/s,24.1 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 12:05:00,3.17 kb/s,24.2 kb/s,68.4 Mb/s,201 Mb/s,65.6 Mb/s,67.0 Mb/s
2026-01-06 12:10:00,3.29 kb/s,24.0 kb/s,71.1 Mb/s,217 Mb/s,73.4 Mb/s,72.5 Mb/s
2026-01-06 12:15:00,3.26 kb/s,23.9 kb/s,68.4 Mb/s,201 Mb/s,66.1 Mb/s,68.4 Mb/s
2026-01-06 12:20:00,3.25 kb/s,24.5 kb/s,65.6 Mb/s,201 Mb/s,68.4 Mb/s,65.6 Mb/s
2026-01-06 12:25:00,3.44 kb/s,23.7 kb/s,71.1 Mb/s,213 Mb/s,69.7 Mb/s,71.1 Mb/s
2026-01-06 12:30:00,3.29 kb/s,24.0 kb/s,68.4 Mb/s,205 Mb/s,69.6 Mb/s,68.4 Mb/s
2026-01-06 12:35:00,3.12 kb/s,23.9 kb/s,68.4 Mb/s,205 Mb/s,68.5 Mb/s,68.4 Mb/s
2026-01-06 12:40:00,3.38 kb/s,24.6 kb/s,68.4 Mb/s,205 Mb/s,65.6 Mb/s,68.4 Mb/s
2026-01-06 12:45:00,3.34 kb/s,23.5 kb/s,72.4 Mb/s,213 Mb/s,81.3 Mb/s,71.1 Mb/s
2026-01-06 12:50:00,3.27 kb/s,24.4 kb/s,67.8 Mb/s,205 Mb/s,69.7 Mb/s,68.4 Mb/s
2026-01-06 12:55:00,3.32 kb/s,24.4 kb/s,67.7 Mb/s,205 Mb/s,67.0 Mb/s,68.4 Mb/s
2026-01-06 13:00:00,3.28 kb/s,23.7 kb/s,71.6 Mb/s,213 Mb/s,72.5 Mb/s,71.1 Mb/s
2026-01-06 13:05:00,3.19 kb/s,23.9 kb/s,65.1 Mb/s,197 Mb/s,62.9 Mb/s,65.6 Mb/s
2026-01-06 13:10:00,3.12 kb/s,23.9 kb/s,65.6 Mb/s,197 Mb/s,67.0 Mb/s,65.6 Mb/s
2026-01-06 13:15:00,3.37 kb/s,24.0 kb/s,72.0 Mb/s,213 Mb/s,71.2 Mb/s,71.1 Mb/s
2026-01-06 13:20:00,3.32 kb/s,24.1 kb/s,67.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 13:25:00,3.41 kb/s,24.5 kb/s,68.4 Mb/s,201 Mb/s,67.7 Mb/s,67.3 Mb/s
2026-01-06 13:30:00,3.06 kb/s,24.0 kb/s,71.1 Mb/s,213 Mb/s,70.4 Mb/s,70.8 Mb/s
2026-01-06 13:35:00,3.47 kb/s,23.8 kb/s,68.4 Mb/s,207 Mb/s,68.4 Mb/s,69.7 Mb/s
2026-01-06 13:40:00,3.19 kb/s,24.6 kb/s,67.0 Mb/s,199 Mb/s,68.4 Mb/s,65.6 Mb/s
2026-01-06 13:45:00,3.14 kb/s,24.0 kb/s,69.7 Mb/s,208 Mb/s,67.0 Mb/s,70.0 Mb/s
2026-01-06 13:50:00,3.09 kb/s,24.1 kb/s,68.4 Mb/s,210 Mb/s,69.7 Mb/s,69.5 Mb/s
2026-01-06 13:55:00,3.28 kb/s,24.0 kb/s,67.2 Mb/s,200 Mb/s,68.6 Mb/s,67.0 Mb/s
2026-01-06 14:00:00,3.28 kb/s,24.1 kb/s,66.8 Mb/s,202 Mb/s,66.8 Mb/s,67.0 Mb/s
2026-01-06 14:05:00,3.37 kb/s,23.8 kb/s,71.1 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 14:10:00,3.10 kb/s,24.0 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 14:15:00,3.26 kb/s,24.2 kb/s,65.6 Mb/s,197 Mb/s,67.0 Mb/s,65.6 Mb/s
2026-01-06 14:20:00,3.31 kb/s,23.8 kb/s,73.8 Mb/s,221 Mb/s,72.5 Mb/s,73.8 Mb/s
2026-01-06 14:25:00,3.39 kb/s,23.7 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 14:30:00,3.24 kb/s,24.5 kb/s,68.4 Mb/s,201 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-06 14:35:00,3.06 kb/s,23.9 kb/s,71.1 Mb/s,217 Mb/s,72.5 Mb/s,72.5 Mb/s
2026-01-06 14:40:00,3.10 kb/s,24.0 kb/s,67.0 Mb/s,201 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-06 14:45:00,3.22 kb/s,24.4 kb/s,67.0 Mb/s,201 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-06 14:50:00,3.31 kb/s,24.1 kb/s,73.8 Mb/s,221 Mb/s,72.5 Mb/s,73.8 Mb/s
2026-01-06 14:55:00,3.06 kb/s,24.2 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 15:00:00,3.30 kb/s,24.3 kb/s,68.4 Mb/s,201 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 15:05:00,3.20 kb/s,24.2 kb/s,71.1 Mb/s,217 Mb/s,67.8 Mb/s,71.1 Mb/s
2026-01-06 15:10:00,3.22 kb/s,23.6 kb/s,68.4 Mb/s,205 Mb/s,71.7 Mb/s,68.4 Mb/s
2026-01-06 15:15:00,3.25 kb/s,24.2 kb/s,66.5 Mb/s,197 Mb/s,65.6 Mb/s,65.6 Mb/s
2026-01-06 15:20:00,3.12 kb/s,23.9 kb/s,67.5 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 15:25:00,3.23 kb/s,24.1 kb/s,73.8 Mb/s,221 Mb/s,72.5 Mb/s,72.6 Mb/s
2026-01-06 15:30:00,3.10 kb/s,24.5 kb/s,10.9 Mb/s,28.1 Mb/s,17.8 Mb/s,11.7 Mb/s
2026-01-06 15:35:00,3.40 kb/s,24.1 kb/s,87.5 Mb/s,267 Mb/s,80.7 Mb/s,88.0 Mb/s
2026-01-06 15:40:00,3.36 kb/s,23.9 kb/s,54.7 Mb/s,162 Mb/s,64.3 Mb/s,53.4 Mb/s
2026-01-06 15:45:00,3.01 kb/s,23.5 kb/s,46.5 Mb/s,139 Mb/s,34.2 Mb/s,47.8 Mb/s
2026-01-06 15:50:00,3.42 kb/s,23.3 kb/s,91.6 Mb/s,272 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 15:55:00,3.27 kb/s,24.2 kb/s,39.7 Mb/s,121 Mb/s,52.0 Mb/s,38.5 Mb/s
2026-01-06 16:00:00,3.11 kb/s,24.4 kb/s,13.7 Mb/s,40.0 Mb/s,13.7 Mb/s,13.6 Mb/s
2026-01-06 16:05:00,2.98 kb/s,24.4 kb/s,17.8 Mb/s,49.5 Mb/s,13.7 Mb/s,18.9 Mb/s
2026-01-06 16:10:00,3.45 kb/s,22.1 kb/s,71.7 Mb/s,220 Mb/s,70.6 Mb/s,71.1 Mb/s
2026-01-06 16:15:00,3.53 kb/s,23.1 kb/s,91.0 Mb/s,275 Mb/s,91.4 Mb/s,91.6 Mb/s
2026-01-06 16:20:00,3.35 kb/s,23.6 kb/s,91.6 Mb/s,271 Mb/s,91.6 Mb/s,90.2 Mb/s
2026-01-06 16:25:00,3.45 kb/s,22.3 kb/s,94.9 Mb/s,266 Mb/s,88.9 Mb/s,88.9 Mb/s
2026-01-06 16:30:00,3.46 kb/s,23.6 kb/s,77.9 Mb/s,233 Mb/s,90.2 Mb/s,77.0 Mb/s
2026-01-06 16:35:00,2.95 kb/s,25.0 kb/s,5.48 Mb/s,15.9 Mb/s,6.85 Mb/s,5.96 Mb/s
2026-01-06 16:40:00,3.09 kb/s,24.1 kb/s,58.8 Mb/s,174 Mb/s,43.8 Mb/s,59.2 Mb/s
2026-01-06 16:45:00,3.14 kb/s,23.6 kb/s,90.2 Mb/s,271 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-06 16:50:00,3.44 kb/s,23.9 kb/s,91.6 Mb/s,279 Mb/s,91.6 Mb/s,91.6 Mb/s
2026-01-06 16:55:00,3.50 kb/s,22.2 kb/s,42.4 Mb/s,126 Mb/s,70.3 Mb/s,42.4 Mb/s
2026-01-06 17:00:00,3.44 kb/s,21.6 kb/s,90.2 Mb/s,268 Mb/s,95.5 Mb/s,90.2 Mb/s
2026-01-06 17:05:00,3.06 kb/s,23.6 kb/s,87.5 Mb/s,262 Mb/s,87.5 Mb/s,87.3 Mb/s
2026-01-06 17:10:00,3.36 kb/s,23.4 kb/s,90.2 Mb/s,275 Mb/s,90.2 Mb/s,92.5 Mb/s
2026-01-06 17:15:00,3.21 kb/s,23.4 kb/s,87.5 Mb/s,262 Mb/s,90.2 Mb/s,87.5 Mb/s
2026-01-06 17:20:00,3.07 kb/s,23.7 kb/s,88.9 Mb/s,262 Mb/s,84.8 Mb/s,87.5 Mb/s
2026-01-06 17:25:00,3.27 kb/s,23.3 kb/s,90.2 Mb/s,276 Mb/s,93.0 Mb/s,91.6 Mb/s
2026-01-06 17:30:00,3.34 kb/s,24.2 kb/s,71.1 Mb/s,213 Mb/s,73.8 Mb/s,71.1 Mb/s
2026-01-06 17:35:00,3.11 kb/s,24.1 kb/s,71.1 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 17:40:00,3.24 kb/s,23.8 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 17:45:00,3.20 kb/s,24.5 kb/s,67.0 Mb/s,199 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-06 17:50:00,3.36 kb/s,24.2 kb/s,72.5 Mb/s,220 Mb/s,68.4 Mb/s,72.5 Mb/s
2026-01-06 17:55:00,3.60 kb/s,23.8 kb/s,68.4 Mb/s,205 Mb/s,72.5 Mb/s,68.4 Mb/s
2026-01-06 18:00:00,3.34 kb/s,24.1 kb/s,71.1 Mb/s,213 Mb/s,70.7 Mb/s,71.1 Mb/s
2026-01-06 18:05:00,3.32 kb/s,24.1 kb/s,68.4 Mb/s,201 Mb/s,68.1 Mb/s,68.4 Mb/s
2026-01-06 18:10:00,3.28 kb/s,24.0 kb/s,69.7 Mb/s,212 Mb/s,71.8 Mb/s,76.6 Mb/s
2026-01-06 18:15:00,3.66 kb/s,24.3 kb/s,69.7 Mb/s,210 Mb/s,65.6 Mb/s,69.7 Mb/s
2026-01-06 18:20:00,3.20 kb/s,24.2 kb/s,67.0 Mb/s,197 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-06 18:25:00,3.24 kb/s,23.9 kb/s,73.5 Mb/s,221 Mb/s,73.8 Mb/s,72.5 Mb/s
2026-01-06 18:30:00,3.28 kb/s,24.3 kb/s,67.3 Mb/s,200 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 18:35:00,3.45 kb/s,24.4 kb/s,67.0 Mb/s,202 Mb/s,65.6 Mb/s,65.6 Mb/s
2026-01-06 18:40:00,3.21 kb/s,24.1 kb/s,72.5 Mb/s,217 Mb/s,71.1 Mb/s,73.8 Mb/s
2026-01-06 18:45:00,3.25 kb/s,24.5 kb/s,65.6 Mb/s,201 Mb/s,68.4 Mb/s,65.6 Mb/s
2026-01-06 18:50:00,3.16 kb/s,24.9 kb/s,68.4 Mb/s,205 Mb/s,67.0 Mb/s,68.4 Mb/s
2026-01-06 18:55:00,3.13 kb/s,24.2 kb/s,69.7 Mb/s,205 Mb/s,71.1 Mb/s,69.7 Mb/s
2026-01-06 19:00:00,3.16 kb/s,23.5 kb/s,69.7 Mb/s,208 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 19:05:00,3.42 kb/s,24.1 kb/s,65.6 Mb/s,202 Mb/s,65.6 Mb/s,67.0 Mb/s
2026-01-06 19:10:00,3.34 kb/s,23.5 kb/s,71.1 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 19:15:00,3.24 kb/s,23.6 kb/s,71.1 Mb/s,209 Mb/s,71.1 Mb/s,69.9 Mb/s
2026-01-06 19:20:00,3.43 kb/s,24.5 kb/s,67.0 Mb/s,202 Mb/s,68.4 Mb/s,66.9 Mb/s
2026-01-06 19:25:00,3.40 kb/s,24.5 kb/s,67.0 Mb/s,205 Mb/s,67.0 Mb/s,68.4 Mb/s
2026-01-06 19:30:00,3.24 kb/s,23.5 kb/s,71.1 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 19:35:00,3.16 kb/s,24.3 kb/s,68.4 Mb/s,205 Mb/s,68.3 Mb/s,68.4 Mb/s
2026-01-06 19:40:00,3.09 kb/s,24.3 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 19:45:00,3.32 kb/s,23.8 kb/s,73.8 Mb/s,217 Mb/s,71.1 Mb/s,73.5 Mb/s
2026-01-06 19:50:00,3.21 kb/s,23.6 kb/s,68.4 Mb/s,205 Mb/s,70.9 Mb/s,68.7 Mb/s
2026-01-06 19:55:00,3.21 kb/s,23.9 kb/s,68.4 Mb/s,205 Mb/s,65.8 Mb/s,68.1 Mb/s
2026-01-06 20:00:00,3.19 kb/s,23.7 kb/s,73.8 Mb/s,222 Mb/s,73.8 Mb/s,74.1 Mb/s
2026-01-06 20:05:00,3.27 kb/s,23.4 kb/s,67.0 Mb/s,201 Mb/s,68.4 Mb/s,65.6 Mb/s
2026-01-06 20:10:00,3.36 kb/s,24.4 kb/s,67.0 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 20:15:00,3.32 kb/s,23.6 kb/s,50.6 Mb/s,148 Mb/s,56.1 Mb/s,50.6 Mb/s
2026-01-06 20:20:00,3.17 kb/s,22.8 kb/s,83.4 Mb/s,249 Mb/s,76.6 Mb/s,83.4 Mb/s
2026-01-06 20:25:00,3.28 kb/s,24.5 kb/s,65.6 Mb/s,197 Mb/s,64.2 Mb/s,64.3 Mb/s
2026-01-06 20:30:00,3.38 kb/s,24.2 kb/s,71.1 Mb/s,213 Mb/s,69.7 Mb/s,72.5 Mb/s
2026-01-06 20:35:00,3.21 kb/s,23.8 kb/s,68.4 Mb/s,205 Mb/s,71.1 Mb/s,68.4 Mb/s
2026-01-06 20:40:00,3.11 kb/s,24.1 kb/s,67.0 Mb/s,201 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-06 20:45:00,3.17 kb/s,24.5 kb/s,67.0 Mb/s,204 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-06 20:50:00,3.29 kb/s,24.1 kb/s,72.5 Mb/s,214 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 20:55:00,3.24 kb/s,24.1 kb/s,67.0 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 21:00:00,3.10 kb/s,24.5 kb/s,67.0 Mb/s,200 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-06 21:05:00,3.22 kb/s,24.2 kb/s,72.5 Mb/s,215 Mb/s,71.1 Mb/s,72.5 Mb/s
2026-01-06 21:10:00,3.34 kb/s,24.0 kb/s,65.6 Mb/s,201 Mb/s,67.6 Mb/s,65.6 Mb/s
2026-01-06 21:15:00,3.15 kb/s,24.2 kb/s,69.7 Mb/s,206 Mb/s,66.4 Mb/s,69.7 Mb/s
2026-01-06 21:20:00,3.28 kb/s,23.8 kb/s,72.5 Mb/s,221 Mb/s,73.8 Mb/s,72.5 Mb/s
2026-01-06 21:25:00,3.17 kb/s,24.1 kb/s,68.4 Mb/s,204 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 21:30:00,3.34 kb/s,24.1 kb/s,68.4 Mb/s,207 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 21:35:00,3.34 kb/s,24.0 kb/s,72.5 Mb/s,213 Mb/s,71.1 Mb/s,72.5 Mb/s
2026-01-06 21:40:00,3.15 kb/s,23.6 kb/s,69.7 Mb/s,213 Mb/s,69.7 Mb/s,69.7 Mb/s
2026-01-06 21:45:00,3.34 kb/s,24.2 kb/s,65.6 Mb/s,197 Mb/s,67.0 Mb/s,65.6 Mb/s
2026-01-06 21:50:00,3.20 kb/s,24.0 kb/s,71.1 Mb/s,213 Mb/s,68.4 Mb/s,71.1 Mb/s
2026-01-06 21:55:00,3.25 kb/s,23.9 kb/s,71.1 Mb/s,209 Mb/s,71.1 Mb/s,70.6 Mb/s
2026-01-06 22:00:00,3.31 kb/s,23.7 kb/s,65.6 Mb/s,201 Mb/s,68.4 Mb/s,66.1 Mb/s
2026-01-06 22:05:00,3.20 kb/s,24.2 kb/s,71.1 Mb/s,209 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 22:10:00,3.29 kb/s,24.3 kb/s,71.1 Mb/s,217 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 22:15:00,3.12 kb/s,24.5 kb/s,67.0 Mb/s,197 Mb/s,65.6 Mb/s,67.0 Mb/s
2026-01-06 22:20:00,3.08 kb/s,23.9 kb/s,69.7 Mb/s,213 Mb/s,71.1 Mb/s,69.7 Mb/s
2026-01-06 22:25:00,3.24 kb/s,21.9 kb/s,62.9 Mb/s,189 Mb/s,60.2 Mb/s,62.9 Mb/s
2026-01-06 22:30:00,3.46 kb/s,23.0 kb/s,76.6 Mb/s,230 Mb/s,79.3 Mb/s,76.6 Mb/s
2026-01-06 22:35:00,3.46 kb/s,23.9 kb/s,69.7 Mb/s,205 Mb/s,68.4 Mb/s,69.4 Mb/s
2026-01-06 22:40:00,3.22 kb/s,23.8 kb/s,72.5 Mb/s,217 Mb/s,72.8 Mb/s,72.5 Mb/s
2026-01-06 22:45:00,3.01 kb/s,24.0 kb/s,68.4 Mb/s,209 Mb/s,69.4 Mb/s,68.7 Mb/s
2026-01-06 22:50:00,3.32 kb/s,23.3 kb/s,68.4 Mb/s,205 Mb/s,69.7 Mb/s,68.4 Mb/s
2026-01-06 22:55:00,3.19 kb/s,22.9 kb/s,72.5 Mb/s,216 Mb/s,69.7 Mb/s,72.5 Mb/s
2026-01-06 23:00:00,3.42 kb/s,22.4 kb/s,67.0 Mb/s,202 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-06 23:05:00,3.33 kb/s,23.1 kb/s,65.6 Mb/s,197 Mb/s,65.6 Mb/s,65.6 Mb/s
2026-01-06 23:10:00,3.11 kb/s,23.2 kb/s,72.5 Mb/s,216 Mb/s,70.4 Mb/s,72.5 Mb/s
2026-01-06 23:15:00,3.23 kb/s,22.5 kb/s,69.7 Mb/s,211 Mb/s,71.8 Mb/s,69.7 Mb/s
2026-01-06 23:20:00,3.29 kb/s,22.9 kb/s,65.6 Mb/s,197 Mb/s,65.6 Mb/s,65.6 Mb/s
2026-01-06 23:25:00,3.16 kb/s,23.9 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-06 23:30:00,3.23 kb/s,23.7 kb/s,71.1 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-06 23:35:00,3.33 kb/s,24.0 kb/s,68.4 Mb/s,205 Mb/s,67.0 Mb/s,68.4 Mb/s
2026-01-06 23:40:00,3.34 kb/s,23.9 kb/s,67.0 Mb/s,201 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-06 23:45:00,3.57 kb/s,23.9 kb/s,72.5 Mb/s,217 Mb/s,72.5 Mb/s,72.5 Mb/s
2026-01-06 23:50:00,3.42 kb/s,23.8 kb/s,67.0 Mb/s,197 Mb/s,65.6 Mb/s,65.6 Mb/s
2026-01-06 23:55:00,3.09 kb/s,24.7 kb/s,67.0 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 00:00:00,3.10 kb/s,24.2 kb/s,72.5 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-07 00:05:00,3.06 kb/s,24.0 kb/s,67.0 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 00:10:00,3.20 kb/s,24.5 kb/s,67.0 Mb/s,197 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-07 00:15:00,3.15 kb/s,23.6 kb/s,72.5 Mb/s,221 Mb/s,72.5 Mb/s,72.5 Mb/s
2026-01-07 00:20:00,3.13 kb/s,24.2 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 00:25:00,3.35 kb/s,24.2 kb/s,65.6 Mb/s,197 Mb/s,67.0 Mb/s,65.6 Mb/s
2026-01-07 00:30:00,3.29 kb/s,24.2 kb/s,69.7 Mb/s,205 Mb/s,66.2 Mb/s,69.7 Mb/s
2026-01-07 00:35:00,3.43 kb/s,23.0 kb/s,67.0 Mb/s,201 Mb/s,66.5 Mb/s,65.6 Mb/s
2026-01-07 00:40:00,3.46 kb/s,24.2 kb/s,65.6 Mb/s,201 Mb/s,68.4 Mb/s,67.0 Mb/s
2026-01-07 00:45:00,3.26 kb/s,24.4 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 00:50:00,3.25 kb/s,24.1 kb/s,72.1 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-07 00:55:00,3.29 kb/s,24.1 kb/s,67.3 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 01:00:00,3.27 kb/s,24.2 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 01:05:00,3.23 kb/s,24.1 kb/s,73.8 Mb/s,217 Mb/s,71.1 Mb/s,73.8 Mb/s
2026-01-07 01:10:00,3.39 kb/s,23.7 kb/s,68.4 Mb/s,209 Mb/s,71.1 Mb/s,68.4 Mb/s
2026-01-07 01:15:00,3.16 kb/s,21.9 kb/s,61.6 Mb/s,184 Mb/s,61.5 Mb/s,61.5 Mb/s
2026-01-07 01:20:00,3.38 kb/s,23.3 kb/s,80.6 Mb/s,239 Mb/s,79.3 Mb/s,80.0 Mb/s
2026-01-07 01:25:00,3.32 kb/s,23.6 kb/s,69.4 Mb/s,209 Mb/s,69.7 Mb/s,69.0 Mb/s
2026-01-07 01:30:00,3.33 kb/s,24.7 kb/s,66.0 Mb/s,201 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-07 01:35:00,3.23 kb/s,24.0 kb/s,72.4 Mb/s,218 Mb/s,69.7 Mb/s,72.5 Mb/s
2026-01-07 01:40:00,3.21 kb/s,23.8 kb/s,71.1 Mb/s,213 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-07 01:45:00,3.25 kb/s,24.4 kb/s,65.6 Mb/s,197 Mb/s,68.4 Mb/s,65.6 Mb/s
2026-01-07 01:50:00,3.32 kb/s,24.0 kb/s,71.1 Mb/s,209 Mb/s,68.4 Mb/s,69.9 Mb/s
2026-01-07 01:55:00,3.28 kb/s,23.9 kb/s,68.4 Mb/s,209 Mb/s,71.1 Mb/s,69.5 Mb/s
2026-01-07 02:00:00,3.19 kb/s,24.5 kb/s,68.4 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 02:05:00,3.40 kb/s,24.4 kb/s,67.0 Mb/s,200 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-07 02:10:00,3.45 kb/s,23.8 kb/s,73.8 Mb/s,218 Mb/s,72.5 Mb/s,72.5 Mb/s
2026-01-07 02:15:00,3.52 kb/s,24.1 kb/s,67.0 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 02:20:00,3.12 kb/s,24.3 kb/s,67.8 Mb/s,201 Mb/s,67.0 Mb/s,67.0 Mb/s
2026-01-07 02:25:00,3.31 kb/s,24.2 kb/s,71.6 Mb/s,218 Mb/s,72.1 Mb/s,72.5 Mb/s
2026-01-07 02:30:00,3.26 kb/s,23.6 kb/s,68.4 Mb/s,202 Mb/s,68.8 Mb/s,68.4 Mb/s
2026-01-07 02:35:00,3.36 kb/s,24.3 kb/s,67.0 Mb/s,200 Mb/s,65.6 Mb/s,67.0 Mb/s
2026-01-07 02:40:00,3.29 kb/s,24.1 kb/s,72.5 Mb/s,217 Mb/s,73.8 Mb/s,72.5 Mb/s
2026-01-07 02:45:00,3.23 kb/s,24.3 kb/s,68.5 Mb/s,209 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 02:50:00,3.26 kb/s,24.3 kb/s,68.2 Mb/s,201 Mb/s,67.7 Mb/s,67.0 Mb/s
2026-01-07 02:55:00,3.22 kb/s,24.0 kb/s,71.1 Mb/s,217 Mb/s,71.8 Mb/s,72.5 Mb/s
2026-01-07 03:00:00,3.19 kb/s,24.0 kb/s,69.7 Mb/s,205 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 03:05:00,3.44 kb/s,24.3 kb/s,65.6 Mb/s,197 Mb/s,65.6 Mb/s,67.0 Mb/s
2026-01-07 03:10:00,3.15 kb/s,24.1 kb/s,72.5 Mb/s,217 Mb/s,68.4 Mb/s,72.5 Mb/s
2026-01-07 03:15:00,3.28 kb/s,24.2 kb/s,68.4 Mb/s,209 Mb/s,73.8 Mb/s,68.4 Mb/s
2026-01-07 03:20:00,3.34 kb/s,24.5 kb/s,68.4 Mb/s,205 Mb/s,67.0 Mb/s,68.4 Mb/s
2026-01-07 03:25:00,3.20 kb/s,24.7 kb/s,67.0 Mb/s,197 Mb/s,68.4 Mb/s,65.6 Mb/s
2026-01-07 03:30:00,3.32 kb/s,24.0 kb/s,72.5 Mb/s,217 Mb/s,72.5 Mb/s,73.7 Mb/s
2026-01-07 03:35:00,3.29 kb/s,24.3 kb/s,68.4 Mb/s,210 Mb/s,68.4 Mb/s,68.5 Mb/s
2026-01-07 03:40:00,3.25 kb/s,24.1 kb/s,68.4 Mb/s,204 Mb/s,68.4 Mb/s,68.4 Mb/s
2026-01-07 03:45:00,3.15 kb/s,24.4 kb/s,72.5 Mb/s,214 Mb/s,71.1 Mb/s,71.1 Mb/s
2026-01-07 03:50:00,3.48 kb/s,23.8 kb/s,84.8 Mb/s,254 Mb/s,80.7 Mb/s,84.8 Mb/s
2026-01-07 03:55:00,3.52 kb/s,23.3 kb/s,90.2 Mb/s,271 Mb/s,91.5 Mb/s,91.6 Mb/s
2026-01-07 04:00:00,3.08 kb/s,23.8 kb/s,86.1 Mb/s,262 Mb/s,87.4 Mb/s,86.1 Mb/s
2026-01-07 04:05:00,3.20 kb/s,23.8 kb/s,90.2 Mb/s,271 Mb/s,90.3 Mb/s,90.2 Mb/s
2026-01-07 04:10:00,3.31 kb/s,23.7 kb/s,90.2 Mb/s,271 Mb/s,88.9 Mb/s,90.2 Mb/s
2026-01-07 04:15:00,3.28 kb/s,23.6 kb/s,90.2 Mb/s,269 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-07 04:20:00,3.54 kb/s,23.6 kb/s,90.2 Mb/s,273 Mb/s,90.2 Mb/s,90.2 Mb/s
2026-01-07 04:25:00,3.22 kb/s,23.3 kb/s,91.1 Mb/s,271 Mb/s,88.9 Mb/s,90.2 Mb/s
2026-01-07 04:30:00,3.48 kb/s,24.5 kb/s,93.5 Mb/s,279 Mb/s,95.7 Mb/s,94.3 Mb/s
