"Time","12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G"
2026-01-06 05:15:00,2.16,2.17,2.20
2026-01-06 05:20:00,2.57,2.30,2.30
2026-01-06 05:25:00,2.17,3.26,2.47
2026-01-06 05:30:00,1.80,2.38,2.63
2026-01-06 05:35:00,1.61,2.25,2.57
2026-01-06 05:40:00,2.19,2.39,2.75
2026-01-06 05:45:00,2.65,1.88,2.47
2026-01-06 05:50:00,1.90,2.18,2.28
2026-01-06 05:55:00,2.01,2.04,2.03
2026-01-06 06:00:00,1.95,1.84,2.08
2026-01-06 06:05:00,2.69,2.25,2.41
2026-01-06 06:10:00,2.58,2.48,2.71
2026-01-06 06:15:00,2.19,2.04,2.84
2026-01-06 06:20:00,1.84,2.22,2.15
2026-01-06 06:25:00,1.85,2.12,2.21
2026-01-06 06:30:00,1.67,1.70,2.14
2026-01-06 06:35:00,1.45,2.06,2.74
2026-01-06 06:40:00,1.82,1.85,2.39
2026-01-06 06:45:00,2.09,2.55,1.88
2026-01-06 06:50:00,1.90,1.68,2.94
2026-01-06 06:55:00,2.03,1.81,2.29
2026-01-06 07:00:00,1.84,1.94,2.18
2026-01-06 07:05:00,2.03,2.08,2.19
2026-01-06 07:10:00,1.88,1.72,1.99
2026-01-06 07:15:00,2.11,2.02,2.23
2026-01-06 07:20:00,1.82,2.43,2.25
2026-01-06 07:25:00,2.25,1.89,1.87
2026-01-06 07:30:00,1.82,1.92,2.66
2026-01-06 07:35:00,1.66,1.91,2.14
2026-01-06 07:40:00,1.91,2.05,2.40
2026-01-06 07:45:00,1.44,1.51,2.19
2026-01-06 07:50:00,1.62,1.94,2.23
2026-01-06 07:55:00,1.66,1.48,2.13
2026-01-06 08:00:00,1.78,2.06,2.50
2026-01-06 08:05:00,2.16,1.86,1.81
2026-01-06 08:10:00,1.71,1.89,2.00
2026-01-06 08:15:00,1.92,1.82,1.80
2026-01-06 08:20:00,2.08,1.80,2.22
2026-01-06 08:25:00,1.61,1.50,1.78
2026-01-06 08:30:00,1.97,2.04,2.00
2026-01-06 08:35:00,1.84,2.04,2.29
2026-01-06 08:40:00,1.24,1.60,1.72
2026-01-06 08:45:00,2.12,1.81,1.77
2026-01-06 08:50:00,1.60,1.96,2.04
2026-01-06 08:55:00,1.87,1.40,2.00
2026-01-06 09:00:00,2.21,1.84,2.38
2026-01-06 09:05:00,1.97,2.15,2.50
2026-01-06 09:10:00,1.53,1.58,2.03
2026-01-06 09:15:00,1.44,1.73,1.66
2026-01-06 09:20:00,1.74,1.63,2.45
2026-01-06 09:25:00,1.59,1.86,2.12
2026-01-06 09:30:00,2.23,1.77,1.88
2026-01-06 09:35:00,1.37,1.84,2.12
2026-01-06 09:40:00,1.77,1.49,2.02
2026-01-06 09:45:00,1.39,1.24,1.96
2026-01-06 09:50:00,1.65,2.85,2.05
2026-01-06 09:55:00,1.84,1.39,1.79
2026-01-06 10:00:00,2.09,2.05,2.26
2026-01-06 10:05:00,1.50,1.53,2.37
2026-01-06 10:10:00,1.56,1.84,1.74
2026-01-06 10:15:00,1.57,1.67,2.09
2026-01-06 10:20:00,1.52,1.54,2.01
2026-01-06 10:25:00,1.61,1.51,2.32
2026-01-06 10:30:00,1.65,1.76,1.66
2026-01-06 10:35:00,1.11,1.97,1.73
2026-01-06 10:40:00,1.50,1.42,2.01
2026-01-06 10:45:00,1.67,1.81,2.07
2026-01-06 10:50:00,1.38,1.76,2.36
2026-01-06 10:55:00,1.00,1.36,1.71
2026-01-06 11:00:00,1.76,1.46,1.90
2026-01-06 11:05:00,1.53,1.48,2.08
2026-01-06 11:10:00,2.30,1.85,2.00
2026-01-06 11:15:00,1.07,1.39,1.81
2026-01-06 11:20:00,2.11,1.17,1.92
2026-01-06 11:25:00,1.27,1.83,2.05
2026-01-06 11:30:00,1.61,1.24,1.87
2026-01-06 11:35:00,1.64,1.53,1.79
2026-01-06 11:40:00,1.21,1.67,1.74
2026-01-06 11:45:00,1.61,1.49,2.30
2026-01-06 11:50:00,1.73,1.34,1.79
2026-01-06 11:55:00,1.45,1.73,1.58
2026-01-06 12:00:00,1.14,1.78,1.61
2026-01-06 12:05:00,1.56,1.26,2.21
2026-01-06 12:10:00,1.79,1.18,1.71
2026-01-06 12:15:00,1.80,1.54,1.80
2026-01-06 12:20:00,1.28,1.41,2.68
2026-01-06 12:25:00,1.10,2.36,1.80
2026-01-06 12:30:00,1.43,1.97,1.83
2026-01-06 12:35:00,1.55,1.42,1.52
2026-01-06 12:40:00,1.54,1.84,1.82
2026-01-06 12:45:00,1.16,1.67,2.01
2026-01-06 12:50:00,1.29,1.76,1.64
2026-01-06 12:55:00,1.41,1.17,1.86
2026-01-06 13:00:00,1.29,1.13,1.81
2026-01-06 13:05:00,1.53,1.41,2.18
2026-01-06 13:10:00,1.42,1.47,1.85
2026-01-06 13:15:00,1.31,1.34,2.04
2026-01-06 13:20:00,1.46,1.65,1.89
2026-01-06 13:25:00,1.54,1.74,2.33
2026-01-06 13:30:00,1.98,1.64,1.85
2026-01-06 13:35:00,2.03,1.44,1.88
2026-01-06 13:40:00,1.41,1.36,1.92
2026-01-06 13:45:00,1.96,1.07,1.59
2026-01-06 13:50:00,1.31,1.15,2.23
2026-01-06 13:55:00,1.23,1.17,1.73
2026-01-06 14:00:00,1.58,1.60,2.43
2026-01-06 14:05:00,1.34,1.88,1.83
2026-01-06 14:10:00,1.41,0.960,1.96
2026-01-06 14:15:00,1.19,1.17,1.97
2026-01-06 14:20:00,1.87,1.74,2.17
2026-01-06 14:25:00,1.27,1.32,1.64
2026-01-06 14:30:00,1.26,1.23,2.22
2026-01-06 14:35:00,1.37,1.50,2.28
2026-01-06 14:40:00,1.31,1.80,1.65
2026-01-06 14:45:00,1.44,1.35,2.14
2026-01-06 14:50:00,1.04,1.50,1.87
2026-01-06 14:55:00,1.27,2.04,2.09
2026-01-06 15:00:00,1.14,0.821,1.65
2026-01-06 15:05:00,1.97,1.20,2.04
2026-01-06 15:10:00,0.904,1.84,2.58
2026-01-06 15:15:00,1.30,1.42,2.00
2026-01-06 15:20:00,1.26,1.08,2.10
2026-01-06 15:25:00,1.59,1.69,1.74
2026-01-06 15:30:00,1.41,0.824,2.37
2026-01-06 15:35:00,1.79,1.36,1.96
2026-01-06 15:40:00,1.62,1.05,1.76
2026-01-06 15:45:00,0.904,1.29,1.59
2026-01-06 15:50:00,1.18,1.30,1.96
2026-01-06 15:55:00,2.09,2.84,1.82
2026-01-06 16:00:00,1.17,1.35,1.78
2026-01-06 16:05:00,1.59,1.82,1.67
2026-01-06 16:10:00,1.57,1.59,2.24
2026-01-06 16:15:00,1.59,1.35,1.69
2026-01-06 16:20:00,1.46,1.27,1.49
2026-01-06 16:25:00,1.29,1.15,1.66
2026-01-06 16:30:00,1.72,1.25,1.63
2026-01-06 16:35:00,1.61,1.35,1.64
2026-01-06 16:40:00,1.17,1.27,1.07
2026-01-06 16:45:00,0.913,1.18,1.83
2026-01-06 16:50:00,1.02,1.33,1.74
2026-01-06 16:55:00,1.48,1.71,1.86
2026-01-06 17:00:00,0.914,1.56,1.46
2026-01-06 17:05:00,1.36,0.934,1.55
2026-01-06 17:10:00,1.48,1.40,1.75
2026-01-06 17:15:00,1.72,1.47,1.91
2026-01-06 17:20:00,1.16,1.99,1.92
2026-01-06 17:25:00,1.22,1.62,2.53
2026-01-06 17:30:00,0.977,1.27,1.76
2026-01-06 17:35:00,1.12,2.03,1.51
2026-01-06 17:40:00,1.28,1.66,1.31
2026-01-06 17:45:00,1.16,1.65,1.92
2026-01-06 17:50:00,1.80,1.53,1.57
2026-01-06 17:55:00,1.14,1.07,1.93
2026-01-06 18:00:00,1.09,1.22,1.91
2026-01-06 18:05:00,1.14,0.684,1.79
2026-01-06 18:10:00,0.990,0.996,2.77
2026-01-06 18:15:00,1.07,1.58,2.41
2026-01-06 18:20:00,1.69,2.05,2.01
2026-01-06 18:25:00,1.42,1.19,1.71
2026-01-06 18:30:00,0.901,1.21,1.43
2026-01-06 18:35:00,1.22,1.12,1.60
2026-01-06 18:40:00,1.69,1.01,1.70
2026-01-06 18:45:00,0.822,1.43,1.74
2026-01-06 18:50:00,0.943,1.73,2.09
2026-01-06 18:55:00,1.44,1.28,1.75
2026-01-06 19:00:00,1.25,1.70,1.45
2026-01-06 19:05:00,0.694,1.62,1.65
2026-01-06 19:10:00,0.811,1.11,1.91
2026-01-06 19:15:00,1.05,1.36,1.73
2026-01-06 19:20:00,1.71,1.26,2.33
2026-01-06 19:25:00,0.897,1.24,1.77
2026-01-06 19:30:00,1.19,0.723,2.15
2026-01-06 19:35:00,1.16,1.24,1.61
2026-01-06 19:40:00,1.52,1.85,1.89
2026-01-06 19:45:00,1.16,1.24,1.38
2026-01-06 19:50:00,1.13,1.38,2.25
2026-01-06 19:55:00,0.855,0.938,1.75
2026-01-06 20:00:00,0.940,1.23,1.91
2026-01-06 20:05:00,1.55,1.54,2.08
2026-01-06 20:10:00,1.31,1.66,1.92
2026-01-06 20:15:00,0.778,1.06,1.51
2026-01-06 20:20:00,1.24,1.50,1.79
2026-01-06 20:25:00,1.65,0.839,1.66
2026-01-06 20:30:00,1.19,0.960,1.50
2026-01-06 20:35:00,1.29,1.67,1.58
2026-01-06 20:40:00,1.16,2.02,1.91
2026-01-06 20:45:00,1.12,0.515,1.72
2026-01-06 20:50:00,0.887,1.90,1.86
2026-01-06 20:55:00,0.728,0.998,1.70
2026-01-06 21:00:00,1.39,1.17,1.37
2026-01-06 21:05:00,1.45,1.07,1.84
2026-01-06 21:10:00,1.02,1.25,1.49
2026-01-06 21:15:00,0.925,0.846,1.83
2026-01-06 21:20:00,1.33,1.19,2.15
2026-01-06 21:25:00,1.63,1.27,1.95
2026-01-06 21:30:00,1.10,1.58,1.48
2026-01-06 21:35:00,0.541,0.999,1.54
2026-01-06 21:40:00,1.03,0.977,1.81
2026-01-06 21:45:00,1.40,1.14,1.76
2026-01-06 21:50:00,1.13,1.39,1.95
2026-01-06 21:55:00,1.34,1.19,2.18
2026-01-06 22:00:00,0.837,0.940,2.29
2026-01-06 22:05:00,0.737,0.870,1.64
2026-01-06 22:10:00,1.14,1.62,2.08
2026-01-06 22:15:00,0.920,0.935,2.04
2026-01-06 22:20:00,1.27,1.29,1.33
2026-01-06 22:25:00,1.17,1.38,1.63
2026-01-06 22:30:00,1.27,0.987,1.51
2026-01-06 22:35:00,1.19,0.830,1.57
2026-01-06 22:40:00,1.69,1.44,1.68
2026-01-06 22:45:00,1.26,1.41,2.11
2026-01-06 22:50:00,1.62,1.07,2.27
2026-01-06 22:55:00,1.95,1.49,1.64
2026-01-06 23:00:00,0.673,1.16,1.43
2026-01-06 23:05:00,1.28,0.877,1.71
2026-01-06 23:10:00,0.816,1.48,1.86
2026-01-06 23:15:00,1.19,0.696,1.91
2026-01-06 23:20:00,1.41,0.720,1.68
2026-01-06 23:25:00,0.885,1.69,2.30
2026-01-06 23:30:00,0.775,0.972,2.01
2026-01-06 23:35:00,0.978,1.16,1.91
2026-01-06 23:40:00,0.984,1.63,1.82
2026-01-06 23:45:00,1.00,1.69,1.66
2026-01-06 23:50:00,1.15,0.909,1.99
2026-01-06 23:55:00,1.01,0.828,1.85
2026-01-07 00:00:00,0.996,1.41,1.43
2026-01-07 00:05:00,1.27,0.821,2.17
2026-01-07 00:10:00,1.64,1.49,1.75
2026-01-07 00:15:00,0.805,1.25,1.34
2026-01-07 00:20:00,0.830,1.34,1.56
2026-01-07 00:25:00,0.681,1.68,1.71
2026-01-07 00:30:00,0.724,1.36,1.79
2026-01-07 00:35:00,1.05,1.37,1.56
2026-01-07 00:40:00,0.661,0.883,1.62
2026-01-07 00:45:00,0.894,0.619,1.81
2026-01-07 00:50:00,0.813,1.82,1.52
2026-01-07 00:55:00,0.563,1.36,1.81
2026-01-07 01:00:00,0.823,1.63,1.72
2026-01-07 01:05:00,0.864,1.10,1.65
2026-01-07 01:10:00,0.753,1.31,2.36
2026-01-07 01:15:00,1.64,1.93,1.65
2026-01-07 01:20:00,1.20,0.992,1.41
2026-01-07 01:25:00,0.729,1.85,1.73
2026-01-07 01:30:00,0.918,1.92,1.53
2026-01-07 01:35:00,1.24,1.89,1.68
2026-01-07 01:40:00,1.11,1.24,2.05
2026-01-07 01:45:00,0.667,0.691,1.94
2026-01-07 01:50:00,0.762,0.964,1.38
2026-01-07 01:55:00,1.03,0.668,1.89
2026-01-07 02:00:00,0.659,1.17,1.52
2026-01-07 02:05:00,1.22,1.71,2.02
2026-01-07 02:10:00,1.02,1.19,2.08
2026-01-07 02:15:00,0.996,0.877,1.46
2026-01-07 02:20:00,0.973,1.31,1.50
2026-01-07 02:25:00,1.47,0.981,1.51
2026-01-07 02:30:00,1.47,1.79,1.90
2026-01-07 02:35:00,0.962,0.979,2.04
2026-01-07 02:40:00,1.52,0.846,1.75
2026-01-07 02:45:00,0.939,0.682,1.60
2026-01-07 02:50:00,1.10,1.18,1.91
2026-01-07 02:55:00,0.942,1.81,1.13
2026-01-07 03:00:00,0.844,0.907,1.90
2026-01-07 03:05:00,1.18,1.09,1.43
2026-01-07 03:10:00,0.721,0.674,2.92
2026-01-07 03:15:00,1.43,0.699,1.60
2026-01-07 03:20:00,0.619,1.08,1.38
2026-01-07 03:25:00,0.872,0.749,1.48
2026-01-07 03:30:00,1.52,1.83,1.65
2026-01-07 03:35:00,0.842,1.45,1.32
2026-01-07 03:40:00,0.820,1.28,1.86
2026-01-07 03:45:00,0.892,1.36,1.76
2026-01-07 03:50:00,0.952,0.945,1.67
2026-01-07 03:55:00,0.799,0.775,1.61
2026-01-07 04:00:00,1.77,1.01,1.82
2026-01-07 04:05:00,0.980,0.720,1.39
2026-01-07 04:10:00,0.860,1.41,1.42
2026-01-07 04:15:00,1.41,1.01,1.76
2026-01-07 04:20:00,0.938,1.56,1.58
2026-01-07 04:25:00,0.590,0.464,2.13
2026-01-07 04:30:00,0.820,0.862,1.55
2026-01-07 04:35:00,1.26,1.26,1.37
2026-01-07 04:40:00,1.43,0.559,1.38
2026-01-07 04:45:00,1.85,1.63,1.08
2026-01-07 04:50:00,0.849,0.799,1.56
2026-01-07 04:55:00,1.69,1.60,1.62
2026-01-07 05:00:00,1.15,1.07,1.65
2026-01-07 05:05:00,0.819,1.04,2.17
2026-01-07 05:10:00,0.553,1.02,1.61
2026-01-07 05:15:00,0.634,1.42,1.95
2026-01-07 05:20:00,1.10,0.764,1.55
2026-01-07 05:25:00,0.801,0.818,1.90
2026-01-07 05:30:00,1.08,0.734,1.52
2026-01-07 05:35:00,0.792,1.33,1.71
2026-01-07 05:40:00,1.02,1.02,1.70
2026-01-07 05:45:00,0.591,1.04,1.72
2026-01-07 05:50:00,1.47,0.591,1.41
2026-01-07 05:55:00,0.583,0.766,1.43
2026-01-07 06:00:00,1.16,1.60,1.62
2026-01-07 06:05:00,0.765,0.526,1.81
2026-01-07 06:10:00,0.967,0.575,2.24
2026-01-07 06:15:00,0.776,1.44,1.69
2026-01-07 06:20:00,1.37,1.11,1.38
2026-01-07 06:25:00,0.690,0.797,1.66
2026-01-07 06:30:00,1.11,1.20,1.57
2026-01-07 06:35:00,1.17,1.40,1.37
2026-01-07 06:40:00,0.598,0.976,1.52
2026-01-07 06:45:00,0.867,0.489,1.46
2026-01-07 06:50:00,0.762,0.772,1.47
2026-01-07 06:55:00,0.467,1.28,1.36
2026-01-07 07:00:00,0.568,1.30,1.30
2026-01-07 07:05:00,0.945,0.789,1.69
2026-01-07 07:10:00,0.909,0.570,1.42
2026-01-07 07:15:00,0.693,0.670,1.66
2026-01-07 07:20:00,1.31,1.15,1.94
2026-01-07 07:25:00,0.981,1.25,2.42
2026-01-07 07:30:00,1.49,0.577,1.39
2026-01-07 07:35:00,1.09,0.702,1.20
2026-01-07 07:40:00,0.668,0.968,1.94
2026-01-07 07:45:00,0.864,0.838,1.11
2026-01-07 07:50:00,1.11,0.905,1.67
2026-01-07 07:55:00,1.04,1.77,1.23
2026-01-07 08:00:00,0.598,0.628,1.59
2026-01-07 08:05:00,0.729,0.702,1.68
2026-01-07 08:10:00,0.996,0.843,1.76
2026-01-07 08:15:00,0.635,1.36,1.89
2026-01-07 08:20:00,1.09,0.546,1.57
2026-01-07 08:25:00,1.57,1.04,1.02
2026-01-07 08:30:00,0.583,0.581,1.47
2026-01-07 08:35:00,0.844,0.666,1.94
2026-01-07 08:40:00,1.05,1.04,1.33
2026-01-07 08:45:00,0.410,0.516,1.93
2026-01-07 08:50:00,1.59,0.954,0.647
2026-01-07 08:55:00,0.726,0.865,1.93
2026-01-07 09:00:00,0.927,1.96,1.74
2026-01-07 09:05:00,0.468,1.52,1.57
2026-01-07 09:10:00,0.982,0.784,2.21
2026-01-07 09:15:00,1.07,0.733,1.43
2026-01-07 09:20:00,1.44,0.692,1.19
2026-01-07 09:25:00,0.866,1.41,1.74
2026-01-07 09:30:00,1.01,0.690,2.04
2026-01-07 09:35:00,1.61,1.76,1.53
2026-01-07 09:40:00,1.48,1.11,1.81
2026-01-07 09:45:00,1.63,1.25,1.33
2026-01-07 09:50:00,1.01,0.869,1.09
2026-01-07 09:55:00,1.71,1.38,1.27
2026-01-07 10:00:00,0.396,0.381,1.62
2026-01-07 10:05:00,1.76,0.972,0.854
2026-01-07 10:10:00,1.03,0.982,1.42
