"Time","Value"
2026-01-06 22:40:00,305
2026-01-06 22:45:00,306
2026-01-06 22:50:00,305
2026-01-06 22:55:00,306
2026-01-06 23:00:00,305
2026-01-06 23:05:00,304
2026-01-06 23:10:00,303
2026-01-06 23:15:00,306
2026-01-06 23:20:00,304
2026-01-06 23:25:00,306
2026-01-06 23:30:00,303
2026-01-06 23:35:00,303
2026-01-06 23:40:00,302
2026-01-06 23:45:00,303
2026-01-06 23:50:00,302
2026-01-06 23:55:00,300
2026-01-07 00:00:00,303
2026-01-07 00:05:00,303
2026-01-07 00:10:00,302
2026-01-07 00:15:00,301
2026-01-07 00:20:00,303
2026-01-07 00:25:00,302
2026-01-07 00:30:00,302
2026-01-07 00:35:00,301
2026-01-07 00:40:00,301
2026-01-07 00:45:00,298
2026-01-07 00:50:00,301
2026-01-07 00:55:00,301
2026-01-07 01:00:00,299
2026-01-07 01:05:00,302
2026-01-07 01:10:00,303
2026-01-07 01:15:00,299
2026-01-07 01:20:00,303
2026-01-07 01:25:00,304
2026-01-07 01:30:00,303
2026-01-07 01:35:00,306
2026-01-07 01:40:00,306
2026-01-07 01:45:00,306
2026-01-07 01:50:00,305
2026-01-07 01:55:00,307
2026-01-07 02:00:00,306
2026-01-07 02:05:00,304
2026-01-07 02:10:00,305
2026-01-07 02:15:00,307
2026-01-07 02:20:00,303
2026-01-07 02:25:00,304
2026-01-07 02:30:00,304
2026-01-07 02:35:00,302
2026-01-07 02:40:00,303
2026-01-07 02:45:00,305
2026-01-07 02:50:00,303
2026-01-07 02:55:00,304
2026-01-07 03:00:00,305
2026-01-07 03:05:00,304
2026-01-07 03:10:00,303
2026-01-07 03:15:00,304
2026-01-07 03:20:00,304
2026-01-07 03:25:00,302
2026-01-07 03:30:00,304
2026-01-07 03:35:00,304
2026-01-07 03:40:00,303
2026-01-07 03:45:00,304
2026-01-07 03:50:00,311
2026-01-07 03:55:00,317
2026-01-07 04:00:00,324
2026-01-07 04:05:00,333
2026-01-07 04:10:00,340
2026-01-07 04:15:00,348
2026-01-07 04:20:00,356
2026-01-07 04:25:00,364
2026-01-07 04:30:00,372
2026-01-07 04:35:00,379
2026-01-07 04:40:00,388
2026-01-07 04:45:00,395
2026-01-07 04:50:00,397
2026-01-07 04:55:00,398
2026-01-07 05:00:00,398
2026-01-07 05:05:00,398
2026-01-07 05:10:00,399
2026-01-07 05:15:00,400
2026-01-07 05:20:00,401
2026-01-07 05:25:00,401
2026-01-07 05:30:00,400
2026-01-07 05:35:00,400
2026-01-07 05:40:00,399
2026-01-07 05:45:00,399
2026-01-07 05:50:00,399
2026-01-07 05:55:00,398
2026-01-07 06:00:00,398
2026-01-07 06:05:00,398
2026-01-07 06:10:00,398
2026-01-07 06:15:00,397
2026-01-07 06:20:00,397
2026-01-07 06:25:00,396
2026-01-07 06:30:00,396
2026-01-07 06:35:00,398
2026-01-07 06:40:00,398
2026-01-07 06:45:00,397
2026-01-07 06:50:00,398
2026-01-07 06:55:00,397
2026-01-07 07:00:00,399
2026-01-07 07:05:00,398
2026-01-07 07:10:00,398
2026-01-07 07:15:00,399
2026-01-07 07:20:00,398
2026-01-07 07:25:00,400
2026-01-07 07:30:00,400
2026-01-07 07:35:00,400
2026-01-07 07:40:00,397
2026-01-07 07:45:00,398
2026-01-07 07:50:00,397
2026-01-07 07:55:00,398
2026-01-07 08:00:00,397
2026-01-07 08:05:00,399
2026-01-07 08:10:00,398
2026-01-07 08:15:00,397
2026-01-07 08:20:00,397
2026-01-07 08:25:00,397
2026-01-07 08:30:00,394
2026-01-07 08:35:00,392
2026-01-07 08:40:00,396
2026-01-07 08:45:00,395
2026-01-07 08:50:00,395
2026-01-07 08:55:00,396
2026-01-07 09:00:00,395
2026-01-07 09:05:00,388
2026-01-07 09:10:00,384
2026-01-07 09:15:00,379
2026-01-07 09:20:00,354
2026-01-07 09:25:00,346
2026-01-07 09:30:00,348
2026-01-07 09:35:00,338
2026-01-07 09:40:00,330
2026-01-07 09:45:00,331
2026-01-07 09:50:00,320
2026-01-07 09:55:00,311
2026-01-07 10:00:00,312
2026-01-07 10:05:00,318
2026-01-07 10:10:00,319
