"Time","in:resnet_americas_03e4b61","out:resnet_americas_03e4b61","sum:resnet_americas_03e4b61"
2026-01-05 18:30:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:32:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:34:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:36:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:38:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:40:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:42:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:44:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:46:00,7.09 TB,6.44 TB,13.5 TB
2026-01-05 18:48:00,7.11 TB,6.44 TB,13.6 TB
2026-01-05 18:50:00,7.13 TB,6.44 TB,13.6 TB
2026-01-05 18:52:00,7.15 TB,6.44 TB,13.6 TB
2026-01-05 18:54:00,7.16 TB,6.44 TB,13.6 TB
2026-01-05 18:56:00,7.18 TB,6.44 TB,13.6 TB
2026-01-05 18:58:00,7.20 TB,6.45 TB,13.6 TB
2026-01-05 19:00:00,7.22 TB,6.45 TB,13.7 TB
2026-01-05 19:02:00,7.23 TB,6.45 TB,13.7 TB
2026-01-05 19:04:00,7.25 TB,6.45 TB,13.7 TB
2026-01-05 19:06:00,7.26 TB,6.45 TB,13.7 TB
2026-01-05 19:08:00,7.28 TB,6.45 TB,13.7 TB
2026-01-05 19:10:00,7.30 TB,6.45 TB,13.8 TB
2026-01-05 19:12:00,7.31 TB,6.46 TB,13.8 TB
2026-01-05 19:14:00,7.33 TB,6.46 TB,13.8 TB
2026-01-05 19:16:00,7.35 TB,6.46 TB,13.8 TB
2026-01-05 19:18:00,7.37 TB,6.46 TB,13.8 TB
2026-01-05 19:20:00,7.38 TB,6.46 TB,13.8 TB
2026-01-05 19:22:00,7.40 TB,6.46 TB,13.9 TB
2026-01-05 19:24:00,7.42 TB,6.46 TB,13.9 TB
2026-01-05 19:26:00,7.43 TB,6.47 TB,13.9 TB
2026-01-05 19:28:00,7.44 TB,6.47 TB,13.9 TB
2026-01-05 19:30:00,7.45 TB,6.47 TB,13.9 TB
2026-01-05 19:32:00,7.45 TB,6.47 TB,13.9 TB
2026-01-05 19:34:00,7.45 TB,6.48 TB,13.9 TB
2026-01-05 19:36:00,7.46 TB,6.48 TB,13.9 TB
2026-01-05 19:38:00,7.46 TB,6.48 TB,13.9 TB
2026-01-05 19:40:00,7.46 TB,6.48 TB,13.9 TB
2026-01-05 19:42:00,7.46 TB,6.48 TB,13.9 TB
2026-01-05 19:44:00,7.47 TB,6.48 TB,14.0 TB
2026-01-05 19:46:00,7.47 TB,6.48 TB,14.0 TB
2026-01-05 19:48:00,7.47 TB,6.49 TB,14.0 TB
2026-01-05 19:50:00,7.48 TB,6.49 TB,14.0 TB
2026-01-05 19:52:00,7.49 TB,6.49 TB,14.0 TB
2026-01-05 19:54:00,7.49 TB,6.49 TB,14.0 TB
2026-01-05 19:56:00,7.50 TB,6.49 TB,14.0 TB
2026-01-05 19:58:00,7.51 TB,6.49 TB,14.0 TB
2026-01-05 20:00:00,7.51 TB,6.49 TB,14.0 TB
2026-01-05 20:02:00,7.52 TB,6.49 TB,14.0 TB
2026-01-05 20:04:00,7.52 TB,6.50 TB,14.0 TB
2026-01-05 20:06:00,7.53 TB,6.50 TB,14.0 TB
2026-01-05 20:08:00,7.53 TB,6.50 TB,14.0 TB
2026-01-05 20:10:00,7.53 TB,6.51 TB,14.0 TB
2026-01-05 20:12:00,7.54 TB,6.51 TB,14.0 TB
2026-01-05 20:14:00,7.54 TB,6.51 TB,14.1 TB
2026-01-05 20:16:00,7.54 TB,6.52 TB,14.1 TB
2026-01-05 20:18:00,7.55 TB,6.52 TB,14.1 TB
2026-01-05 20:20:00,7.55 TB,6.52 TB,14.1 TB
2026-01-05 20:22:00,7.55 TB,6.52 TB,14.1 TB
2026-01-05 20:24:00,7.56 TB,6.52 TB,14.1 TB
2026-01-05 20:26:00,7.56 TB,6.52 TB,14.1 TB
2026-01-05 20:28:00,7.57 TB,6.52 TB,14.1 TB
2026-01-05 20:30:00,7.57 TB,6.53 TB,14.1 TB
2026-01-05 20:32:00,7.58 TB,6.53 TB,14.1 TB
2026-01-05 20:34:00,7.58 TB,6.53 TB,14.1 TB
2026-01-05 20:36:00,7.59 TB,6.54 TB,14.1 TB
2026-01-05 20:38:00,7.59 TB,6.54 TB,14.1 TB
2026-01-05 20:40:00,7.59 TB,6.54 TB,14.1 TB
2026-01-05 20:42:00,7.60 TB,6.54 TB,14.1 TB
2026-01-05 20:44:00,7.60 TB,6.55 TB,14.1 TB
2026-01-05 20:46:00,7.60 TB,6.55 TB,14.2 TB
2026-01-05 20:48:00,7.61 TB,6.55 TB,14.2 TB
2026-01-05 20:50:00,7.61 TB,6.55 TB,14.2 TB
2026-01-05 20:52:00,7.62 TB,6.55 TB,14.2 TB
2026-01-05 20:54:00,7.62 TB,6.56 TB,14.2 TB
2026-01-05 20:56:00,7.63 TB,6.56 TB,14.2 TB
2026-01-05 20:58:00,7.63 TB,6.57 TB,14.2 TB
2026-01-05 21:00:00,7.63 TB,6.57 TB,14.2 TB
2026-01-05 21:02:00,7.64 TB,6.57 TB,14.2 TB
2026-01-05 21:04:00,7.64 TB,6.57 TB,14.2 TB
2026-01-05 21:06:00,7.64 TB,6.57 TB,14.2 TB
2026-01-05 21:08:00,7.65 TB,6.58 TB,14.2 TB
2026-01-05 21:10:00,7.65 TB,6.58 TB,14.2 TB
2026-01-05 21:12:00,7.65 TB,6.58 TB,14.2 TB
2026-01-05 21:14:00,7.66 TB,6.59 TB,14.2 TB
2026-01-05 21:16:00,7.66 TB,6.59 TB,14.3 TB
2026-01-05 21:18:00,7.67 TB,6.60 TB,14.3 TB
2026-01-05 21:20:00,7.67 TB,6.60 TB,14.3 TB
2026-01-05 21:22:00,7.67 TB,6.60 TB,14.3 TB
2026-01-05 21:24:00,7.67 TB,6.60 TB,14.3 TB
2026-01-05 21:26:00,7.68 TB,6.60 TB,14.3 TB
2026-01-05 21:28:00,7.68 TB,6.60 TB,14.3 TB
2026-01-05 21:30:00,7.68 TB,6.60 TB,14.3 TB
2026-01-05 21:32:00,7.69 TB,6.60 TB,14.3 TB
2026-01-05 21:34:00,7.69 TB,6.61 TB,14.3 TB
2026-01-05 21:36:00,7.69 TB,6.61 TB,14.3 TB
2026-01-05 21:38:00,7.70 TB,6.61 TB,14.3 TB
2026-01-05 21:40:00,7.70 TB,6.62 TB,14.3 TB
2026-01-05 21:42:00,7.71 TB,6.62 TB,14.3 TB
2026-01-05 21:44:00,7.71 TB,6.62 TB,14.3 TB
2026-01-05 21:46:00,7.71 TB,6.62 TB,14.3 TB
2026-01-05 21:48:00,7.71 TB,6.63 TB,14.3 TB
2026-01-05 21:50:00,7.72 TB,6.63 TB,14.3 TB
2026-01-05 21:52:00,7.72 TB,6.63 TB,14.3 TB
2026-01-05 21:54:00,7.72 TB,6.63 TB,14.4 TB
2026-01-05 21:56:00,7.73 TB,6.64 TB,14.4 TB
2026-01-05 21:58:00,7.73 TB,6.64 TB,14.4 TB
2026-01-05 22:00:00,7.73 TB,6.64 TB,14.4 TB
2026-01-05 22:02:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:04:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:06:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:08:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:10:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:12:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:14:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:16:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:18:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:20:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:22:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:24:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:26:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:28:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:30:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:32:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:34:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:36:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:38:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:40:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:42:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:44:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:46:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:48:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:50:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:52:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:54:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:56:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 22:58:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 23:00:00,6.28 TB,5.54 TB,11.8 TB
2026-01-05 23:02:00,6.29 TB,5.54 TB,11.8 TB
2026-01-05 23:04:00,6.30 TB,5.54 TB,11.8 TB
2026-01-05 23:06:00,6.30 TB,5.54 TB,11.8 TB
2026-01-05 23:08:00,6.31 TB,5.55 TB,11.9 TB
2026-01-05 23:10:00,6.31 TB,5.55 TB,11.9 TB
2026-01-05 23:12:00,6.31 TB,5.55 TB,11.9 TB
2026-01-05 23:14:00,6.31 TB,5.55 TB,11.9 TB
2026-01-05 23:16:00,6.31 TB,5.56 TB,11.9 TB
2026-01-05 23:18:00,6.32 TB,5.56 TB,11.9 TB
2026-01-05 23:20:00,6.33 TB,5.56 TB,11.9 TB
2026-01-05 23:22:00,6.35 TB,5.56 TB,11.9 TB
2026-01-05 23:24:00,6.36 TB,5.56 TB,11.9 TB
2026-01-05 23:26:00,6.37 TB,5.56 TB,11.9 TB
2026-01-05 23:28:00,6.37 TB,5.56 TB,11.9 TB
2026-01-05 23:30:00,6.37 TB,5.57 TB,11.9 TB
2026-01-05 23:32:00,6.38 TB,5.57 TB,11.9 TB
2026-01-05 23:34:00,6.38 TB,5.57 TB,11.9 TB
2026-01-05 23:36:00,6.38 TB,5.57 TB,12.0 TB
2026-01-05 23:38:00,6.38 TB,5.57 TB,12.0 TB
2026-01-05 23:40:00,6.38 TB,5.58 TB,12.0 TB
2026-01-05 23:42:00,6.39 TB,5.58 TB,12.0 TB
2026-01-05 23:44:00,6.39 TB,5.58 TB,12.0 TB
2026-01-05 23:46:00,6.39 TB,5.58 TB,12.0 TB
2026-01-05 23:48:00,6.40 TB,5.58 TB,12.0 TB
2026-01-05 23:50:00,6.40 TB,5.59 TB,12.0 TB
2026-01-05 23:52:00,6.40 TB,5.59 TB,12.0 TB
2026-01-05 23:54:00,6.40 TB,5.59 TB,12.0 TB
2026-01-05 23:56:00,6.40 TB,5.59 TB,12.0 TB
2026-01-05 23:58:00,6.41 TB,5.59 TB,12.0 TB
2026-01-06 00:00:00,6.41 TB,5.60 TB,12.0 TB
2026-01-06 00:02:00,6.41 TB,5.60 TB,12.0 TB
2026-01-06 00:04:00,6.41 TB,5.60 TB,12.0 TB
2026-01-06 00:06:00,6.42 TB,5.60 TB,12.0 TB
2026-01-06 00:08:00,6.42 TB,5.61 TB,12.0 TB
2026-01-06 00:10:00,6.42 TB,5.61 TB,12.0 TB
2026-01-06 00:12:00,6.42 TB,5.61 TB,12.0 TB
2026-01-06 00:14:00,6.42 TB,5.61 TB,12.0 TB
2026-01-06 00:16:00,6.43 TB,5.61 TB,12.0 TB
2026-01-06 00:18:00,6.43 TB,5.62 TB,12.0 TB
2026-01-06 00:20:00,6.43 TB,5.62 TB,12.0 TB
2026-01-06 00:22:00,6.43 TB,5.62 TB,12.1 TB
2026-01-06 00:24:00,6.44 TB,5.62 TB,12.1 TB
2026-01-06 00:26:00,6.44 TB,5.62 TB,12.1 TB
2026-01-06 00:28:00,6.44 TB,5.62 TB,12.1 TB
2026-01-06 00:30:00,6.45 TB,5.63 TB,12.1 TB
2026-01-06 00:32:00,6.45 TB,5.63 TB,12.1 TB
2026-01-06 00:34:00,6.45 TB,5.63 TB,12.1 TB
2026-01-06 00:36:00,6.46 TB,5.63 TB,12.1 TB
2026-01-06 00:38:00,6.46 TB,5.64 TB,12.1 TB
2026-01-06 00:40:00,6.46 TB,5.64 TB,12.1 TB
2026-01-06 00:42:00,6.47 TB,5.64 TB,12.1 TB
2026-01-06 00:44:00,6.47 TB,5.64 TB,12.1 TB
2026-01-06 00:46:00,6.48 TB,5.65 TB,12.1 TB
2026-01-06 00:48:00,6.48 TB,5.65 TB,12.1 TB
2026-01-06 00:50:00,6.49 TB,5.65 TB,12.1 TB
2026-01-06 00:52:00,6.49 TB,5.65 TB,12.1 TB
2026-01-06 00:54:00,6.49 TB,5.65 TB,12.1 TB
2026-01-06 00:56:00,6.49 TB,5.65 TB,12.1 TB
2026-01-06 00:58:00,6.49 TB,5.65 TB,12.1 TB
2026-01-06 01:00:00,6.50 TB,5.65 TB,12.2 TB
2026-01-06 01:02:00,6.50 TB,5.66 TB,12.2 TB
2026-01-06 01:04:00,6.50 TB,5.66 TB,12.2 TB
2026-01-06 01:06:00,6.50 TB,5.66 TB,12.2 TB
2026-01-06 01:08:00,6.51 TB,5.66 TB,12.2 TB
2026-01-06 01:10:00,6.51 TB,5.66 TB,12.2 TB
2026-01-06 01:12:00,6.51 TB,5.66 TB,12.2 TB
2026-01-06 01:14:00,6.52 TB,5.66 TB,12.2 TB
2026-01-06 01:16:00,6.52 TB,5.66 TB,12.2 TB
2026-01-06 01:18:00,6.52 TB,5.67 TB,12.2 TB
2026-01-06 01:20:00,6.53 TB,5.67 TB,12.2 TB
2026-01-06 01:22:00,6.53 TB,5.67 TB,12.2 TB
2026-01-06 01:24:00,6.54 TB,5.67 TB,12.2 TB
2026-01-06 01:26:00,6.54 TB,5.68 TB,12.2 TB
2026-01-06 01:28:00,6.54 TB,5.68 TB,12.2 TB
2026-01-06 01:30:00,6.55 TB,5.68 TB,12.2 TB
2026-01-06 01:32:00,6.55 TB,5.69 TB,12.2 TB
2026-01-06 01:34:00,6.55 TB,5.69 TB,12.2 TB
2026-01-06 01:36:00,6.56 TB,5.69 TB,12.2 TB
2026-01-06 01:38:00,6.56 TB,5.69 TB,12.3 TB
2026-01-06 01:40:00,6.56 TB,5.69 TB,12.3 TB
2026-01-06 01:42:00,6.56 TB,5.69 TB,12.3 TB
2026-01-06 01:44:00,6.57 TB,5.69 TB,12.3 TB
2026-01-06 01:46:00,6.57 TB,5.69 TB,12.3 TB
2026-01-06 01:48:00,6.57 TB,5.70 TB,12.3 TB
2026-01-06 01:50:00,6.57 TB,5.70 TB,12.3 TB
2026-01-06 01:52:00,6.58 TB,5.70 TB,12.3 TB
2026-01-06 01:54:00,6.58 TB,5.70 TB,12.3 TB
2026-01-06 01:56:00,6.58 TB,5.71 TB,12.3 TB
2026-01-06 01:58:00,6.59 TB,5.71 TB,12.3 TB
2026-01-06 02:00:00,6.59 TB,5.71 TB,12.3 TB
2026-01-06 02:02:00,6.59 TB,5.71 TB,12.3 TB
2026-01-06 02:04:00,6.59 TB,5.71 TB,12.3 TB
2026-01-06 02:06:00,6.60 TB,5.72 TB,12.3 TB
2026-01-06 02:08:00,6.60 TB,5.72 TB,12.3 TB
2026-01-06 02:10:00,6.60 TB,5.72 TB,12.3 TB
2026-01-06 02:12:00,6.61 TB,5.72 TB,12.3 TB
2026-01-06 02:14:00,6.61 TB,5.72 TB,12.3 TB
2026-01-06 02:16:00,6.61 TB,5.72 TB,12.3 TB
2026-01-06 02:18:00,6.61 TB,5.72 TB,12.3 TB
2026-01-06 02:20:00,6.61 TB,5.72 TB,12.3 TB
2026-01-06 02:22:00,6.62 TB,5.72 TB,12.3 TB
2026-01-06 02:24:00,6.62 TB,5.72 TB,12.3 TB
2026-01-06 02:26:00,6.62 TB,5.73 TB,12.4 TB
2026-01-06 02:28:00,6.63 TB,5.73 TB,12.4 TB
2026-01-06 02:30:00,6.63 TB,5.73 TB,12.4 TB
2026-01-06 02:32:00,6.64 TB,5.74 TB,12.4 TB
2026-01-06 02:34:00,6.64 TB,5.74 TB,12.4 TB
2026-01-06 02:36:00,6.64 TB,5.74 TB,12.4 TB
2026-01-06 02:38:00,6.65 TB,5.75 TB,12.4 TB
2026-01-06 02:40:00,6.65 TB,5.75 TB,12.4 TB
2026-01-06 02:42:00,6.65 TB,5.75 TB,12.4 TB
2026-01-06 02:44:00,6.65 TB,5.75 TB,12.4 TB
2026-01-06 02:46:00,6.65 TB,5.75 TB,12.4 TB
2026-01-06 02:48:00,6.66 TB,5.75 TB,12.4 TB
2026-01-06 02:50:00,6.66 TB,5.75 TB,12.4 TB
2026-01-06 02:52:00,6.67 TB,5.76 TB,12.4 TB
2026-01-06 02:54:00,6.67 TB,5.76 TB,12.4 TB
2026-01-06 02:56:00,6.67 TB,5.77 TB,12.4 TB
2026-01-06 02:58:00,6.68 TB,5.77 TB,12.4 TB
2026-01-06 03:00:00,6.68 TB,5.77 TB,12.5 TB
2026-01-06 03:02:00,6.68 TB,5.77 TB,12.5 TB
2026-01-06 03:04:00,6.68 TB,5.77 TB,12.5 TB
2026-01-06 03:06:00,6.69 TB,5.77 TB,12.5 TB
2026-01-06 03:08:00,6.69 TB,5.78 TB,12.5 TB
2026-01-06 03:10:00,6.69 TB,5.78 TB,12.5 TB
2026-01-06 03:12:00,6.70 TB,5.78 TB,12.5 TB
2026-01-06 03:14:00,6.70 TB,5.79 TB,12.5 TB
2026-01-06 03:16:00,6.70 TB,5.79 TB,12.5 TB
2026-01-06 03:18:00,6.71 TB,5.79 TB,12.5 TB
2026-01-06 03:20:00,6.71 TB,5.80 TB,12.5 TB
2026-01-06 03:22:00,6.71 TB,5.80 TB,12.5 TB
2026-01-06 03:24:00,6.72 TB,5.80 TB,12.5 TB
2026-01-06 03:26:00,6.72 TB,5.80 TB,12.5 TB
2026-01-06 03:28:00,6.73 TB,5.81 TB,12.5 TB
2026-01-06 03:30:00,6.73 TB,5.81 TB,12.5 TB
2026-01-06 03:32:00,6.73 TB,5.82 TB,12.5 TB
2026-01-06 03:34:00,6.74 TB,5.82 TB,12.6 TB
2026-01-06 03:36:00,6.74 TB,5.82 TB,12.6 TB
2026-01-06 03:38:00,6.74 TB,5.82 TB,12.6 TB
2026-01-06 03:40:00,6.74 TB,5.82 TB,12.6 TB
2026-01-06 03:42:00,6.75 TB,5.82 TB,12.6 TB
2026-01-06 03:44:00,6.75 TB,5.82 TB,12.6 TB
2026-01-06 03:46:00,6.75 TB,5.83 TB,12.6 TB
2026-01-06 03:48:00,6.76 TB,5.83 TB,12.6 TB
2026-01-06 03:50:00,6.76 TB,5.83 TB,12.6 TB
2026-01-06 03:52:00,6.76 TB,5.84 TB,12.6 TB
2026-01-06 03:54:00,6.77 TB,5.84 TB,12.6 TB
2026-01-06 03:56:00,6.77 TB,5.84 TB,12.6 TB
2026-01-06 03:58:00,6.77 TB,5.85 TB,12.6 TB
2026-01-06 04:00:00,6.78 TB,5.85 TB,12.6 TB
2026-01-06 04:02:00,6.78 TB,5.85 TB,12.6 TB
2026-01-06 04:04:00,6.78 TB,5.86 TB,12.6 TB
2026-01-06 04:06:00,6.79 TB,5.86 TB,12.6 TB
2026-01-06 04:08:00,6.79 TB,5.86 TB,12.7 TB
2026-01-06 04:10:00,6.80 TB,5.87 TB,12.7 TB
2026-01-06 04:12:00,6.80 TB,5.87 TB,12.7 TB
2026-01-06 04:14:00,6.80 TB,5.87 TB,12.7 TB
2026-01-06 04:16:00,6.81 TB,5.87 TB,12.7 TB
2026-01-06 04:18:00,6.81 TB,5.88 TB,12.7 TB
2026-01-06 04:20:00,6.81 TB,5.88 TB,12.7 TB
2026-01-06 04:22:00,6.82 TB,5.88 TB,12.7 TB
2026-01-06 04:24:00,6.82 TB,5.89 TB,12.7 TB
2026-01-06 04:26:00,6.83 TB,5.89 TB,12.7 TB
2026-01-06 04:28:00,6.83 TB,5.90 TB,12.7 TB
2026-01-06 04:30:00,6.83 TB,5.90 TB,12.7 TB
2026-01-06 04:32:00,6.83 TB,5.90 TB,12.7 TB
2026-01-06 04:34:00,6.84 TB,5.90 TB,12.7 TB
2026-01-06 04:36:00,6.84 TB,5.91 TB,12.7 TB
2026-01-06 04:38:00,6.85 TB,5.91 TB,12.8 TB
2026-01-06 04:40:00,6.85 TB,5.91 TB,12.8 TB
2026-01-06 04:42:00,6.85 TB,5.92 TB,12.8 TB
2026-01-06 04:44:00,6.86 TB,5.92 TB,12.8 TB
2026-01-06 04:46:00,6.86 TB,5.93 TB,12.8 TB
2026-01-06 04:48:00,6.87 TB,5.93 TB,12.8 TB
2026-01-06 04:50:00,6.87 TB,5.93 TB,12.8 TB
2026-01-06 04:52:00,6.87 TB,5.94 TB,12.8 TB
2026-01-06 04:54:00,6.88 TB,5.94 TB,12.8 TB
2026-01-06 04:56:00,6.88 TB,5.94 TB,12.8 TB
2026-01-06 04:58:00,6.89 TB,5.95 TB,12.8 TB
2026-01-06 05:00:00,6.89 TB,5.95 TB,12.8 TB
2026-01-06 05:02:00,6.89 TB,5.96 TB,12.8 TB
2026-01-06 05:04:00,6.90 TB,5.96 TB,12.9 TB
2026-01-06 05:06:00,6.90 TB,5.96 TB,12.9 TB
2026-01-06 05:08:00,6.91 TB,5.97 TB,12.9 TB
2026-01-06 05:10:00,6.91 TB,5.97 TB,12.9 TB
2026-01-06 05:12:00,6.91 TB,5.98 TB,12.9 TB
2026-01-06 05:14:00,6.92 TB,5.98 TB,12.9 TB
2026-01-06 05:16:00,6.92 TB,5.98 TB,12.9 TB
2026-01-06 05:18:00,6.93 TB,5.99 TB,12.9 TB
2026-01-06 05:20:00,6.93 TB,5.99 TB,12.9 TB
2026-01-06 05:22:00,6.93 TB,6.00 TB,12.9 TB
2026-01-06 05:24:00,6.94 TB,6.00 TB,12.9 TB
2026-01-06 05:26:00,6.94 TB,6.00 TB,12.9 TB
2026-01-06 05:28:00,6.95 TB,6.01 TB,13.0 TB
2026-01-06 05:30:00,6.95 TB,6.01 TB,13.0 TB
2026-01-06 05:32:00,6.95 TB,6.02 TB,13.0 TB
2026-01-06 05:34:00,6.96 TB,6.02 TB,13.0 TB
2026-01-06 05:36:00,6.96 TB,6.02 TB,13.0 TB
2026-01-06 05:38:00,6.97 TB,6.03 TB,13.0 TB
2026-01-06 05:40:00,6.97 TB,6.03 TB,13.0 TB
2026-01-06 05:42:00,6.97 TB,6.04 TB,13.0 TB
2026-01-06 05:44:00,6.98 TB,6.04 TB,13.0 TB
2026-01-06 05:46:00,6.98 TB,6.04 TB,13.0 TB
2026-01-06 05:48:00,6.99 TB,6.05 TB,13.0 TB
2026-01-06 05:50:00,6.99 TB,6.05 TB,13.0 TB
2026-01-06 05:52:00,6.99 TB,6.05 TB,13.0 TB
2026-01-06 05:54:00,7.00 TB,6.06 TB,13.1 TB
2026-01-06 05:56:00,7.00 TB,6.06 TB,13.1 TB
2026-01-06 05:58:00,7.01 TB,6.07 TB,13.1 TB
2026-01-06 06:00:00,7.01 TB,6.07 TB,13.1 TB
2026-01-06 06:02:00,7.01 TB,6.07 TB,13.1 TB
2026-01-06 06:04:00,7.02 TB,6.08 TB,13.1 TB
2026-01-06 06:06:00,7.02 TB,6.08 TB,13.1 TB
2026-01-06 06:08:00,7.03 TB,6.09 TB,13.1 TB
2026-01-06 06:10:00,7.03 TB,6.09 TB,13.1 TB
2026-01-06 06:12:00,7.03 TB,6.09 TB,13.1 TB
2026-01-06 06:14:00,7.04 TB,6.10 TB,13.1 TB
2026-01-06 06:16:00,7.04 TB,6.10 TB,13.1 TB
2026-01-06 06:18:00,7.05 TB,6.10 TB,13.1 TB
2026-01-06 06:20:00,7.05 TB,6.11 TB,13.2 TB
2026-01-06 06:22:00,7.05 TB,6.11 TB,13.2 TB
2026-01-06 06:24:00,7.06 TB,6.11 TB,13.2 TB
2026-01-06 06:26:00,7.06 TB,6.12 TB,13.2 TB
2026-01-06 06:28:00,7.07 TB,6.12 TB,13.2 TB
2026-01-06 06:30:00,7.07 TB,6.13 TB,13.2 TB
2026-01-06 06:32:00,7.07 TB,6.13 TB,13.2 TB
2026-01-06 06:34:00,7.08 TB,6.13 TB,13.2 TB
2026-01-06 06:36:00,7.08 TB,6.14 TB,13.2 TB
2026-01-06 06:38:00,7.09 TB,6.14 TB,13.2 TB
2026-01-06 06:40:00,7.09 TB,6.15 TB,13.2 TB
2026-01-06 06:42:00,7.09 TB,6.15 TB,13.2 TB
2026-01-06 06:44:00,7.10 TB,6.15 TB,13.3 TB
2026-01-06 06:46:00,7.10 TB,6.16 TB,13.3 TB
2026-01-06 06:48:00,7.11 TB,6.16 TB,13.3 TB
2026-01-06 06:50:00,7.11 TB,6.17 TB,13.3 TB
2026-01-06 06:52:00,7.11 TB,6.17 TB,13.3 TB
2026-01-06 06:54:00,7.12 TB,6.17 TB,13.3 TB
2026-01-06 06:56:00,7.12 TB,6.18 TB,13.3 TB
2026-01-06 06:58:00,7.13 TB,6.18 TB,13.3 TB
2026-01-06 07:00:00,7.13 TB,6.19 TB,13.3 TB
2026-01-06 07:02:00,7.13 TB,6.19 TB,13.3 TB
2026-01-06 07:04:00,7.14 TB,6.19 TB,13.3 TB
2026-01-06 07:06:00,7.14 TB,6.20 TB,13.3 TB
2026-01-06 07:08:00,7.15 TB,6.20 TB,13.3 TB
2026-01-06 07:10:00,7.15 TB,6.21 TB,13.4 TB
2026-01-06 07:12:00,7.15 TB,6.21 TB,13.4 TB
