"Time","in:resnet_americas_03e4b61","out:resnet_americas_03e4b61","sum:resnet_americas_03e4b61"
2026-01-06 20:54:00,8.54 TB,7.58 TB,16.1 TB
2026-01-06 20:56:00,8.54 TB,7.58 TB,16.1 TB
2026-01-06 20:58:00,8.54 TB,7.59 TB,16.1 TB
2026-01-06 21:00:00,8.55 TB,7.59 TB,16.1 TB
2026-01-06 21:02:00,8.55 TB,7.59 TB,16.1 TB
2026-01-06 21:04:00,8.55 TB,7.60 TB,16.2 TB
2026-01-06 21:06:00,8.56 TB,7.60 TB,16.2 TB
2026-01-06 21:08:00,8.56 TB,7.60 TB,16.2 TB
2026-01-06 21:10:00,8.56 TB,7.61 TB,16.2 TB
2026-01-06 21:12:00,8.57 TB,7.61 TB,16.2 TB
2026-01-06 21:14:00,8.57 TB,7.61 TB,16.2 TB
2026-01-06 21:16:00,8.57 TB,7.62 TB,16.2 TB
2026-01-06 21:18:00,8.58 TB,7.62 TB,16.2 TB
2026-01-06 21:20:00,8.58 TB,7.62 TB,16.2 TB
2026-01-06 21:22:00,8.58 TB,7.63 TB,16.2 TB
2026-01-06 21:24:00,8.59 TB,7.63 TB,16.2 TB
2026-01-06 21:26:00,8.59 TB,7.63 TB,16.2 TB
2026-01-06 21:28:00,8.59 TB,7.63 TB,16.2 TB
2026-01-06 21:30:00,8.59 TB,7.64 TB,16.2 TB
2026-01-06 21:32:00,8.60 TB,7.64 TB,16.2 TB
2026-01-06 21:34:00,8.60 TB,7.64 TB,16.2 TB
2026-01-06 21:36:00,8.60 TB,7.65 TB,16.3 TB
2026-01-06 21:38:00,8.61 TB,7.65 TB,16.3 TB
2026-01-06 21:40:00,8.61 TB,7.65 TB,16.3 TB
2026-01-06 21:42:00,8.61 TB,7.66 TB,16.3 TB
2026-01-06 21:44:00,8.62 TB,7.66 TB,16.3 TB
2026-01-06 21:46:00,8.62 TB,7.66 TB,16.3 TB
2026-01-06 21:48:00,8.62 TB,7.67 TB,16.3 TB
2026-01-06 21:50:00,8.63 TB,7.67 TB,16.3 TB
2026-01-06 21:52:00,8.63 TB,7.67 TB,16.3 TB
2026-01-06 21:54:00,8.63 TB,7.68 TB,16.3 TB
2026-01-06 21:56:00,8.64 TB,7.68 TB,16.3 TB
2026-01-06 21:58:00,8.64 TB,7.68 TB,16.3 TB
2026-01-06 22:00:00,8.64 TB,7.68 TB,16.3 TB
2026-01-06 22:02:00,8.64 TB,7.69 TB,16.3 TB
2026-01-06 22:04:00,8.65 TB,7.69 TB,16.3 TB
2026-01-06 22:06:00,8.65 TB,7.69 TB,16.3 TB
2026-01-06 22:08:00,8.65 TB,7.70 TB,16.4 TB
2026-01-06 22:10:00,8.66 TB,7.70 TB,16.4 TB
2026-01-06 22:12:00,8.66 TB,7.70 TB,16.4 TB
2026-01-06 22:14:00,8.66 TB,7.71 TB,16.4 TB
2026-01-06 22:16:00,8.67 TB,7.71 TB,16.4 TB
2026-01-06 22:18:00,8.67 TB,7.71 TB,16.4 TB
2026-01-06 22:20:00,8.67 TB,7.72 TB,16.4 TB
2026-01-06 22:22:00,8.68 TB,7.72 TB,16.4 TB
2026-01-06 22:24:00,8.68 TB,7.72 TB,16.4 TB
2026-01-06 22:26:00,8.68 TB,7.73 TB,16.4 TB
2026-01-06 22:28:00,8.69 TB,7.73 TB,16.4 TB
2026-01-06 22:30:00,8.69 TB,7.73 TB,16.4 TB
2026-01-06 22:32:00,8.69 TB,7.73 TB,16.4 TB
2026-01-06 22:34:00,8.69 TB,7.74 TB,16.4 TB
2026-01-06 22:36:00,8.70 TB,7.74 TB,16.4 TB
2026-01-06 22:38:00,8.70 TB,7.74 TB,16.4 TB
2026-01-06 22:40:00,8.70 TB,7.75 TB,16.5 TB
2026-01-06 22:42:00,8.71 TB,7.75 TB,16.5 TB
2026-01-06 22:44:00,8.71 TB,7.75 TB,16.5 TB
2026-01-06 22:46:00,8.71 TB,7.76 TB,16.5 TB
2026-01-06 22:48:00,8.72 TB,7.76 TB,16.5 TB
2026-01-06 22:50:00,8.72 TB,7.76 TB,16.5 TB
2026-01-06 22:52:00,8.72 TB,7.77 TB,16.5 TB
2026-01-06 22:54:00,8.73 TB,7.77 TB,16.5 TB
2026-01-06 22:56:00,8.73 TB,7.77 TB,16.5 TB
2026-01-06 22:58:00,8.73 TB,7.78 TB,16.5 TB
2026-01-06 23:00:00,8.74 TB,7.78 TB,16.5 TB
2026-01-06 23:02:00,8.74 TB,7.78 TB,16.5 TB
2026-01-06 23:04:00,8.74 TB,7.78 TB,16.5 TB
2026-01-06 23:06:00,8.74 TB,7.79 TB,16.5 TB
2026-01-06 23:08:00,8.75 TB,7.79 TB,16.5 TB
2026-01-06 23:10:00,8.75 TB,7.79 TB,16.5 TB
2026-01-06 23:12:00,8.75 TB,7.80 TB,16.6 TB
2026-01-06 23:14:00,8.76 TB,7.80 TB,16.6 TB
2026-01-06 23:16:00,8.76 TB,7.80 TB,16.6 TB
2026-01-06 23:18:00,8.76 TB,7.81 TB,16.6 TB
2026-01-06 23:20:00,8.77 TB,7.81 TB,16.6 TB
2026-01-06 23:22:00,8.77 TB,7.81 TB,16.6 TB
2026-01-06 23:24:00,8.77 TB,7.82 TB,16.6 TB
2026-01-06 23:26:00,8.78 TB,7.82 TB,16.6 TB
2026-01-06 23:28:00,8.78 TB,7.82 TB,16.6 TB
2026-01-06 23:30:00,8.78 TB,7.83 TB,16.6 TB
2026-01-06 23:32:00,8.78 TB,7.83 TB,16.6 TB
2026-01-06 23:34:00,8.79 TB,7.83 TB,16.6 TB
2026-01-06 23:36:00,8.79 TB,7.83 TB,16.6 TB
2026-01-06 23:38:00,8.79 TB,7.84 TB,16.6 TB
2026-01-06 23:40:00,8.80 TB,7.84 TB,16.6 TB
2026-01-06 23:42:00,8.80 TB,7.84 TB,16.6 TB
2026-01-06 23:44:00,8.80 TB,7.85 TB,16.7 TB
2026-01-06 23:46:00,8.81 TB,7.85 TB,16.7 TB
2026-01-06 23:48:00,8.81 TB,7.85 TB,16.7 TB
2026-01-06 23:50:00,8.81 TB,7.86 TB,16.7 TB
2026-01-06 23:52:00,8.82 TB,7.86 TB,16.7 TB
2026-01-06 23:54:00,8.82 TB,7.86 TB,16.7 TB
2026-01-06 23:56:00,8.82 TB,7.87 TB,16.7 TB
2026-01-06 23:58:00,8.83 TB,7.87 TB,16.7 TB
2026-01-07 00:00:00,8.83 TB,7.87 TB,16.7 TB
2026-01-07 00:02:00,8.83 TB,7.87 TB,16.7 TB
2026-01-07 00:04:00,8.83 TB,7.88 TB,16.7 TB
2026-01-07 00:06:00,8.84 TB,7.88 TB,16.7 TB
2026-01-07 00:08:00,8.84 TB,7.88 TB,16.7 TB
2026-01-07 00:10:00,8.84 TB,7.89 TB,16.7 TB
2026-01-07 00:12:00,8.85 TB,7.89 TB,16.7 TB
2026-01-07 00:14:00,8.85 TB,7.89 TB,16.7 TB
2026-01-07 00:16:00,8.85 TB,7.90 TB,16.7 TB
2026-01-07 00:18:00,8.86 TB,7.90 TB,16.8 TB
2026-01-07 00:20:00,8.86 TB,7.90 TB,16.8 TB
2026-01-07 00:22:00,8.86 TB,7.91 TB,16.8 TB
2026-01-07 00:24:00,8.87 TB,7.91 TB,16.8 TB
2026-01-07 00:26:00,8.87 TB,7.91 TB,16.8 TB
2026-01-07 00:28:00,8.87 TB,7.91 TB,16.8 TB
2026-01-07 00:30:00,8.87 TB,7.92 TB,16.8 TB
2026-01-07 00:32:00,8.88 TB,7.92 TB,16.8 TB
2026-01-07 00:34:00,8.88 TB,7.92 TB,16.8 TB
2026-01-07 00:36:00,8.88 TB,7.93 TB,16.8 TB
2026-01-07 00:38:00,8.89 TB,7.93 TB,16.8 TB
2026-01-07 00:40:00,8.89 TB,7.93 TB,16.8 TB
2026-01-07 00:42:00,8.89 TB,7.94 TB,16.8 TB
2026-01-07 00:44:00,8.90 TB,7.94 TB,16.8 TB
2026-01-07 00:46:00,8.90 TB,7.94 TB,16.8 TB
2026-01-07 00:48:00,8.90 TB,7.95 TB,16.8 TB
2026-01-07 00:50:00,8.91 TB,7.95 TB,16.9 TB
2026-01-07 00:52:00,8.91 TB,7.95 TB,16.9 TB
2026-01-07 00:54:00,8.91 TB,7.95 TB,16.9 TB
2026-01-07 00:56:00,8.91 TB,7.96 TB,16.9 TB
2026-01-07 00:58:00,8.92 TB,7.96 TB,16.9 TB
2026-01-07 01:00:00,8.92 TB,7.96 TB,16.9 TB
2026-01-07 01:02:00,8.92 TB,7.97 TB,16.9 TB
2026-01-07 01:04:00,8.93 TB,7.97 TB,16.9 TB
2026-01-07 01:06:00,8.93 TB,7.97 TB,16.9 TB
2026-01-07 01:08:00,8.93 TB,7.98 TB,16.9 TB
2026-01-07 01:10:00,8.94 TB,7.98 TB,16.9 TB
2026-01-07 01:12:00,8.94 TB,7.98 TB,16.9 TB
2026-01-07 01:14:00,8.94 TB,7.99 TB,16.9 TB
2026-01-07 01:16:00,8.95 TB,7.99 TB,16.9 TB
2026-01-07 01:18:00,8.95 TB,7.99 TB,16.9 TB
2026-01-07 01:20:00,8.95 TB,8.00 TB,16.9 TB
2026-01-07 01:22:00,8.96 TB,8.00 TB,17.0 TB
2026-01-07 01:24:00,8.96 TB,8.00 TB,17.0 TB
2026-01-07 01:26:00,8.96 TB,8.01 TB,17.0 TB
2026-01-07 01:28:00,8.96 TB,8.01 TB,17.0 TB
2026-01-07 01:30:00,8.97 TB,8.01 TB,17.0 TB
2026-01-07 01:32:00,8.97 TB,8.01 TB,17.0 TB
2026-01-07 01:34:00,8.97 TB,8.02 TB,17.0 TB
2026-01-07 01:36:00,8.98 TB,8.02 TB,17.0 TB
2026-01-07 01:38:00,8.98 TB,8.02 TB,17.0 TB
2026-01-07 01:40:00,8.98 TB,8.03 TB,17.0 TB
2026-01-07 01:42:00,8.99 TB,8.03 TB,17.0 TB
2026-01-07 01:44:00,8.99 TB,8.03 TB,17.0 TB
2026-01-07 01:46:00,8.99 TB,8.04 TB,17.0 TB
2026-01-07 01:48:00,9.00 TB,8.04 TB,17.0 TB
2026-01-07 01:50:00,9.00 TB,8.04 TB,17.0 TB
2026-01-07 01:52:00,9.00 TB,8.05 TB,17.0 TB
2026-01-07 01:54:00,9.01 TB,8.05 TB,17.1 TB
2026-01-07 01:56:00,9.01 TB,8.05 TB,17.1 TB
2026-01-07 01:58:00,9.01 TB,8.06 TB,17.1 TB
2026-01-07 02:00:00,9.01 TB,8.06 TB,17.1 TB
2026-01-07 02:02:00,9.02 TB,8.06 TB,17.1 TB
2026-01-07 02:04:00,9.02 TB,8.06 TB,17.1 TB
2026-01-07 02:06:00,9.02 TB,8.07 TB,17.1 TB
2026-01-07 02:08:00,9.03 TB,8.07 TB,17.1 TB
2026-01-07 02:10:00,9.03 TB,8.07 TB,17.1 TB
2026-01-07 02:12:00,9.03 TB,8.08 TB,17.1 TB
2026-01-07 02:14:00,9.04 TB,8.08 TB,17.1 TB
2026-01-07 02:16:00,9.04 TB,8.08 TB,17.1 TB
2026-01-07 02:18:00,9.04 TB,8.09 TB,17.1 TB
2026-01-07 02:20:00,9.05 TB,8.09 TB,17.1 TB
2026-01-07 02:22:00,9.05 TB,8.09 TB,17.1 TB
2026-01-07 02:24:00,9.05 TB,8.10 TB,17.1 TB
2026-01-07 02:26:00,9.06 TB,8.10 TB,17.2 TB
2026-01-07 02:28:00,9.06 TB,8.10 TB,17.2 TB
2026-01-07 02:30:00,9.06 TB,8.10 TB,17.2 TB
2026-01-07 02:32:00,9.06 TB,8.11 TB,17.2 TB
2026-01-07 02:34:00,9.07 TB,8.11 TB,17.2 TB
2026-01-07 02:36:00,9.07 TB,8.11 TB,17.2 TB
2026-01-07 02:38:00,9.07 TB,8.12 TB,17.2 TB
2026-01-07 02:40:00,9.08 TB,8.12 TB,17.2 TB
2026-01-07 02:42:00,9.08 TB,8.12 TB,17.2 TB
2026-01-07 02:44:00,9.08 TB,8.13 TB,17.2 TB
2026-01-07 02:46:00,9.09 TB,8.13 TB,17.2 TB
2026-01-07 02:48:00,9.09 TB,8.13 TB,17.2 TB
2026-01-07 02:50:00,9.09 TB,8.14 TB,17.2 TB
2026-01-07 02:52:00,9.10 TB,8.14 TB,17.2 TB
2026-01-07 02:54:00,9.10 TB,8.14 TB,17.2 TB
2026-01-07 02:56:00,9.10 TB,8.15 TB,17.2 TB
2026-01-07 02:58:00,9.11 TB,8.15 TB,17.3 TB
2026-01-07 03:00:00,9.11 TB,8.15 TB,17.3 TB
2026-01-07 03:02:00,9.11 TB,8.15 TB,17.3 TB
2026-01-07 03:04:00,9.11 TB,8.16 TB,17.3 TB
2026-01-07 03:06:00,9.12 TB,8.16 TB,17.3 TB
2026-01-07 03:08:00,9.12 TB,8.16 TB,17.3 TB
2026-01-07 03:10:00,9.12 TB,8.17 TB,17.3 TB
2026-01-07 03:12:00,9.13 TB,8.17 TB,17.3 TB
2026-01-07 03:14:00,9.13 TB,8.17 TB,17.3 TB
2026-01-07 03:16:00,9.13 TB,8.18 TB,17.3 TB
2026-01-07 03:18:00,9.14 TB,8.18 TB,17.3 TB
2026-01-07 03:20:00,9.14 TB,8.18 TB,17.3 TB
2026-01-07 03:22:00,9.14 TB,8.19 TB,17.3 TB
2026-01-07 03:24:00,9.15 TB,8.19 TB,17.3 TB
2026-01-07 03:26:00,9.15 TB,8.19 TB,17.3 TB
2026-01-07 03:28:00,9.15 TB,8.20 TB,17.3 TB
2026-01-07 03:30:00,9.15 TB,8.20 TB,17.4 TB
2026-01-07 03:32:00,9.16 TB,8.20 TB,17.4 TB
2026-01-07 03:34:00,9.16 TB,8.20 TB,17.4 TB
2026-01-07 03:36:00,9.16 TB,8.21 TB,17.4 TB
2026-01-07 03:38:00,9.17 TB,8.21 TB,17.4 TB
2026-01-07 03:40:00,9.17 TB,8.21 TB,17.4 TB
2026-01-07 03:42:00,9.17 TB,8.22 TB,17.4 TB
2026-01-07 03:44:00,9.18 TB,8.22 TB,17.4 TB
2026-01-07 03:46:00,9.18 TB,8.22 TB,17.4 TB
2026-01-07 03:48:00,9.18 TB,8.23 TB,17.4 TB
2026-01-07 03:50:00,9.19 TB,8.23 TB,17.4 TB
2026-01-07 03:52:00,9.19 TB,8.24 TB,17.4 TB
2026-01-07 03:54:00,9.20 TB,8.24 TB,17.4 TB
2026-01-07 03:56:00,9.20 TB,8.24 TB,17.4 TB
2026-01-07 03:58:00,9.20 TB,8.25 TB,17.5 TB
2026-01-07 04:00:00,9.21 TB,8.25 TB,17.5 TB
2026-01-07 04:02:00,9.21 TB,8.26 TB,17.5 TB
2026-01-07 04:04:00,9.22 TB,8.26 TB,17.5 TB
2026-01-07 04:06:00,9.22 TB,8.26 TB,17.5 TB
2026-01-07 04:08:00,9.22 TB,8.27 TB,17.5 TB
2026-01-07 04:10:00,9.23 TB,8.27 TB,17.5 TB
2026-01-07 04:12:00,9.23 TB,8.28 TB,17.5 TB
2026-01-07 04:14:00,9.24 TB,8.28 TB,17.5 TB
2026-01-07 04:16:00,9.24 TB,8.28 TB,17.5 TB
2026-01-07 04:18:00,9.24 TB,8.29 TB,17.5 TB
2026-01-07 04:20:00,9.25 TB,8.29 TB,17.5 TB
2026-01-07 04:22:00,9.25 TB,8.30 TB,17.5 TB
2026-01-07 04:24:00,9.26 TB,8.30 TB,17.6 TB
2026-01-07 04:26:00,9.26 TB,8.30 TB,17.6 TB
2026-01-07 04:28:00,9.26 TB,8.31 TB,17.6 TB
2026-01-07 04:30:00,9.27 TB,8.31 TB,17.6 TB
2026-01-07 04:32:00,9.27 TB,8.32 TB,17.6 TB
2026-01-07 04:34:00,9.28 TB,8.32 TB,17.6 TB
2026-01-07 04:36:00,9.28 TB,8.32 TB,17.6 TB
2026-01-07 04:38:00,9.29 TB,8.33 TB,17.6 TB
2026-01-07 04:40:00,9.29 TB,8.33 TB,17.6 TB
2026-01-07 04:42:00,9.29 TB,8.34 TB,17.6 TB
2026-01-07 04:44:00,9.30 TB,8.34 TB,17.6 TB
2026-01-07 04:46:00,9.30 TB,8.35 TB,17.6 TB
2026-01-07 04:48:00,9.31 TB,8.35 TB,17.7 TB
2026-01-07 04:50:00,9.31 TB,8.35 TB,17.7 TB
2026-01-07 04:52:00,9.31 TB,8.36 TB,17.7 TB
2026-01-07 04:54:00,9.32 TB,8.36 TB,17.7 TB
2026-01-07 04:56:00,9.32 TB,8.37 TB,17.7 TB
2026-01-07 04:58:00,9.33 TB,8.37 TB,17.7 TB
2026-01-07 05:00:00,9.33 TB,8.37 TB,17.7 TB
2026-01-07 05:02:00,9.33 TB,8.38 TB,17.7 TB
2026-01-07 05:04:00,9.34 TB,8.38 TB,17.7 TB
2026-01-07 05:06:00,9.34 TB,8.39 TB,17.7 TB
2026-01-07 05:08:00,9.35 TB,8.39 TB,17.7 TB
2026-01-07 05:10:00,9.35 TB,8.39 TB,17.7 TB
2026-01-07 05:12:00,9.36 TB,8.40 TB,17.8 TB
2026-01-07 05:14:00,9.36 TB,8.40 TB,17.8 TB
2026-01-07 05:16:00,9.36 TB,8.41 TB,17.8 TB
2026-01-07 05:18:00,9.37 TB,8.41 TB,17.8 TB
2026-01-07 05:20:00,9.37 TB,8.42 TB,17.8 TB
2026-01-07 05:22:00,9.38 TB,8.42 TB,17.8 TB
2026-01-07 05:24:00,9.38 TB,8.42 TB,17.8 TB
2026-01-07 05:26:00,9.38 TB,8.43 TB,17.8 TB
2026-01-07 05:28:00,9.39 TB,8.43 TB,17.8 TB
2026-01-07 05:30:00,9.39 TB,8.44 TB,17.8 TB
2026-01-07 05:32:00,9.40 TB,8.44 TB,17.8 TB
2026-01-07 05:34:00,9.40 TB,8.44 TB,17.8 TB
2026-01-07 05:36:00,9.40 TB,8.45 TB,17.9 TB
2026-01-07 05:38:00,9.41 TB,8.45 TB,17.9 TB
2026-01-07 05:40:00,9.41 TB,8.46 TB,17.9 TB
2026-01-07 05:42:00,9.42 TB,8.46 TB,17.9 TB
2026-01-07 05:44:00,9.42 TB,8.46 TB,17.9 TB
2026-01-07 05:46:00,9.43 TB,8.47 TB,17.9 TB
2026-01-07 05:48:00,9.43 TB,8.47 TB,17.9 TB
2026-01-07 05:50:00,9.43 TB,8.48 TB,17.9 TB
2026-01-07 05:52:00,9.44 TB,8.48 TB,17.9 TB
2026-01-07 05:54:00,9.44 TB,8.48 TB,17.9 TB
2026-01-07 05:56:00,9.45 TB,8.49 TB,17.9 TB
2026-01-07 05:58:00,9.45 TB,8.49 TB,17.9 TB
2026-01-07 06:00:00,9.45 TB,8.50 TB,17.9 TB
2026-01-07 06:02:00,9.46 TB,8.50 TB,18.0 TB
2026-01-07 06:04:00,9.46 TB,8.50 TB,18.0 TB
2026-01-07 06:06:00,9.47 TB,8.51 TB,18.0 TB
2026-01-07 06:08:00,9.47 TB,8.51 TB,18.0 TB
2026-01-07 06:10:00,9.47 TB,8.52 TB,18.0 TB
2026-01-07 06:12:00,9.48 TB,8.52 TB,18.0 TB
2026-01-07 06:14:00,9.48 TB,8.53 TB,18.0 TB
2026-01-07 06:16:00,9.49 TB,8.53 TB,18.0 TB
2026-01-07 06:18:00,9.49 TB,8.53 TB,18.0 TB
2026-01-07 06:20:00,9.49 TB,8.54 TB,18.0 TB
2026-01-07 06:22:00,9.50 TB,8.54 TB,18.0 TB
2026-01-07 06:24:00,9.50 TB,8.55 TB,18.0 TB
2026-01-07 06:26:00,9.51 TB,8.55 TB,18.1 TB
2026-01-07 06:28:00,9.51 TB,8.55 TB,18.1 TB
2026-01-07 06:30:00,9.51 TB,8.56 TB,18.1 TB
2026-01-07 06:32:00,9.52 TB,8.56 TB,18.1 TB
2026-01-07 06:34:00,9.52 TB,8.57 TB,18.1 TB
2026-01-07 06:36:00,9.53 TB,8.57 TB,18.1 TB
2026-01-07 06:38:00,9.53 TB,8.57 TB,18.1 TB
2026-01-07 06:40:00,9.54 TB,8.58 TB,18.1 TB
2026-01-07 06:42:00,9.54 TB,8.58 TB,18.1 TB
2026-01-07 06:44:00,9.54 TB,8.59 TB,18.1 TB
2026-01-07 06:46:00,9.55 TB,8.59 TB,18.1 TB
2026-01-07 06:48:00,9.55 TB,8.59 TB,18.1 TB
2026-01-07 06:50:00,9.56 TB,8.60 TB,18.2 TB
2026-01-07 06:52:00,9.56 TB,8.60 TB,18.2 TB
2026-01-07 06:54:00,9.56 TB,8.61 TB,18.2 TB
2026-01-07 06:56:00,9.57 TB,8.61 TB,18.2 TB
2026-01-07 06:58:00,9.57 TB,8.61 TB,18.2 TB
2026-01-07 07:00:00,9.58 TB,8.62 TB,18.2 TB
2026-01-07 07:02:00,9.58 TB,8.62 TB,18.2 TB
2026-01-07 07:04:00,9.58 TB,8.63 TB,18.2 TB
2026-01-07 07:06:00,9.59 TB,8.63 TB,18.2 TB
2026-01-07 07:08:00,9.59 TB,8.64 TB,18.2 TB
2026-01-07 07:10:00,9.60 TB,8.64 TB,18.2 TB
2026-01-07 07:12:00,9.60 TB,8.64 TB,18.2 TB
2026-01-07 07:14:00,9.60 TB,8.65 TB,18.3 TB
2026-01-07 07:16:00,9.61 TB,8.65 TB,18.3 TB
2026-01-07 07:18:00,9.61 TB,8.66 TB,18.3 TB
2026-01-07 07:20:00,9.62 TB,8.66 TB,18.3 TB
2026-01-07 07:22:00,9.62 TB,8.66 TB,18.3 TB
2026-01-07 07:24:00,9.63 TB,8.67 TB,18.3 TB
2026-01-07 07:26:00,9.63 TB,8.67 TB,18.3 TB
2026-01-07 07:28:00,9.63 TB,8.68 TB,18.3 TB
2026-01-07 07:30:00,9.64 TB,8.68 TB,18.3 TB
2026-01-07 07:32:00,9.64 TB,8.68 TB,18.3 TB
2026-01-07 07:34:00,9.65 TB,8.69 TB,18.3 TB
2026-01-07 07:36:00,9.65 TB,8.69 TB,18.3 TB
2026-01-07 07:38:00,9.65 TB,8.70 TB,18.3 TB
2026-01-07 07:40:00,9.66 TB,8.70 TB,18.4 TB
2026-01-07 07:42:00,9.66 TB,8.70 TB,18.4 TB
2026-01-07 07:44:00,9.67 TB,8.71 TB,18.4 TB
2026-01-07 07:46:00,9.67 TB,8.71 TB,18.4 TB
2026-01-07 07:48:00,9.67 TB,8.72 TB,18.4 TB
2026-01-07 07:50:00,9.68 TB,8.72 TB,18.4 TB
2026-01-07 07:52:00,9.68 TB,8.72 TB,18.4 TB
2026-01-07 07:54:00,9.69 TB,8.73 TB,18.4 TB
2026-01-07 07:56:00,9.69 TB,8.73 TB,18.4 TB
2026-01-07 07:58:00,9.69 TB,8.74 TB,18.4 TB
2026-01-07 08:00:00,9.70 TB,8.74 TB,18.4 TB
2026-01-07 08:02:00,9.70 TB,8.75 TB,18.4 TB
2026-01-07 08:04:00,9.71 TB,8.75 TB,18.5 TB
2026-01-07 08:06:00,9.71 TB,8.75 TB,18.5 TB
2026-01-07 08:08:00,9.71 TB,8.76 TB,18.5 TB
2026-01-07 08:10:00,9.72 TB,8.76 TB,18.5 TB
2026-01-07 08:12:00,9.72 TB,8.77 TB,18.5 TB
2026-01-07 08:14:00,9.73 TB,8.77 TB,18.5 TB
2026-01-07 08:16:00,9.73 TB,8.77 TB,18.5 TB
2026-01-07 08:18:00,9.73 TB,8.78 TB,18.5 TB
2026-01-07 08:20:00,9.74 TB,8.78 TB,18.5 TB
2026-01-07 08:22:00,9.74 TB,8.79 TB,18.5 TB
2026-01-07 08:24:00,9.75 TB,8.79 TB,18.5 TB
2026-01-07 08:26:00,9.75 TB,8.79 TB,18.5 TB
2026-01-07 08:28:00,9.76 TB,8.80 TB,18.6 TB
2026-01-07 08:30:00,9.76 TB,8.80 TB,18.6 TB
2026-01-07 08:32:00,9.76 TB,8.81 TB,18.6 TB
2026-01-07 08:34:00,9.77 TB,8.81 TB,18.6 TB
2026-01-07 08:36:00,9.77 TB,8.81 TB,18.6 TB
2026-01-07 08:38:00,9.77 TB,8.82 TB,18.6 TB
2026-01-07 08:40:00,9.78 TB,8.82 TB,18.6 TB
2026-01-07 08:42:00,9.78 TB,8.83 TB,18.6 TB
2026-01-07 08:44:00,9.79 TB,8.83 TB,18.6 TB
2026-01-07 08:46:00,9.79 TB,8.83 TB,18.6 TB
2026-01-07 08:48:00,9.80 TB,8.84 TB,18.6 TB
2026-01-07 08:50:00,9.80 TB,8.84 TB,18.6 TB
2026-01-07 08:52:00,9.80 TB,8.85 TB,18.6 TB
2026-01-07 08:54:00,9.81 TB,8.85 TB,18.7 TB
2026-01-07 08:56:00,9.81 TB,8.85 TB,18.7 TB
2026-01-07 08:58:00,9.82 TB,8.86 TB,18.7 TB
2026-01-07 09:00:00,9.82 TB,8.86 TB,18.7 TB
2026-01-07 09:02:00,9.82 TB,8.87 TB,18.7 TB
2026-01-07 09:04:00,9.83 TB,8.87 TB,18.7 TB
2026-01-07 09:06:00,9.83 TB,8.87 TB,18.7 TB
2026-01-07 09:08:00,9.83 TB,8.88 TB,18.7 TB
2026-01-07 09:10:00,9.84 TB,8.88 TB,18.7 TB
2026-01-07 09:12:00,9.84 TB,8.88 TB,18.7 TB
2026-01-07 09:14:00,9.84 TB,8.89 TB,18.7 TB
2026-01-07 09:16:00,9.85 TB,8.89 TB,18.7 TB
2026-01-07 09:18:00,9.85 TB,8.89 TB,18.7 TB
2026-01-07 09:20:00,9.86 TB,8.89 TB,18.7 TB
2026-01-07 09:22:00,9.86 TB,8.89 TB,18.8 TB
2026-01-07 09:24:00,9.87 TB,8.90 TB,18.8 TB
2026-01-07 09:26:00,9.87 TB,8.90 TB,18.8 TB
2026-01-07 09:28:00,9.87 TB,8.91 TB,18.8 TB
2026-01-07 09:30:00,9.88 TB,8.91 TB,18.8 TB
2026-01-07 09:32:00,9.88 TB,8.91 TB,18.8 TB
2026-01-07 09:34:00,9.89 TB,8.92 TB,18.8 TB
2026-01-07 09:36:00,9.89 TB,8.92 TB,18.8 TB
2026-01-07 09:38:00,9.89 TB,8.92 TB,18.8 TB
2026-01-07 09:40:00,9.90 TB,8.92 TB,18.8 TB
2026-01-07 09:42:00,9.90 TB,8.93 TB,18.8 TB
2026-01-07 09:44:00,9.91 TB,8.93 TB,18.8 TB
2026-01-07 09:46:00,9.91 TB,8.94 TB,18.8 TB
2026-01-07 09:48:00,9.91 TB,8.94 TB,18.9 TB
2026-01-07 09:50:00,9.92 TB,8.94 TB,18.9 TB
2026-01-07 09:52:00,9.92 TB,8.94 TB,18.9 TB
2026-01-07 09:54:00,9.92 TB,8.95 TB,18.9 TB
2026-01-07 09:56:00,9.93 TB,8.95 TB,18.9 TB
2026-01-07 09:58:00,9.93 TB,8.95 TB,18.9 TB
2026-01-07 10:00:00,9.93 TB,8.96 TB,18.9 TB
2026-01-07 10:02:00,9.94 TB,8.96 TB,18.9 TB
2026-01-07 10:04:00,9.94 TB,8.97 TB,18.9 TB
2026-01-07 10:06:00,9.95 TB,8.97 TB,18.9 TB
2026-01-07 10:08:00,9.95 TB,8.97 TB,18.9 TB
2026-01-07 10:10:00,9.95 TB,8.98 TB,18.9 TB
2026-01-07 10:12:00,9.95 TB,8.98 TB,18.9 TB
2026-01-07 10:14:00,9.95 TB,8.98 TB,18.9 TB
