"Time","data_points"
2026-01-05 18:46:00,12800
2026-01-05 18:48:00,12000
2026-01-05 18:50:00,12000
2026-01-05 18:52:00,12000
2026-01-05 18:54:00,12000
2026-01-05 18:56:00,12800
2026-01-05 18:58:00,12000
2026-01-05 19:00:00,12000
2026-01-05 19:02:00,12400
2026-01-05 19:04:00,12000
2026-01-05 19:06:00,12400
2026-01-05 19:08:00,12400
2026-01-05 19:10:00,12000
2026-01-05 19:12:00,12800
2026-01-05 19:14:00,12000
2026-01-05 19:16:00,12800
2026-01-05 19:18:00,12000
2026-01-05 19:20:00,12800
2026-01-05 19:22:00,12000
2026-01-05 19:24:00,12000
2026-01-05 19:26:00,13600
2026-01-05 19:28:00,12400
2026-01-05 19:30:00,12000
2026-01-05 19:32:00,13200
2026-01-05 19:34:00,13600
2026-01-05 19:36:00,13600
2026-01-05 19:38:00,12000
2026-01-05 19:40:00,13200
2026-01-05 19:42:00,12400
2026-01-05 19:44:00,13600
2026-01-05 19:46:00,13600
2026-01-05 19:48:00,13600
2026-01-05 19:50:00,12800
2026-01-05 19:52:00,12800
2026-01-05 19:54:00,12400
2026-01-05 19:56:00,12800
2026-01-05 19:58:00,12800
2026-01-05 20:00:00,13200
2026-01-05 20:02:00,12000
2026-01-05 20:04:00,12800
2026-01-05 20:06:00,13200
2026-01-05 20:08:00,13600
2026-01-05 20:10:00,13200
2026-01-05 20:12:00,13200
2026-01-05 20:14:00,13600
2026-01-05 20:16:00,12800
2026-01-05 20:18:00,12800
2026-01-05 20:20:00,12800
2026-01-05 20:22:00,12400
2026-01-05 20:24:00,13600
2026-01-05 20:26:00,11600
2026-01-05 20:28:00,14000
2026-01-05 20:30:00,13600
2026-01-05 20:32:00,12800
2026-01-05 20:34:00,12800
2026-01-05 20:36:00,12000
2026-01-05 20:38:00,12800
2026-01-05 20:40:00,13600
2026-01-05 20:42:00,12800
2026-01-05 20:44:00,12400
2026-01-05 20:46:00,13200
2026-01-05 20:48:00,13600
2026-01-05 20:50:00,12800
2026-01-05 20:52:00,13200
2026-01-05 20:54:00,13600
2026-01-05 20:56:00,13600
2026-01-05 20:58:00,13600
2026-01-05 21:00:00,13600
2026-01-05 21:02:00,14000
2026-01-05 21:04:00,12400
2026-01-05 21:06:00,12000
2026-01-05 21:08:00,11600
2026-01-05 21:10:00,13200
2026-01-05 21:12:00,13600
2026-01-05 21:14:00,13600
2026-01-05 21:16:00,13600
2026-01-05 21:18:00,14400
2026-01-05 21:20:00,13600
2026-01-05 21:22:00,13600
2026-01-05 21:24:00,12800
2026-01-05 21:26:00,13200
2026-01-05 21:28:00,14000
2026-01-05 21:30:00,12000
2026-01-05 21:32:00,12400
2026-01-05 21:34:00,14400
2026-01-05 21:36:00,14400
2026-01-05 21:38:00,13600
2026-01-05 21:40:00,14400
2026-01-05 21:42:00,13200
2026-01-05 21:44:00,15200
2026-01-05 21:46:00,14000
2026-01-05 21:48:00,12800
2026-01-05 21:50:00,12800
2026-01-05 21:52:00,14400
2026-01-05 21:54:00,14400
2026-01-05 21:56:00,13600
2026-01-05 21:58:00,14000
2026-01-05 22:00:00,13600
2026-01-05 22:02:00,14000
2026-01-05 22:04:00,15200
2026-01-05 22:06:00,15200
2026-01-05 22:08:00,14400
2026-01-05 22:10:00,14400
2026-01-05 22:12:00,15200
2026-01-05 22:14:00,15200
2026-01-05 22:16:00,15200
2026-01-05 22:18:00,15200
2026-01-05 22:20:00,15200
2026-01-05 22:22:00,15200
2026-01-05 22:24:00,15200
2026-01-05 22:26:00,15200
2026-01-05 22:28:00,15200
2026-01-05 22:30:00,15200
2026-01-05 22:32:00,15200
2026-01-05 22:34:00,15200
2026-01-05 22:36:00,15200
2026-01-05 22:38:00,15200
2026-01-05 22:40:00,15200
