"Time","avg"
2026-01-06 13:55:00,44.7 ms
2026-01-06 14:00:00,45.9 ms
2026-01-06 14:05:00,44.5 ms
2026-01-06 14:10:00,44.6 ms
2026-01-06 14:15:00,44.6 ms
2026-01-06 14:20:00,44.5 ms
2026-01-06 14:25:00,44.6 ms
2026-01-06 14:30:00,44.7 ms
2026-01-06 14:35:00,44.7 ms
2026-01-06 14:40:00,44.6 ms
2026-01-06 14:45:00,44.9 ms
2026-01-06 14:50:00,44.6 ms
2026-01-06 14:55:00,44.9 ms
2026-01-06 15:00:00,45.0 ms
2026-01-06 15:05:00,44.9 ms
2026-01-06 15:10:00,45.1 ms
2026-01-06 15:15:00,44.8 ms
2026-01-06 15:20:00,44.7 ms
2026-01-06 15:25:00,45.6 ms
2026-01-06 15:30:00,46.0 ms
2026-01-06 15:35:00,46.2 ms
2026-01-06 15:40:00,49.3 ms
2026-01-06 15:45:00,46.3 ms
2026-01-06 15:50:00,44.7 ms
2026-01-06 15:55:00,48.2 ms
2026-01-06 16:00:00,47.0 ms
2026-01-06 16:05:00,45.1 ms
2026-01-06 16:10:00,44.8 ms
2026-01-06 16:15:00,45.2 ms
2026-01-06 16:20:00,44.7 ms
2026-01-06 16:25:00,44.8 ms
2026-01-06 16:30:00,52.3 ms
2026-01-06 16:35:00,46.5 ms
2026-01-06 16:40:00,47.1 ms
2026-01-06 16:45:00,44.5 ms
2026-01-06 16:50:00,45.1 ms
2026-01-06 16:55:00,44.6 ms
2026-01-06 17:00:00,44.6 ms
2026-01-06 17:05:00,45.3 ms
2026-01-06 17:10:00,44.7 ms
2026-01-06 17:15:00,44.9 ms
2026-01-06 17:20:00,44.6 ms
2026-01-06 17:25:00,44.7 ms
2026-01-06 17:30:00,45.2 ms
2026-01-06 17:35:00,49.7 ms
2026-01-06 17:40:00,44.6 ms
2026-01-06 17:45:00,44.5 ms
2026-01-06 17:50:00,46.7 ms
2026-01-06 17:55:00,44.7 ms
2026-01-06 18:00:00,44.6 ms
2026-01-06 18:05:00,44.6 ms
2026-01-06 18:10:00,44.6 ms
2026-01-06 18:15:00,45.0 ms
2026-01-06 18:20:00,44.5 ms
2026-01-06 18:25:00,44.7 ms
2026-01-06 18:30:00,45.5 ms
2026-01-06 18:35:00,44.6 ms
2026-01-06 18:40:00,44.9 ms
2026-01-06 18:45:00,44.6 ms
2026-01-06 18:50:00,44.6 ms
2026-01-06 18:55:00,44.6 ms
2026-01-06 19:00:00,45.1 ms
2026-01-06 19:05:00,44.6 ms
2026-01-06 19:10:00,46.5 ms
2026-01-06 19:15:00,45.1 ms
2026-01-06 19:20:00,44.8 ms
2026-01-06 19:25:00,44.6 ms
2026-01-06 19:30:00,44.6 ms
2026-01-06 19:35:00,45.3 ms
2026-01-06 19:40:00,44.7 ms
2026-01-06 19:45:00,44.7 ms
2026-01-06 19:50:00,44.9 ms
2026-01-06 19:55:00,45.6 ms
2026-01-06 20:00:00,44.8 ms
2026-01-06 20:05:00,44.9 ms
2026-01-06 20:10:00,44.9 ms
2026-01-06 20:15:00,45.1 ms
2026-01-06 20:20:00,44.6 ms
2026-01-06 20:25:00,44.6 ms
2026-01-06 20:30:00,44.9 ms
2026-01-06 20:35:00,45.6 ms
2026-01-06 20:40:00,46.0 ms
2026-01-06 20:45:00,45.2 ms
2026-01-06 20:50:00,44.9 ms
2026-01-06 20:55:00,45.4 ms
2026-01-06 21:00:00,44.8 ms
2026-01-06 21:05:00,44.9 ms
2026-01-06 21:10:00,44.7 ms
2026-01-06 21:15:00,45.0 ms
2026-01-06 21:20:00,44.6 ms
2026-01-06 21:25:00,44.6 ms
2026-01-06 21:30:00,72.7 ms
2026-01-06 21:35:00,44.8 ms
2026-01-06 21:40:00,44.7 ms
2026-01-06 21:45:00,46.0 ms
2026-01-06 21:50:00,44.6 ms
2026-01-06 21:55:00,44.8 ms
2026-01-06 22:00:00,44.6 ms
2026-01-06 22:05:00,44.6 ms
2026-01-06 22:10:00,44.9 ms
2026-01-06 22:15:00,44.6 ms
2026-01-06 22:20:00,48.1 ms
2026-01-06 22:25:00,44.7 ms
2026-01-06 22:30:00,44.5 ms
2026-01-06 22:35:00,44.8 ms
2026-01-06 22:40:00,44.5 ms
2026-01-06 22:45:00,44.6 ms
2026-01-06 22:50:00,47.6 ms
2026-01-06 22:55:00,48.6 ms
2026-01-06 23:00:00,52.8 ms
2026-01-06 23:05:00,47.2 ms
2026-01-06 23:10:00,47.5 ms
2026-01-06 23:15:00,47.3 ms
2026-01-06 23:20:00,49.7 ms
2026-01-06 23:25:00,45.1 ms
2026-01-06 23:30:00,44.6 ms
2026-01-06 23:35:00,45.0 ms
2026-01-06 23:40:00,44.6 ms
2026-01-06 23:45:00,44.7 ms
2026-01-06 23:50:00,44.9 ms
2026-01-06 23:55:00,44.7 ms
2026-01-07 00:00:00,44.5 ms
2026-01-07 00:05:00,44.9 ms
2026-01-07 00:10:00,44.6 ms
2026-01-07 00:15:00,44.7 ms
2026-01-07 00:20:00,44.7 ms
2026-01-07 00:25:00,44.6 ms
2026-01-07 00:30:00,44.9 ms
2026-01-07 00:35:00,44.7 ms
2026-01-07 00:40:00,44.7 ms
2026-01-07 00:45:00,44.6 ms
2026-01-07 00:50:00,44.5 ms
2026-01-07 00:55:00,44.8 ms
2026-01-07 01:00:00,44.6 ms
2026-01-07 01:05:00,44.9 ms
2026-01-07 01:10:00,58.7 ms
2026-01-07 01:15:00,46.9 ms
2026-01-07 01:20:00,44.5 ms
2026-01-07 01:25:00,44.8 ms
2026-01-07 01:30:00,45.7 ms
2026-01-07 01:35:00,44.6 ms
2026-01-07 01:40:00,44.5 ms
2026-01-07 01:45:00,44.5 ms
2026-01-07 01:50:00,44.6 ms
2026-01-07 01:55:00,44.6 ms
2026-01-07 02:00:00,44.6 ms
2026-01-07 02:05:00,44.8 ms
2026-01-07 02:10:00,44.9 ms
2026-01-07 02:15:00,44.6 ms
2026-01-07 02:20:00,44.6 ms
2026-01-07 02:25:00,44.7 ms
2026-01-07 02:30:00,44.7 ms
2026-01-07 02:35:00,44.5 ms
2026-01-07 02:40:00,44.6 ms
2026-01-07 02:45:00,44.8 ms
2026-01-07 02:50:00,45.4 ms
2026-01-07 02:55:00,44.6 ms
2026-01-07 03:00:00,44.6 ms
2026-01-07 03:05:00,44.8 ms
2026-01-07 03:10:00,45.4 ms
2026-01-07 03:15:00,44.6 ms
2026-01-07 03:20:00,44.7 ms
2026-01-07 03:25:00,44.7 ms
2026-01-07 03:30:00,44.5 ms
2026-01-07 03:35:00,44.7 ms
2026-01-07 03:40:00,44.6 ms
2026-01-07 03:45:00,45.0 ms
2026-01-07 03:50:00,44.5 ms
2026-01-07 03:55:00,44.7 ms
2026-01-07 04:00:00,44.6 ms
2026-01-07 04:05:00,45.2 ms
2026-01-07 04:10:00,44.5 ms
2026-01-07 04:15:00,44.6 ms
2026-01-07 04:20:00,44.9 ms
2026-01-07 04:25:00,44.5 ms
2026-01-07 04:30:00,49.6 ms
2026-01-07 04:35:00,44.5 ms
2026-01-07 04:40:00,44.7 ms
2026-01-07 04:45:00,44.6 ms
2026-01-07 04:50:00,45.6 ms
2026-01-07 04:55:00,46.0 ms
2026-01-07 05:00:00,44.5 ms
2026-01-07 05:05:00,45.5 ms
2026-01-07 05:10:00,44.6 ms
2026-01-07 05:15:00,45.1 ms
2026-01-07 05:20:00,45.3 ms
2026-01-07 05:25:00,44.9 ms
2026-01-07 05:30:00,47.1 ms
2026-01-07 05:35:00,44.5 ms
2026-01-07 05:40:00,44.6 ms
2026-01-07 05:45:00,44.7 ms
2026-01-07 05:50:00,44.8 ms
2026-01-07 05:55:00,44.7 ms
2026-01-07 06:00:00,44.8 ms
2026-01-07 06:05:00,44.6 ms
2026-01-07 06:10:00,44.7 ms
2026-01-07 06:15:00,44.7 ms
2026-01-07 06:20:00,44.8 ms
2026-01-07 06:25:00,44.9 ms
2026-01-07 06:30:00,44.6 ms
2026-01-07 06:35:00,44.5 ms
2026-01-07 06:40:00,44.5 ms
2026-01-07 06:45:00,44.7 ms
2026-01-07 06:50:00,44.8 ms
2026-01-07 06:55:00,48.2 ms
2026-01-07 07:00:00,44.7 ms
2026-01-07 07:05:00,45.1 ms
2026-01-07 07:10:00,44.7 ms
2026-01-07 07:15:00,44.6 ms
2026-01-07 07:20:00,44.8 ms
2026-01-07 07:25:00,44.6 ms
2026-01-07 07:30:00,45.1 ms
2026-01-07 07:35:00,44.9 ms
2026-01-07 07:40:00,45.1 ms
2026-01-07 07:45:00,44.8 ms
2026-01-07 07:50:00,47.6 ms
2026-01-07 07:55:00,47.0 ms
2026-01-07 08:00:00,44.5 ms
2026-01-07 08:05:00,44.6 ms
2026-01-07 08:10:00,45.0 ms
2026-01-07 08:15:00,45.7 ms
2026-01-07 08:20:00,45.0 ms
2026-01-07 08:25:00,44.7 ms
2026-01-07 08:30:00,44.9 ms
2026-01-07 08:35:00,44.8 ms
2026-01-07 08:40:00,44.7 ms
2026-01-07 08:45:00,45.2 ms
2026-01-07 08:50:00,44.7 ms
2026-01-07 08:55:00,44.7 ms
2026-01-07 09:00:00,44.7 ms
2026-01-07 09:05:00,47.0 ms
2026-01-07 09:10:00,45.3 ms
2026-01-07 09:15:00,44.7 ms
2026-01-07 09:20:00,44.4 ms
2026-01-07 09:25:00,47.8 ms
2026-01-07 09:30:00,45.0 ms
2026-01-07 09:35:00,44.6 ms
2026-01-07 09:40:00,44.9 ms
2026-01-07 09:45:00,44.9 ms
2026-01-07 09:50:00,45.4 ms
2026-01-07 09:55:00,44.6 ms
2026-01-07 10:00:00,44.6 ms
2026-01-07 10:05:00,50.1 ms
2026-01-07 10:10:00,44.6 ms
