"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-07 10:14:00,db462338-c776-4d76-a31e-91c195592a51,11996,db462338-c776-4d76-a31e-91c195592a51,10.5,db462338-c776-4d76-a31e-91c195592a51,4.41,db462338-c776-4d76-a31e-91c195592a51,5.99,db462338-c776-4d76-a31e-91c195592a51,4423
