run,t_hours,in_mb,out_mb,sum_mb
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.0,0.0,0.0,0.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.016666666666666666,42.400000000000006,41.300000000000004,84.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.03333333333333333,87.0,84.1,171.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.05,130.0,125.1,255.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.06666666666666667,178.0,172.1,351.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.08333333333333333,178.0,172.1,351.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.1,183.0,175.1,360.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.11666666666666667,221.0,210.1,434.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.13333333333333333,246.0,235.1,482.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.15,246.0,235.1,482.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.16666666666666666,285.0,270.1,556.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.18333333333333332,332.0,317.1,649.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.2,332.0,317.1,649.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.21666666666666667,336.0,321.1,656.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.23333333333333334,381.0,366.1,745.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.25,429.0,414.1,842.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.26666666666666666,456.0,440.1,896.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.2833333333333333,456.0,440.1,896.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.3,458.0,442.1,900.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.31666666666666665,500.0,477.1,978.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.3333333333333333,514.0,489.1,1004.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.35,514.0,489.1,1004.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.36666666666666664,515.0,490.1,1007.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.38333333333333336,518.0,492.1,1012.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.4,520.0,492.1,1014.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.4166666666666667,563.0,533.1,1098.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.43333333333333335,575.0,544.1,1121.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.45,575.0,544.1,1121.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl100_tb200_worker1_report,0.4666666666666667,575.0,544.1,1121.1
