run,t_hours,in_mb,out_mb,sum_mb
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.0,0.0,0.0,0.0
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.016666666666666666,49.8,49.5,99.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.03333333333333333,97.3,94.3,192.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.05,143.3,140.3,282.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.06666666666666667,143.3,140.3,282.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.08333333333333333,145.3,142.3,286.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.1,148.3,143.3,290.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.11666666666666667,190.3,181.3,369.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.13333333333333333,234.3,224.3,457.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.15,279.3,268.3,546.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.16666666666666666,324.3,313.3,636.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.18333333333333332,367.3,357.3,723.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.2,412.3,399.3,810.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.21666666666666667,461.3,448.3,907.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.23333333333333334,461.3,448.3,907.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.25,462.3,449.3,910.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.26666666666666666,495.3,482.3,976.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.2833333333333333,537.3,525.3,1060.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.3,581.3,568.3,1147.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.31666666666666665,582.3,569.3,1149.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.3333333333333333,582.3,569.3,1149.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.35,582.3,569.3,1149.6
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.36666666666666664,582.3,569.3,1149.6
