run,t_hours,in_mb,out_mb,sum_mb
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.0,0.0,0.0,0.0
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.016666666666666666,48.7,47.3,95.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.03333333333333333,94.7,90.8,185.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.05,140.7,136.8,277.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.06666666666666667,185.7,181.8,368.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.08333333333333333,229.7,224.8,453.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.1,272.7,267.8,540.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.11666666666666667,315.7,310.8,626.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.13333333333333333,357.7,351.8,709.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.15,400.7,395.8,796.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.16666666666666666,445.7,440.8,886.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.18333333333333332,491.7,485.8,999.1800000000001
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.2,534.7,528.8,1091.34
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.21666666666666667,577.7,571.8,1183.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.23333333333333334,580.7,574.8,1183.5
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.25,582.7,575.8,1193.74
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.26666666666666666,582.7,576.8,1193.74
r600w4p2_f0_d10_20b100l1td80_200ts10_4tl300_tb100_worker7_worker10_worker3_worker4_worker5_worker8_worker9_worker6_report,0.2833333333333333,582.7,576.8,1193.74
