run,t_hours,in_mb,out_mb,sum_mb
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.0,0.0,0.0,0.0
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.016666666666666666,50.2,46.6,96.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.03333333333333333,100.0,95.6,195.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.05,153.0,145.6,298.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.06666666666666667,199.0,191.6,390.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.08333333333333333,245.0,236.6,481.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.1,286.0,278.6,564.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.11666666666666667,330.0,320.6,650.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.13333333333333333,372.0,362.6,734.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.15,418.0,406.6,824.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.16666666666666666,460.0,448.6,909.6
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.18333333333333332,502.0,490.6,1014.8000000000001
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.2,545.0,533.6,1106.96
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.21666666666666667,593.0,581.6,1199.1200000000001
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.23333333333333334,602.0,590.6,1219.6000000000001
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.25,603.0,591.6,1229.8400000000001
r600w4p2_f0_d40_100b100l1td40_100ts10_4tl300_tb100_worker8_report,0.26666666666666666,603.0,591.6,1229.8400000000001
