run,t_hours,rtt_ms
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.0,62.8
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.016666666666666666,61.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.03333333333333333,43.4
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.05,203.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.06666666666666667,53.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.08333333333333333,178.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.1,74.7
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.11666666666666667,166.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.13333333333333333,123.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.15,85.3
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.16666666666666666,151.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.18333333333333332,82.5
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.2,45.6
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.21666666666666667,53.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.23333333333333334,139.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.25,58.7
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.26666666666666666,48.5
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.2833333333333333,74.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.3,73.5
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.31666666666666665,92.5
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.3333333333333333,64.9
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.35,62.4
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.36666666666666664,66.3
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.38333333333333336,38.8
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4,74.4
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4166666666666667,53.7
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.43333333333333335,83.8
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.45,53.7
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4666666666666667,73.1
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.48333333333333334,58.7
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.5,54.3
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.5166666666666667,67.8
