run,t_hours,round_s
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.0,0.615
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.016666666666666666,0.503
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.03333333333333333,0.741
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.05,0.427
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.06666666666666667,0.619
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.08333333333333333,20.8
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.1,4.11
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.11666666666666667,0.416
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.13333333333333333,0.62
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.15,0.38
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.16666666666666666,0.664
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.18333333333333332,0.669
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.2,0.449
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.21666666666666667,0.469
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.23333333333333334,0.551
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.25,0.551
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.26666666666666666,0.712
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.2833333333333333,0.714
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.3,0.797
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.31666666666666665,0.797
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.3333333333333333,0.797
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.35,0.797
r600w4p2_f1_d10_20b200l1td40_100ts10_4tl100_tb300_worker8_report,0.36666666666666664,0.797
