run,t_hours,speed_mbps
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.0,4.419422
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.016666666666666666,6.91983
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.03333333333333333,10.006639999999999
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.05,11.134269999999999
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.06666666666666667,12.07436
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.08333333333333333,12.175970000000001
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.1,9.555299999999999
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.11666666666666667,8.99314
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.13333333333333333,7.39139
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.15,6.122800000000001
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.16666666666666666,3.3888800000000003
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.18333333333333332,3.9299999999999997
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.2,7.147380000000001
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.21666666666666667,10.378478
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.23333333333333334,6.86049
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.25,3.4790000000000005
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.26666666666666666,0.4047
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.2833333333333333,0.52411
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.3,0.45839
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.31666666666666665,0.60707
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.3333333333333333,2.3855
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.35,5.55321
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.36666666666666664,7.78997
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.38333333333333336,6.53038
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4,3.7499899999999995
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4166666666666667,1.48361
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.43333333333333335,1.01446
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.45,2.66018
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4666666666666667,3.41072
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.48333333333333334,3.3248200000000003
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.5,0.8966599999999998
