run,t_hours,in_mb,out_mb,sum_mb
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.0,0.0,0.0,0.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.016666666666666666,45.8,45.900000000000006,92.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.03333333333333333,93.8,91.9,186.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.05,136.8,134.9,273.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.06666666666666667,184.8,182.9,368.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.08333333333333333,233.8,230.9,465.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.1,279.8,275.9,556.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.11666666666666667,328.8,323.9,653.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.13333333333333333,328.8,323.9,653.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.15,369.8,360.9,730.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.16666666666666666,419.8,409.9,830.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.18333333333333332,419.8,409.9,830.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.2,419.8,409.9,830.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.21666666666666667,419.8,409.9,830.0
r600w4p2_f1_d40_100b200l1td40_100ts10_4tl200_tb200_worker1_report,0.23333333333333334,419.8,409.9,830.0
