run,t_hours,in_mb,out_mb,sum_mb
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.0,0.0,0.0,0.0
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.016666666666666666,32.0,30.6,62.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.03333333333333333,60.5,58.4,119.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.05,105.5,102.6,208.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.06666666666666667,151.5,146.6,298.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.08333333333333333,197.5,193.6,390.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.1,250.5,245.6,496.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.11666666666666667,257.5,253.6,511.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.13333333333333333,257.5,253.6,511.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.15,290.5,286.6,577.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.16666666666666666,290.5,286.6,577.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.18333333333333332,293.5,287.6,581.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.2,296.5,287.6,583.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.21666666666666667,339.5,328.6,666.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.23333333333333334,376.5,364.6,740.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.25,376.5,364.6,740.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.26666666666666666,376.5,364.6,740.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.2833333333333333,376.5,364.6,740.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.3,380.9,366.1,746.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.31666666666666665,380.9,366.1,746.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.3333333333333333,384.0,367.1,750.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.35,412.4,387.40000000000003,798.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.36666666666666664,451.4,423.80000000000007,874.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.38333333333333336,477.4,449.80000000000007,925.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4,477.4,449.80000000000007,925.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4166666666666667,485.4,458.80000000000007,942.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.43333333333333335,485.4,458.80000000000007,942.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.45,487.4,460.80000000000007,947.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.4666666666666667,517.4,486.20000000000005,1002.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.48333333333333334,526.4,495.20000000000005,1021.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.5,527.4,496.20000000000005,1022.2
r600w4p2_f1_d40_100b200l1td80_200ts10_4tl300_tb200_worker4_worker8_worker7_worker9_report,0.5166666666666667,527.4,496.20000000000005,1022.2
