"Time","debug","error","info","warn"
2026-01-07 17:09:00,13.1 K,,1.87 K,
2026-01-07 17:09:30,14.8 K,7,2.10 K,4
2026-01-07 17:10:00,15.7 K,,1.53 K,
2026-01-07 17:10:30,12.9 K,,1.77 K,1
2026-01-07 17:11:00,13.8 K,8,1.35 K,4
2026-01-07 17:11:30,10.4 K,9,1.20 K,6
2026-01-07 17:12:00,11.9 K,207,620,105
2026-01-07 17:12:30,4.81 K,,150,
2026-01-07 17:13:00,5.90 K,35,121,19
2026-01-07 17:13:30,9.70 K,11,479,4
2026-01-07 17:14:00,13.9 K,,1.42 K,
2026-01-07 17:14:30,12.0 K,,1.17 K,
2026-01-07 17:15:00,8.37 K,127,487,66
2026-01-07 17:15:30,10.0 K,276,187,139
2026-01-07 17:16:00,13.6 K,2,918,1
2026-01-07 17:16:30,12.2 K,,1.68 K,1
2026-01-07 17:17:00,12.2 K,10,1.21 K,5
2026-01-07 17:17:30,10.8 K,30,908,16
2026-01-07 17:18:00,6.28 K,,167,
2026-01-07 17:18:30,4.70 K,,156,3
2026-01-07 17:19:00,11.0 K,8,1.10 K,4
2026-01-07 17:19:30,5.35 K,,210,
2026-01-07 17:20:00,9.88 K,6,692,5
2026-01-07 17:20:30,10.9 K,,1.14 K,6
2026-01-07 17:21:00,15.6 K,,1.11 K,4
2026-01-07 17:21:30,14.8 K,,2.02 K,3
2026-01-07 17:22:00,15.9 K,,2.36 K,
2026-01-07 17:22:30,16.7 K,,2.34 K,
2026-01-07 17:23:00,11.2 K,4,1.62 K,4
2026-01-07 17:23:30,6.70 K,7,162,5
2026-01-07 17:24:00,8.83 K,221,206,112
2026-01-07 17:24:30,15.1 K,1,1.61 K,2
2026-01-07 17:25:00,11.4 K,6,1.26 K,7
2026-01-07 17:25:30,11.2 K,36,248,34
2026-01-07 17:26:00,9.26 K,2,288,9
2026-01-07 17:26:30,6.09 K,,257,1
2026-01-07 17:27:00,8.17 K,6,333,3
2026-01-07 17:27:30,17.6 K,,2.62 K,4
2026-01-07 17:28:00,15.9 K,1,2.38 K,2
2026-01-07 17:28:30,8.13 K,2,346,5
2026-01-07 17:29:00,6.23 K,,286,1
2026-01-07 17:29:30,12.6 K,5,1.04 K,10
2026-01-07 17:30:00,13.5 K,,1.37 K,4
2026-01-07 17:30:30,10.3 K,,971,6
2026-01-07 17:31:00,11.7 K,,839,5
2026-01-07 17:31:30,7.23 K,,243,
2026-01-07 17:32:00,6.71 K,,240,
2026-01-07 17:32:30,7.43 K,1,462,
2026-01-07 17:33:00,13.1 K,5,1.70 K,5
2026-01-07 17:33:30,11.3 K,,1.18 K,4
2026-01-07 17:34:00,11.7 K,1,1.31 K,7
2026-01-07 17:34:30,12.3 K,18,1.07 K,10
2026-01-07 17:35:00,7.91 K,7,251,6
2026-01-07 17:35:30,5.77 K,,209,
2026-01-07 17:36:00,13.4 K,1,1.08 K,4
2026-01-07 17:36:30,10.7 K,,1.05 K,5
2026-01-07 17:37:00,13.9 K,,1.26 K,
2026-01-07 17:37:30,10.9 K,,1.09 K,
2026-01-07 17:38:00,11.4 K,2,1.30 K,3
2026-01-07 17:38:30,13.3 K,,1.77 K,
2026-01-07 17:39:00,12.0 K,8,1.38 K,4
2026-01-07 17:39:30,12.7 K,,1.64 K,1
2026-01-07 17:40:00,14.2 K,,1.76 K,
2026-01-07 17:40:30,12.6 K,,1.75 K,
2026-01-07 17:41:00,14.9 K,7,1.38 K,4
2026-01-07 17:41:30,5.22 K,2,179,
2026-01-07 17:42:00,16.4 K,32,1.43 K,17
2026-01-07 17:42:30,13.6 K,,1.70 K,
2026-01-07 17:43:00,9.61 K,,1.33 K,
2026-01-07 17:43:30,12.5 K,20,1.85 K,10
2026-01-07 17:58:30,1.15 K,16,24,9
2026-01-07 17:59:00,3.70 K,10,51,6
2026-01-07 17:59:30,1.16 K,,12,
2026-01-07 18:00:00,3.43 K,10,102,5
2026-01-07 18:00:30,3.23 K,,68,
2026-01-07 18:15:30,1.34 K,23,34,13
2026-01-07 18:16:00,3.64 K,5,108,8
2026-01-07 18:16:30,3.36 K,1,45,2
2026-01-07 18:17:00,8.51 K,,67,
2026-01-07 18:17:30,7.42 K,5,158,4
2026-01-07 18:18:00,5.98 K,1,199,3
2026-01-07 18:18:30,6.52 K,,156,1
2026-01-07 18:19:00,6.00 K,,150,
2026-01-07 18:19:30,6.06 K,1,131,3
2026-01-07 18:20:00,7.36 K,22,167,13
2026-01-07 18:20:30,7.05 K,,127,
2026-01-07 18:21:00,5.14 K,,120,
2026-01-07 18:21:30,5.14 K,,120,
2026-01-07 18:22:00,8.76 K,4,166,4
2026-01-07 18:22:30,6.67 K,,114,1
2026-01-07 18:23:00,6.90 K,,97,
2026-01-07 18:23:30,5.67 K,7,124,5
2026-01-07 18:24:00,8.74 K,7,146,5
2026-01-07 18:24:30,6.08 K,,99,
2026-01-07 18:25:00,6.31 K,,98,
2026-01-07 18:25:30,5.10 K,7,132,5
2026-01-07 18:26:00,6.65 K,315,106,159
2026-01-07 18:26:30,8.65 K,296,138,152
2026-01-07 18:27:00,6.04 K,,120,
2026-01-07 18:27:30,4.81 K,,120,
2026-01-07 18:28:00,5.86 K,390,120,195
2026-01-07 18:28:30,6.40 K,210,140,107
2026-01-07 18:29:00,6.54 K,,149,
2026-01-07 18:29:30,6.49 K,,150,
2026-01-07 18:30:00,7.35 K,,159,
2026-01-07 18:30:30,6.54 K,7,159,4
2026-01-07 18:31:00,8.41 K,,156,
2026-01-07 18:31:30,6.95 K,,150,
2026-01-07 18:32:00,8.18 K,,181,
2026-01-07 18:32:30,5.68 K,,137,2
2026-01-07 18:33:00,8.10 K,,135,1
2026-01-07 18:33:30,5.31 K,,120,
2026-01-07 18:34:00,5.32 K,1,152,2
2026-01-07 18:34:30,4.76 K,,155,
2026-01-07 18:35:00,7.00 K,,151,1
2026-01-07 18:35:30,8.18 K,,116,1
2026-01-07 18:36:00,10.0 K,396,94,198
2026-01-07 18:36:30,7.87 K,528,112,266
2026-01-07 18:37:00,9.54 K,423,90,215
2026-01-07 18:37:30,7.47 K,526,78,264
2026-01-07 18:38:00,5.08 K,74,78,39
2026-01-07 18:38:30,5.14 K,,71,1
2026-01-07 18:39:00,5.50 K,,54,1
2026-01-07 18:39:30,6.63 K,,114,
2026-01-07 18:40:00,7.19 K,1,117,2
2026-01-07 18:40:30,6.63 K,,85,1
2026-01-07 18:41:00,7.09 K,,78,
2026-01-07 18:41:30,5.16 K,,78,
2026-01-07 18:42:00,8.40 K,488,63,245
2026-01-07 18:42:30,8.82 K,112,113,59
2026-01-07 18:43:00,6.55 K,1,117,1
2026-01-07 18:43:30,6.49 K,,152,1
2026-01-07 18:44:00,5.75 K,,139,
2026-01-07 18:44:30,4.71 K,,113,
2026-01-07 18:49:30,1.17 K,10,45,9
2026-01-07 18:50:00,5.70 K,13,54,9
2026-01-07 18:50:30,4.99 K,7,121,4
2026-01-07 18:51:00,5.55 K,4,111,4
2026-01-07 18:51:30,7.99 K,13,114,10
2026-01-07 18:52:00,7.73 K,,114,
2026-01-07 18:52:30,6.11 K,,91,1
2026-01-07 18:53:00,7.28 K,,116,1
2026-01-07 18:53:30,6.87 K,103,83,51
2026-01-07 18:54:00,6.67 K,496,78,249
2026-01-07 18:54:30,5.13 K,,78,1
2026-01-07 18:55:00,8.16 K,296,57,149
2026-01-07 18:55:30,6.50 K,304,96,153
2026-01-07 18:56:00,4.63 K,1,80,2
2026-01-07 18:56:30,9.37 K,,130,6
2026-01-07 18:57:00,7.54 K,,115,
2026-01-07 18:57:30,6.88 K,,121,
2026-01-07 18:58:00,5.77 K,7,102,5
