"Time","debug","error","info","warn"
2026-01-07 16:21:00,20.0 K,12,162,10
2026-01-07 16:21:30,14.3 K,,1.52 K,
2026-01-07 16:22:00,14.0 K,1,1.46 K,1
2026-01-07 16:22:30,13.1 K,,1.76 K,
2026-01-07 16:23:00,11.2 K,7,1.22 K,4
2026-01-07 16:23:30,5.09 K,,202,
2026-01-07 16:24:00,11.4 K,,1.02 K,
2026-01-07 16:24:30,6.33 K,,205,2
2026-01-07 16:25:00,9.05 K,12,367,7
2026-01-07 16:25:30,9.78 K,,1.02 K,
2026-01-07 16:26:00,9.41 K,,584,1
2026-01-07 16:26:30,6.44 K,,137,1
2026-01-07 16:27:00,8.97 K,13,209,9
2026-01-07 16:27:30,5.29 K,,202,
2026-01-07 16:28:00,4.91 K,,135,3
2026-01-07 16:28:30,13.2 K,1,1.60 K,
2026-01-07 16:29:00,13.3 K,25,1.27 K,13
2026-01-07 16:29:30,6.76 K,,188,
2026-01-07 16:30:00,7.26 K,1,392,2
2026-01-07 16:30:30,9.00 K,,877,
2026-01-07 16:31:00,12.9 K,,1.28 K,
2026-01-07 16:31:30,14.0 K,,1.34 K,
2026-01-07 16:32:00,12.7 K,,1.70 K,1
2026-01-07 16:32:30,15.1 K,,1.77 K,1
2026-01-07 16:33:00,11.4 K,8,1.26 K,4
2026-01-07 16:33:30,8.97 K,,941,2
2026-01-07 16:34:00,6.74 K,,339,1
2026-01-07 16:34:30,12.0 K,1,1.56 K,
2026-01-07 16:35:00,12.8 K,14,1.28 K,8
2026-01-07 16:35:30,10.9 K,,1.34 K,
2026-01-07 16:36:00,16.4 K,,1.76 K,
2026-01-07 16:36:30,14.3 K,,2.07 K,
2026-01-07 16:37:00,6.67 K,,575,
2026-01-07 16:37:30,10.2 K,45,653,25
2026-01-07 16:38:00,12.4 K,,651,1
2026-01-07 16:38:30,12.2 K,1,1.68 K,
2026-01-07 16:39:00,11.7 K,8,1.38 K,4
2026-01-07 16:39:30,14.2 K,,1.54 K,
2026-01-07 16:40:00,15.9 K,,1.42 K,1
2026-01-07 16:40:30,14.2 K,,1.74 K,1
2026-01-07 16:41:00,14.7 K,7,1.32 K,3
2026-01-07 16:41:30,10.5 K,,1.21 K,
2026-01-07 16:42:00,12.0 K,1,1.47 K,1
2026-01-07 16:42:30,13.4 K,,1.76 K,
2026-01-07 16:43:00,12.6 K,8,1.36 K,4
2026-01-07 16:43:30,10.9 K,,1.31 K,
2026-01-07 16:44:00,12.0 K,,1.19 K,
2026-01-07 16:44:30,7.35 K,,589,1
2026-01-07 16:45:00,7.60 K,10,254,6
2026-01-07 16:45:30,6.26 K,,125,
2026-01-07 16:46:00,6.83 K,,131,2
2026-01-07 16:46:30,5.15 K,,184,
2026-01-07 16:47:00,4.70 K,1,193,
2026-01-07 16:47:30,12.2 K,176,719,88
2026-01-07 16:48:00,5.69 K,,177,
2026-01-07 16:48:30,6.11 K,,362,2
2026-01-07 16:49:00,13.9 K,,1.75 K,
2026-01-07 16:49:30,10.9 K,,1.47 K,1
2026-01-07 16:50:00,15.1 K,,1.77 K,
2026-01-07 16:50:30,8.77 K,,1.09 K,2
2026-01-07 16:51:00,8.60 K,17,455,8
2026-01-07 16:51:30,9.76 K,41,192,20
2026-01-07 16:52:00,4.90 K,,120,
2026-01-07 16:52:30,5.34 K,4,163,4
2026-01-07 16:53:00,8.23 K,,135,
2026-01-07 16:53:30,6.51 K,,415,4
2026-01-07 16:54:00,14.6 K,,1.56 K,
2026-01-07 16:54:30,13.4 K,1,1.48 K,1
2026-01-07 16:55:00,13.2 K,8,1.33 K,4
2026-01-07 16:55:30,13.0 K,1,1.62 K,1
2026-01-07 16:56:00,14.0 K,,1.76 K,
2026-01-07 16:56:30,16.3 K,,1.77 K,
2026-01-07 16:57:00,12.6 K,,1.76 K,
2026-01-07 16:57:30,9.42 K,16,910,9
2026-01-07 16:58:00,6.31 K,,180,
2026-01-07 16:58:30,8.28 K,,651,2
2026-01-07 16:59:00,14.0 K,1,1.49 K,1
2026-01-07 16:59:30,14.1 K,,1.76 K,
2026-01-07 17:00:00,12.2 K,,1.76 K,
2026-01-07 17:00:30,11.6 K,,1.76 K,
2026-01-07 17:01:00,12.9 K,14,1.20 K,9
2026-01-07 17:01:30,8.20 K,7,148,4
2026-01-07 17:02:00,6.78 K,,128,
2026-01-07 17:02:30,4.85 K,,128,1
2026-01-07 17:03:00,7.33 K,7,147,4
2026-01-07 17:03:30,6.72 K,11,192,7
2026-01-07 17:04:00,7.26 K,,127,
2026-01-07 17:04:30,6.02 K,2,205,3
2026-01-07 17:05:00,6.43 K,1,291,2
2026-01-07 17:05:30,10.9 K,,1.23 K,
2026-01-07 17:06:00,20.1 K,,2.34 K,
2026-01-07 17:06:30,13.3 K,,1.83 K,
2026-01-07 17:07:00,13.7 K,,1.74 K,
2026-01-07 17:07:30,10.9 K,,1.26 K,
2026-01-07 17:08:00,16.4 K,,2.34 K,
2026-01-07 17:08:30,10.6 K,,1.43 K,
