"Time","job_id","Value #Round","job_id","Value #Max Duration","job_id","Value #Min Duration","job_id","Value #Avg. Duration","job_id","Value #Steps"
1767808872022,2ec43f5a-d4c2-4bb4-9818-caa3151fa2fc,550,2ec43f5a-d4c2-4bb4-9818-caa3151fa2fc,7.217045307159424,2ec43f5a-d4c2-4bb4-9818-caa3151fa2fc,1.6911205053329468,2ec43f5a-d4c2-4bb4-9818-caa3151fa2fc,3.0477001905441283,f10de89b-7c5d-4b12-b4ba-4f664c943e34,1.0541788190603256
