"Time","Weighted Average","Average"
2026-01-07 17:44:00,0.243,0.857
2026-01-07 17:45:00,0.243,0.857
2026-01-07 17:46:00,0.243,0.857
2026-01-07 17:47:00,0.243,0.857
2026-01-07 17:59:00,0.243,0.857
2026-01-07 18:00:00,0.243,0.857
2026-01-07 18:01:00,0.243,0.857
2026-01-07 18:02:00,0.243,0.857
2026-01-07 18:03:00,0.243,0.857
2026-01-07 18:04:00,0.243,0.857
2026-01-07 18:05:00,0.243,0.857
2026-01-07 18:17:00,0.243,0.857
2026-01-07 18:18:00,0.243,0.857
2026-01-07 18:19:00,0.243,0.857
2026-01-07 18:20:00,0.243,0.857
2026-01-07 18:21:00,0.243,0.857
2026-01-07 18:22:00,0.243,0.857
2026-01-07 18:23:00,0.243,0.857
2026-01-07 18:24:00,0.243,0.857
2026-01-07 18:25:00,0.243,0.857
2026-01-07 18:26:00,0.243,0.857
2026-01-07 18:27:00,0.243,0.857
2026-01-07 18:28:00,0.243,0.857
2026-01-07 18:29:00,0.243,0.857
2026-01-07 18:30:00,0.243,0.857
2026-01-07 18:31:00,0.243,0.857
2026-01-07 18:32:00,0.243,0.857
2026-01-07 18:33:00,0.243,0.857
2026-01-07 18:34:00,0.243,0.857
2026-01-07 18:35:00,0.243,0.857
2026-01-07 18:36:00,0.243,0.857
2026-01-07 18:37:00,0.243,0.857
2026-01-07 18:38:00,0.243,0.857
2026-01-07 18:39:00,0.243,0.857
2026-01-07 18:40:00,0.243,0.857
2026-01-07 18:41:00,0.243,0.857
2026-01-07 18:42:00,0.243,0.857
2026-01-07 18:43:00,0.243,0.857
2026-01-07 18:44:00,0.243,0.857
2026-01-07 18:45:00,0.243,0.857
2026-01-07 18:46:00,0.243,0.857
2026-01-07 18:47:00,0.243,0.857
2026-01-07 18:48:00,0.243,0.857
2026-01-07 18:50:00,0.243,0.857
2026-01-07 18:51:00,0.243,0.857
2026-01-07 18:52:00,0.243,0.857
2026-01-07 18:53:00,0.243,0.857
2026-01-07 18:54:00,0.243,0.857
2026-01-07 18:55:00,0.243,0.857
2026-01-07 18:56:00,0.243,0.857
2026-01-07 18:57:00,0.243,0.857
2026-01-07 18:58:00,0.243,0.857
2026-01-07 18:59:00,0.243,0.857
2026-01-07 19:00:00,0.243,0.857
2026-01-07 19:01:00,0.243,0.857
