"Time","data_points"
2026-01-06 23:55:00,1951
2026-01-06 23:56:00,1951
2026-01-06 23:57:00,1997
2026-01-06 23:58:00,2224
2026-01-06 23:59:00,1951
2026-01-07 00:00:00,1952
2026-01-07 00:01:00,1951
2026-01-07 00:02:00,2087
2026-01-07 00:03:00,1951
2026-01-07 00:04:00,2087
2026-01-07 00:05:00,1952
2026-01-07 00:06:00,1951
2026-01-07 00:07:00,1588
2026-01-07 00:08:00,2087
2026-01-07 00:09:00,1996
2026-01-07 00:10:00,1860
2026-01-07 00:11:00,1860
2026-01-07 00:12:00,1860
2026-01-07 00:13:00,1860
2026-01-07 00:14:00,1860
2026-01-07 00:15:00,1860
