"Time","avg"
2026-01-06 23:54:00,22.5 ms
2026-01-06 23:55:00,57.2 ms
2026-01-06 23:56:00,66.1 ms
2026-01-06 23:57:00,47.6 ms
2026-01-06 23:58:00,40.9 ms
2026-01-06 23:59:00,41.7 ms
2026-01-07 00:00:00,46.9 ms
2026-01-07 00:01:00,50.6 ms
2026-01-07 00:02:00,62.2 ms
2026-01-07 00:03:00,43.5 ms
2026-01-07 00:04:00,53.5 ms
2026-01-07 00:05:00,55.3 ms
2026-01-07 00:06:00,56.0 ms
2026-01-07 00:07:00,45.1 ms
2026-01-07 00:08:00,48.3 ms
2026-01-07 00:09:00,56.3 ms
2026-01-07 00:10:00,46.0 ms
2026-01-07 00:11:00,41.3 ms
2026-01-07 00:12:00,37.5 ms
2026-01-07 00:13:00,38.8 ms
2026-01-07 00:14:00,45.6 ms
2026-01-07 00:15:00,49.5 ms
