"Time","avg"
2026-01-06 17:15:00,61.7 ms
2026-01-06 17:16:00,45.6 ms
2026-01-06 17:17:00,32.6 ms
2026-01-06 17:18:00,52.5 ms
2026-01-06 17:19:00,79.0 ms
2026-01-06 17:20:00,39.9 ms
2026-01-06 17:21:00,30.3 ms
2026-01-06 17:22:00,43.3 ms
2026-01-06 17:23:00,44.3 ms
2026-01-06 17:24:00,44.3 ms
2026-01-06 17:25:00,44.3 ms
2026-01-06 17:26:00,44.3 ms
