"Time","avg"
2026-01-08 15:31:00,8.38 ms
2026-01-08 15:32:00,8.43 ms
2026-01-08 15:33:00,8.40 ms
2026-01-08 15:34:00,8.48 ms
2026-01-08 15:35:00,8.46 ms
2026-01-08 15:36:00,8.47 ms
2026-01-08 15:37:00,8.45 ms
2026-01-08 15:38:00,8.44 ms
2026-01-08 15:39:00,8.43 ms
2026-01-08 15:40:00,8.46 ms
2026-01-08 15:41:00,8.45 ms
2026-01-08 15:42:00,8.38 ms
2026-01-08 15:43:00,8.45 ms
2026-01-08 15:44:00,8.51 ms
2026-01-08 15:45:00,8.46 ms
2026-01-08 15:46:00,8.50 ms
2026-01-08 15:47:00,8.41 ms
2026-01-08 15:48:00,8.42 ms
2026-01-08 15:49:00,8.43 ms
2026-01-08 15:50:00,8.43 ms
2026-01-08 15:51:00,8.45 ms
2026-01-08 15:52:00,8.41 ms
2026-01-08 15:53:00,8.48 ms
2026-01-08 15:54:00,8.68 ms
2026-01-08 15:55:00,8.46 ms
2026-01-08 15:56:00,8.51 ms
2026-01-08 15:57:00,8.44 ms
2026-01-08 15:58:00,8.42 ms
2026-01-08 15:59:00,8.73 ms
2026-01-08 16:00:00,8.54 ms
2026-01-08 16:01:00,8.49 ms
2026-01-08 16:02:00,8.48 ms
2026-01-08 16:03:00,8.48 ms
2026-01-08 16:04:00,8.32 ms
2026-01-08 16:05:00,8.41 ms
2026-01-08 16:06:00,8.41 ms
2026-01-08 16:07:00,8.44 ms
2026-01-08 16:08:00,8.50 ms
2026-01-08 16:09:00,8.44 ms
2026-01-08 16:10:00,8.45 ms
2026-01-08 16:11:00,8.44 ms
2026-01-08 16:12:00,8.51 ms
2026-01-08 16:13:00,8.38 ms
2026-01-08 16:14:00,8.42 ms
2026-01-08 16:15:00,8.42 ms
2026-01-08 16:16:00,8.50 ms
2026-01-08 16:17:00,8.50 ms
2026-01-08 16:18:00,8.55 ms
2026-01-08 16:19:00,8.55 ms
