"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-08 16:19:00,65d436c3-5efb-4dc0-8702-d472665548c5,494,65d436c3-5efb-4dc0-8702-d472665548c5,5.20,65d436c3-5efb-4dc0-8702-d472665548c5,4.52,65d436c3-5efb-4dc0-8702-d472665548c5,4.75,65d436c3-5efb-4dc0-8702-d472665548c5,1.24
