run,t_hours,rtt_ms
ppo_d964df25_mac_result2_report,0.0,29.7
ppo_d964df25_mac_result2_report,0.016666666666666666,29.4
ppo_d964df25_mac_result2_report,0.03333333333333333,30.0
ppo_d964df25_mac_result2_report,0.05,30.9
ppo_d964df25_mac_result2_report,0.06666666666666667,30.9
ppo_d964df25_mac_result2_report,0.08333333333333333,30.6
ppo_d964df25_mac_result2_report,0.1,30.8
ppo_d964df25_mac_result2_report,0.11666666666666667,30.9
ppo_d964df25_mac_result2_report,0.13333333333333333,29.6
ppo_d964df25_mac_result2_report,0.15,30.6
ppo_d964df25_mac_result2_report,0.16666666666666666,29.5
ppo_d964df25_mac_result2_report,0.18333333333333332,30.8
ppo_d964df25_mac_result2_report,0.2,31.7
ppo_d964df25_mac_result2_report,0.21666666666666667,31.6
ppo_d964df25_mac_result2_report,0.23333333333333334,30.8
ppo_d964df25_mac_result2_report,0.25,28.6
