run,t_hours,speed_mbps
ppo_d964df25_mac_result2_report,0.0,0.0764
ppo_d964df25_mac_result2_report,0.016666666666666666,0.3076
ppo_d964df25_mac_result2_report,0.03333333333333333,0.5326
ppo_d964df25_mac_result2_report,0.05,0.702
ppo_d964df25_mac_result2_report,0.06666666666666667,0.6960000000000001
ppo_d964df25_mac_result2_report,0.08333333333333333,0.699
ppo_d964df25_mac_result2_report,0.1,0.7
ppo_d964df25_mac_result2_report,0.11666666666666667,0.7
ppo_d964df25_mac_result2_report,0.13333333333333333,0.6970000000000001
ppo_d964df25_mac_result2_report,0.15,0.6950000000000001
ppo_d964df25_mac_result2_report,0.16666666666666666,0.696
ppo_d964df25_mac_result2_report,0.18333333333333332,0.695
ppo_d964df25_mac_result2_report,0.2,0.5124
ppo_d964df25_mac_result2_report,0.21666666666666667,0.2816
ppo_d964df25_mac_result2_report,0.23333333333333334,0.06910000000000001
ppo_d964df25_mac_result2_report,0.25,0.2676
