run,t_hours,in_mb,out_mb,sum_mb
ppo_d964df25_mac_result2_report,0.0,0.0,0.0,0.0
ppo_d964df25_mac_result2_report,0.016666666666666666,2.0,1.7000000000000028,3.6000000000000014
ppo_d964df25_mac_result2_report,0.03333333333333333,4.699999999999999,4.5,9.100000000000001
ppo_d964df25_mac_result2_report,0.05,7.399999999999999,7.100000000000001,14.5
ppo_d964df25_mac_result2_report,0.06666666666666667,10.0,9.800000000000004,19.799999999999997
ppo_d964df25_mac_result2_report,0.08333333333333333,12.799999999999997,12.5,25.200000000000003
ppo_d964df25_mac_result2_report,0.1,15.399999999999999,15.200000000000003,30.700000000000003
ppo_d964df25_mac_result2_report,0.11666666666666667,18.199999999999996,17.9,36.0
ppo_d964df25_mac_result2_report,0.13333333333333333,20.799999999999997,20.6,41.400000000000006
ppo_d964df25_mac_result2_report,0.15,23.5,23.300000000000004,47.0
ppo_d964df25_mac_result2_report,0.16666666666666666,26.199999999999996,26.0,52.0
ppo_d964df25_mac_result2_report,0.18333333333333332,28.9,28.6,58.0
ppo_d964df25_mac_result2_report,0.2,29.5,29.200000000000003,59.0
ppo_d964df25_mac_result2_report,0.21666666666666667,29.5,29.200000000000003,59.0
ppo_d964df25_mac_result2_report,0.23333333333333334,29.699999999999996,29.4,59.0
ppo_d964df25_mac_result2_report,0.25,31.799999999999997,31.200000000000003,63.0
