run,t_hours,round_s
ppo_d964df25_mac_result2_report,0.0,2.49
ppo_d964df25_mac_result2_report,0.016666666666666666,2.4800000000000004
ppo_d964df25_mac_result2_report,0.03333333333333333,2.54
ppo_d964df25_mac_result2_report,0.05,2.62
ppo_d964df25_mac_result2_report,0.06666666666666667,2.2
ppo_d964df25_mac_result2_report,0.08333333333333333,2.63
ppo_d964df25_mac_result2_report,0.1,2.51
ppo_d964df25_mac_result2_report,0.11666666666666667,2.48
ppo_d964df25_mac_result2_report,0.13333333333333333,2.36
ppo_d964df25_mac_result2_report,0.15,2.47
ppo_d964df25_mac_result2_report,0.16666666666666666,2.53
ppo_d964df25_mac_result2_report,0.18333333333333332,2.54
ppo_d964df25_mac_result2_report,0.2,2.54
ppo_d964df25_mac_result2_report,0.21666666666666667,2.54
ppo_d964df25_mac_result2_report,0.23333333333333334,2.54
ppo_d964df25_mac_result2_report,0.25,2.215
