run,t_hours,speed_mbps
ppo_d964df25_result2_report,0.0,0.0744
ppo_d964df25_result2_report,0.016666666666666666,0.1612
ppo_d964df25_result2_report,0.03333333333333333,0.24810000000000001
ppo_d964df25_result2_report,0.05,0.2919
ppo_d964df25_result2_report,0.06666666666666667,0.2941
ppo_d964df25_result2_report,0.08333333333333333,0.29679999999999995
ppo_d964df25_result2_report,0.1,0.2962
ppo_d964df25_result2_report,0.11666666666666667,0.2976
ppo_d964df25_result2_report,0.13333333333333333,0.29860000000000003
ppo_d964df25_result2_report,0.15,0.29719999999999996
ppo_d964df25_result2_report,0.16666666666666666,0.29569999999999996
ppo_d964df25_result2_report,0.18333333333333332,0.2939
ppo_d964df25_result2_report,0.2,0.2963
ppo_d964df25_result2_report,0.21666666666666667,0.2953
ppo_d964df25_result2_report,0.23333333333333334,0.2954
ppo_d964df25_result2_report,0.25,0.295
ppo_d964df25_result2_report,0.26666666666666666,0.2944
ppo_d964df25_result2_report,0.2833333333333333,0.2935
ppo_d964df25_result2_report,0.3,0.29319999999999996
ppo_d964df25_result2_report,0.31666666666666665,0.2939
ppo_d964df25_result2_report,0.3333333333333333,0.2945
ppo_d964df25_result2_report,0.35,0.2943
ppo_d964df25_result2_report,0.36666666666666664,0.29359999999999997
ppo_d964df25_result2_report,0.38333333333333336,0.2923
ppo_d964df25_result2_report,0.4,0.2928
ppo_d964df25_result2_report,0.4166666666666667,0.2946
ppo_d964df25_result2_report,0.43333333333333335,0.2952
ppo_d964df25_result2_report,0.45,0.29669999999999996
ppo_d964df25_result2_report,0.4666666666666667,0.29960000000000003
ppo_d964df25_result2_report,0.48333333333333334,0.3001
ppo_d964df25_result2_report,0.5,0.29979999999999996
ppo_d964df25_result2_report,0.5166666666666667,0.295
ppo_d964df25_result2_report,0.5333333333333333,0.2945
ppo_d964df25_result2_report,0.55,0.28819999999999996
ppo_d964df25_result2_report,0.5666666666666667,0.2908
ppo_d964df25_result2_report,0.5833333333333334,0.2934
ppo_d964df25_result2_report,0.6,0.2983
ppo_d964df25_result2_report,0.6166666666666667,0.2968
ppo_d964df25_result2_report,0.6333333333333333,0.2937
ppo_d964df25_result2_report,0.65,0.2944
ppo_d964df25_result2_report,0.6666666666666666,0.2935
ppo_d964df25_result2_report,0.6833333333333333,0.2943
ppo_d964df25_result2_report,0.7,0.2934
ppo_d964df25_result2_report,0.7166666666666667,0.2933
ppo_d964df25_result2_report,0.7333333333333333,0.2939
ppo_d964df25_result2_report,0.75,0.24910000000000002
ppo_d964df25_result2_report,0.7666666666666667,0.15130000000000002
ppo_d964df25_result2_report,0.7833333333333333,0.0565
ppo_d964df25_result2_report,0.8,0.0008539999999999999
