run,t_hours,in_mb,out_mb,sum_mb
ppo_d964df25_result1_report,0.0,,,0.0
ppo_d964df25_result1_report,0.016666666666666666,0.0,0.0,2.2899999999999996
ppo_d964df25_result1_report,0.03333333333333333,1.12,1.1100000000000003,4.529999999999999
ppo_d964df25_result1_report,0.05,2.21,2.2500000000000004,6.759999999999999
ppo_d964df25_result1_report,0.06666666666666667,3.4000000000000004,3.3800000000000003,9.05
ppo_d964df25_result1_report,0.08333333333333333,4.58,4.5600000000000005,11.450000000000001
ppo_d964df25_result1_report,0.1,5.72,5.720000000000001,13.75
ppo_d964df25_result1_report,0.11666666666666667,6.84,6.840000000000001,15.950000000000001
ppo_d964df25_result1_report,0.13333333333333333,7.92,7.930000000000001,18.25
ppo_d964df25_result1_report,0.15,9.12,9.129999999999999,20.549999999999997
ppo_d964df25_result1_report,0.16666666666666666,10.32,10.33,22.849999999999998
ppo_d964df25_result1_report,0.18333333333333332,11.42,11.43,25.15
ppo_d964df25_result1_report,0.2,12.52,12.53,27.349999999999998
ppo_d964df25_result1_report,0.21666666666666667,13.62,13.73,29.65
ppo_d964df25_result1_report,0.23333333333333334,14.819999999999999,14.829999999999998,31.949999999999996
ppo_d964df25_result1_report,0.25,15.92,16.03,34.25
ppo_d964df25_result1_report,0.26666666666666666,17.119999999999997,17.13,36.55
ppo_d964df25_result1_report,0.2833333333333333,18.22,18.33,38.85
ppo_d964df25_result1_report,0.3,19.319999999999997,19.43,41.05
ppo_d964df25_result1_report,0.31666666666666665,20.52,20.53,43.35
ppo_d964df25_result1_report,0.3333333333333333,21.72,21.73,45.75
ppo_d964df25_result1_report,0.35,22.819999999999997,22.83,47.949999999999996
ppo_d964df25_result1_report,0.36666666666666664,24.02,24.03,50.35
ppo_d964df25_result1_report,0.38333333333333336,25.22,25.23,52.75
ppo_d964df25_result1_report,0.4,26.319999999999997,26.33,54.949999999999996
ppo_d964df25_result1_report,0.4166666666666667,27.52,27.53,57.35
ppo_d964df25_result1_report,0.43333333333333335,28.619999999999997,28.63,59.65
ppo_d964df25_result1_report,0.45,29.819999999999997,29.83,61.85
ppo_d964df25_result1_report,0.4666666666666667,30.919999999999998,30.93,64.15
ppo_d964df25_result1_report,0.48333333333333334,32.019999999999996,32.13,66.45
ppo_d964df25_result1_report,0.5,33.21999999999999,33.23,68.75
ppo_d964df25_result1_report,0.5166666666666667,34.419999999999995,34.43,71.05000000000001
ppo_d964df25_result1_report,0.5333333333333333,35.519999999999996,35.53,73.35000000000001
ppo_d964df25_result1_report,0.55,36.62,36.73,75.65
ppo_d964df25_result1_report,0.5666666666666667,37.81999999999999,37.83,77.95
ppo_d964df25_result1_report,0.5833333333333334,39.019999999999996,39.03,80.25
ppo_d964df25_result1_report,0.6,40.12,40.13,82.55000000000001
ppo_d964df25_result1_report,0.6166666666666667,41.21999999999999,41.23,84.85000000000001
ppo_d964df25_result1_report,0.6333333333333333,42.419999999999995,42.43,87.05000000000001
ppo_d964df25_result1_report,0.65,43.519999999999996,43.53,89.35000000000001
ppo_d964df25_result1_report,0.6666666666666666,44.71999999999999,44.73,91.65
ppo_d964df25_result1_report,0.6833333333333333,45.81999999999999,45.83,93.95
ppo_d964df25_result1_report,0.7,46.919999999999995,46.93,96.15
ppo_d964df25_result1_report,0.7166666666666667,48.019999999999996,48.03,98.15
ppo_d964df25_result1_report,0.7333333333333333,49.12,49.23,101.15
ppo_d964df25_result1_report,0.75,50.31999999999999,50.33,103.15
ppo_d964df25_result1_report,0.7666666666666667,50.31999999999999,50.33,103.15
ppo_d964df25_result1_report,0.7833333333333333,50.31999999999999,50.33,103.15
ppo_d964df25_result1_report,0.8,50.31999999999999,50.33,103.15
