"Time","data_points"
2026-01-07 11:01:00,1270
2026-01-07 11:02:00,1270
2026-01-07 11:03:00,1270
2026-01-07 11:04:00,1543
2026-01-07 11:05:00,1814
2026-01-07 11:06:00,1814
2026-01-07 11:07:00,2266
2026-01-07 11:08:00,2266
2026-01-07 11:09:00,2129
2026-01-07 11:10:00,1543
2026-01-07 11:11:00,1950
2026-01-07 11:12:00,1950
2026-01-07 11:13:00,1360
2026-01-07 11:14:00,1270
2026-01-07 11:15:00,1950
2026-01-07 11:16:00,1950
2026-01-07 11:17:00,2087
2026-01-07 11:18:00,2313
2026-01-07 11:19:00,1996
2026-01-07 11:20:00,1723
2026-01-07 11:21:00,1451
2026-01-07 11:22:00,1678
2026-01-07 11:23:00,1451
2026-01-07 11:24:00,1451
2026-01-07 11:25:00,2539
2026-01-07 11:26:00,2086
2026-01-07 11:27:00,1633
2026-01-07 11:28:00,2404
2026-01-07 11:29:00,2313
2026-01-07 11:30:00,2313
2026-01-07 11:31:00,2313
2026-01-07 11:32:00,2313
