"Time","debug","error","info","warn"
2026-01-07 11:00:00,12.0 K,,1.31 K,
2026-01-07 11:00:30,13.0 K,,1.32 K,
2026-01-07 11:01:00,10.0 K,,1.12 K,
2026-01-07 11:01:30,13.3 K,,1.39 K,
2026-01-07 11:02:00,12.7 K,,1.69 K,
2026-01-07 11:02:30,12.6 K,,1.36 K,
2026-01-07 11:03:00,10.4 K,,1.16 K,
2026-01-07 11:03:30,12.4 K,,1.33 K,
2026-01-07 11:04:00,12.2 K,,1.58 K,1
2026-01-07 11:04:30,18.2 K,,1.77 K,
2026-01-07 11:05:00,12.0 K,,1.76 K,
2026-01-07 11:05:30,11.0 K,12,936,7
2026-01-07 11:06:00,12.0 K,,1.70 K,1
2026-01-07 11:06:30,13.6 K,,1.76 K,
2026-01-07 11:07:00,12.1 K,,1.75 K,
2026-01-07 11:07:30,6.80 K,9,387,5
2026-01-07 11:08:00,4.89 K,,181,
2026-01-07 11:08:30,8.23 K,,559,2
2026-01-07 11:09:00,10.7 K,,1.32 K,
2026-01-07 11:09:30,17.9 K,7,1.44 K,4
2026-01-07 11:10:00,11.8 K,,1.23 K,
2026-01-07 11:10:30,10.2 K,,1.13 K,
2026-01-07 11:11:00,9.58 K,,1.04 K,
2026-01-07 11:11:30,11.9 K,,1.43 K,
2026-01-07 11:12:00,8.79 K,,833,
2026-01-07 11:12:30,9.07 K,,901,
2026-01-07 11:13:00,11.2 K,,1.40 K,
2026-01-07 11:13:30,10.2 K,,1.14 K,
2026-01-07 11:14:00,9.72 K,,940,
2026-01-07 11:14:30,13.5 K,,1 K,
2026-01-07 11:15:00,13.7 K,,1.76 K,1
2026-01-07 11:15:30,7.15 K,9,355,5
2026-01-07 11:16:00,5.13 K,,180,
2026-01-07 11:16:30,10.2 K,,844,2
2026-01-07 11:17:00,14.0 K,,1.52 K,
2026-01-07 11:17:30,14.1 K,,1.45 K,
2026-01-07 11:18:00,13.7 K,,1.42 K,
2026-01-07 11:18:30,14.1 K,,1.44 K,
2026-01-07 11:19:00,14.3 K,,1.50 K,
2026-01-07 11:19:30,18.9 K,,1.52 K,
2026-01-07 11:20:00,14.4 K,,1.50 K,
2026-01-07 11:20:30,14.2 K,,1.44 K,
2026-01-07 11:21:00,14.5 K,,1.51 K,
2026-01-07 11:21:30,13.9 K,,1.42 K,
2026-01-07 11:22:00,13.0 K,,1.46 K,1
2026-01-07 11:22:30,13.9 K,,1.74 K,
2026-01-07 11:23:00,11.3 K,,1.74 K,
2026-01-07 11:23:30,6.81 K,9,391,4
2026-01-07 11:24:00,5.33 K,,177,
2026-01-07 11:24:30,13.1 K,,940,2
2026-01-07 11:25:00,13.8 K,,1.44 K,
2026-01-07 11:25:30,15.2 K,,1.40 K,
2026-01-07 11:26:00,14.2 K,,1.44 K,
2026-01-07 11:26:30,13.5 K,,1.43 K,
2026-01-07 11:27:00,13.4 K,,1.38 K,
2026-01-07 11:27:30,13.4 K,,1.35 K,
2026-01-07 11:28:00,14.8 K,,1.43 K,
2026-01-07 11:28:30,10.8 K,,1.16 K,
2026-01-07 11:29:00,1.83 K,9,240,
2026-01-07 11:29:30,3.55 K,9,240,
2026-01-07 11:30:00,2.77 K,9,238,2
2026-01-07 11:30:30,3.01 K,1,30,
2026-01-07 11:31:00,784,,1,
