"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-07 11:32:54,9df00f15-c0a5-4bc9-a543-f21d3fa788fc,583,9df00f15-c0a5-4bc9-a543-f21d3fa788fc,1.64,9df00f15-c0a5-4bc9-a543-f21d3fa788fc,0.418,9df00f15-c0a5-4bc9-a543-f21d3fa788fc,0.794,f10de89b-7c5d-4b12-b4ba-4f664c943e34,1.06
