run,t_hours,speed_mbps
gptneo_1b_snaphot_report,0.0,220.7
gptneo_1b_snaphot_report,0.3333333333333333,668.0
gptneo_1b_snaphot_report,0.6666666666666666,420.8
gptneo_1b_snaphot_report,1.0,302.5
gptneo_1b_snaphot_report,1.3333333333333333,226.1
gptneo_1b_snaphot_report,1.6666666666666667,230.1
gptneo_1b_snaphot_report,2.0,229.2
gptneo_1b_snaphot_report,2.3333333333333335,228.8
gptneo_1b_snaphot_report,2.6666666666666665,229.2
gptneo_1b_snaphot_report,3.0,229.0
gptneo_1b_snaphot_report,3.3333333333333335,319.0
gptneo_1b_snaphot_report,3.6666666666666665,351.09999999999997
gptneo_1b_snaphot_report,4.0,243.7
gptneo_1b_snaphot_report,4.333333333333333,229.1
gptneo_1b_snaphot_report,4.666666666666667,229.2
gptneo_1b_snaphot_report,5.0,228.9
gptneo_1b_snaphot_report,5.333333333333333,229.4
gptneo_1b_snaphot_report,5.666666666666667,231.3
gptneo_1b_snaphot_report,6.0,333.1
gptneo_1b_snaphot_report,6.333333333333333,338.4
gptneo_1b_snaphot_report,6.666666666666667,240.0
gptneo_1b_snaphot_report,7.0,229.0
gptneo_1b_snaphot_report,7.333333333333333,229.0
gptneo_1b_snaphot_report,7.666666666666667,229.0
gptneo_1b_snaphot_report,8.0,229.4
gptneo_1b_snaphot_report,8.333333333333334,274.3
gptneo_1b_snaphot_report,8.666666666666666,282.3
gptneo_1b_snaphot_report,9.0,246.5
gptneo_1b_snaphot_report,9.333333333333334,323.7
gptneo_1b_snaphot_report,9.666666666666666,245.4
gptneo_1b_snaphot_report,10.0,228.2
gptneo_1b_snaphot_report,10.333333333333334,229.1
gptneo_1b_snaphot_report,10.666666666666666,229.0
gptneo_1b_snaphot_report,11.0,229.0
gptneo_1b_snaphot_report,11.333333333333334,229.3
gptneo_1b_snaphot_report,11.666666666666666,228.7
gptneo_1b_snaphot_report,12.0,229.2
gptneo_1b_snaphot_report,12.333333333333334,330.3
gptneo_1b_snaphot_report,12.666666666666666,312.1
gptneo_1b_snaphot_report,13.0,260.7
gptneo_1b_snaphot_report,13.333333333333334,236.0
gptneo_1b_snaphot_report,13.666666666666666,234.9
gptneo_1b_snaphot_report,14.0,228.9
gptneo_1b_snaphot_report,14.333333333333334,229.2
gptneo_1b_snaphot_report,14.666666666666666,228.89999999999998
gptneo_1b_snaphot_report,15.0,229.1
gptneo_1b_snaphot_report,15.333333333333334,229.0
gptneo_1b_snaphot_report,15.666666666666666,228.9
gptneo_1b_snaphot_report,16.0,277.2
gptneo_1b_snaphot_report,16.333333333333332,256.6
gptneo_1b_snaphot_report,16.666666666666668,251.7
gptneo_1b_snaphot_report,17.0,344.3
gptneo_1b_snaphot_report,17.333333333333332,239.60000000000002
gptneo_1b_snaphot_report,17.666666666666668,233.8
gptneo_1b_snaphot_report,18.0,228.5
gptneo_1b_snaphot_report,18.333333333333332,229.2
gptneo_1b_snaphot_report,18.666666666666668,229.0
gptneo_1b_snaphot_report,19.0,228.89999999999998
gptneo_1b_snaphot_report,19.333333333333332,229.1
gptneo_1b_snaphot_report,19.666666666666668,229.1
gptneo_1b_snaphot_report,20.0,268.5
gptneo_1b_snaphot_report,20.333333333333332,242.5
gptneo_1b_snaphot_report,20.666666666666668,238.4
gptneo_1b_snaphot_report,21.0,288.0
gptneo_1b_snaphot_report,21.333333333333332,284.7
gptneo_1b_snaphot_report,21.666666666666668,240.0
gptneo_1b_snaphot_report,22.0,229.39999999999998
gptneo_1b_snaphot_report,22.333333333333332,229.8
gptneo_1b_snaphot_report,22.666666666666668,226.5
gptneo_1b_snaphot_report,23.0,233.4
