"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-06 04:09:45,db462338-c776-4d76-a31e-91c195592a51,1884,db462338-c776-4d76-a31e-91c195592a51,9.07,db462338-c776-4d76-a31e-91c195592a51,5.86,db462338-c776-4d76-a31e-91c195592a51,6.76,db462338-c776-4d76-a31e-91c195592a51,3991
