"Time","avg"
2026-01-06 19:28:00,23.6 ms
2026-01-06 19:29:00,53.1 ms
2026-01-06 19:30:00,27.0 ms
2026-01-06 19:31:00,27.7 ms
2026-01-06 19:32:00,28.1 ms
2026-01-06 19:33:00,92.4 ms
2026-01-06 19:34:00,74.8 ms
2026-01-06 19:35:00,349 ms
2026-01-06 19:36:00,48.4 ms
2026-01-06 19:37:00,52.8 ms
2026-01-06 19:38:00,116 ms
2026-01-06 19:39:00,82.8 ms
2026-01-06 19:40:00,178 ms
2026-01-06 19:41:00,121 ms
2026-01-06 19:42:00,64.0 ms
2026-01-06 19:43:00,79.5 ms
2026-01-06 19:44:00,81.5 ms
2026-01-06 19:45:00,92.1 ms
2026-01-06 19:46:00,107 ms
2026-01-06 19:47:00,115 ms
2026-01-06 19:48:00,127 ms
2026-01-06 19:49:00,85.7 ms
2026-01-06 19:50:00,78.3 ms
2026-01-06 19:51:00,103 ms
2026-01-06 19:52:00,98.0 ms
2026-01-06 19:53:00,95.0 ms
2026-01-06 19:54:00,97.5 ms
2026-01-06 19:55:00,99.8 ms
2026-01-06 19:56:00,270 ms
