"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-08 15:03:00,81ced93a-3e4c-4c61-bd47-3e7db12ffa8a,492,81ced93a-3e4c-4c61-bd47-3e7db12ffa8a,5.74,81ced93a-3e4c-4c61-bd47-3e7db12ffa8a,4.63,81ced93a-3e4c-4c61-bd47-3e7db12ffa8a,5.03,81ced93a-3e4c-4c61-bd47-3e7db12ffa8a,1.16
