"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-08 16:54:07,40948f99-d5be-4543-a1ee-8212ffbe66ad,188,40948f99-d5be-4543-a1ee-8212ffbe66ad,3.57,40948f99-d5be-4543-a1ee-8212ffbe66ad,1.70,40948f99-d5be-4543-a1ee-8212ffbe66ad,2.54,40948f99-d5be-4543-a1ee-8212ffbe66ad,5.88
