"Time","12D3KooWCJ7nntLmkWTjqRtAff3id5jfguqBzK9hKFGP23FRqutr","12D3KooWCrsm9LonCnLLWQwoM2eMWMqneuwMXTUtcmyxPLmYhp6Y","12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","12D3KooWHW7wgTu87J3MA6ntu6h5rSgUDsa35Jmo12DTXpwQ6Ric","12D3KooWMALzU4wuci6PUJ9MGbFWDWUTBHeKLWekFLRMYGhwswi8"
2026-01-06 22:31:00,2.28,2.28,2.27,,,2.25
2026-01-06 22:32:00,2.28,2.28,2.27,,,2.25
2026-01-06 22:33:00,1.16,1.29,1.18,,,1.17
2026-01-06 22:34:00,1.16,1.29,1.18,,,1.17
2026-01-06 22:35:00,1.04,1.29,1.12,,,1.11
2026-01-06 22:36:00,1.04,1.29,1.12,,,1.11
2026-01-06 22:37:00,1.04,1.29,0.819,0.952,,0.858
2026-01-06 22:38:00,1.01,1.29,0.661,0.676,,0.745
2026-01-06 22:39:00,1.01,1.29,0.618,0.554,,0.245
2026-01-06 22:40:00,0.746,1.29,0.686,0.604,,0.418
2026-01-06 22:41:00,0.401,1.29,0.245,0.346,,0.318
2026-01-06 22:42:00,0.472,1.29,0.363,0.456,,0.271
2026-01-06 22:43:00,0.386,1.29,0.359,0.396,,0.466
2026-01-06 22:44:00,0.386,1.29,0.359,0.396,,0.466
2026-01-06 22:45:00,0.386,1.29,0.326,0.405,,0.405
2026-01-06 22:46:00,2.33,1.29,0.266,0.407,,0.394
2026-01-06 22:47:00,2.32,1.29,0.200,0.282,,0.415
2026-01-06 22:48:00,2.32,1.29,0.200,0.282,,0.415
2026-01-06 22:49:00,2.32,1.29,0.200,0.325,,0.415
2026-01-06 22:50:00,2.32,1.29,0.200,0.325,,0.415
2026-01-06 22:51:00,2.32,2.32,2.32,0.316,,0.415
2026-01-06 22:52:00,2.30,2.27,2.25,0.337,,0.415
2026-01-06 22:53:00,2.28,1.98,1.99,0.265,,0.415
2026-01-06 22:54:00,1.87,1.49,1.50,0.466,,0.415
2026-01-06 22:55:00,1.27,1.24,1.28,0.282,,0.415
2026-01-06 22:56:00,1.25,1.10,1.18,0.433,,0.415
2026-01-06 22:57:00,1.26,1.21,1.18,0.459,1.21,0.415
2026-01-06 22:58:00,1.49,2.17,1.18,0.855,1.58,0.415
2026-01-06 22:59:00,0.829,1.27,1.18,0.464,0.916,0.415
2026-01-06 23:00:00,1.30,1.53,1.18,0.860,1.26,0.415
2026-01-06 23:01:00,1.18,1.18,1.18,0.352,1.05,0.415
2026-01-06 23:02:00,1.01,1.12,1.18,0.496,1.05,0.415
2026-01-06 23:03:00,0.854,0.953,1.18,0.514,0.942,0.415
2026-01-06 23:04:00,0.666,0.810,1.18,0.347,0.893,0.415
2026-01-06 23:05:00,0.778,1.01,1.18,0.509,0.844,0.415
2026-01-06 23:06:00,0.767,0.601,1.18,0.542,0.887,0.415
2026-01-06 23:07:00,0.887,0.944,1.18,0.627,0.765,0.415
2026-01-06 23:08:00,0.566,0.535,1.18,0.242,0.611,0.415
2026-01-06 23:09:00,0.623,0.572,1.18,0.276,0.579,0.415
2026-01-06 23:10:00,0.623,0.572,1.18,0.276,0.579,0.415
2026-01-06 23:11:00,0.375,0.544,1.18,0.283,0.742,0.415
2026-01-06 23:12:00,0.417,0.438,1.18,0.387,0.665,0.415
2026-01-06 23:13:00,0.212,0.561,1.18,0.340,0.439,0.415
2026-01-06 23:14:00,0.299,0.495,1.18,0.323,0.452,0.415
2026-01-06 23:15:00,0.354,0.747,1.18,0.448,0.700,0.415
2026-01-06 23:16:00,0.321,0.635,1.18,0.339,0.753,0.415
2026-01-06 23:17:00,0.170,0.355,1.18,0.289,0.490,0.415
2026-01-06 23:18:00,0.422,0.562,1.18,0.268,0.637,0.415
2026-01-06 23:19:00,0.422,0.562,1.18,0.268,0.637,0.415
2026-01-06 23:20:00,0.422,0.562,1.18,0.268,0.637,0.415
2026-01-06 23:21:00,0.315,0.462,1.18,0.407,0.475,0.415
2026-01-06 23:22:00,0.160,0.598,1.18,0.232,0.667,0.415
2026-01-06 23:23:00,0.160,0.598,1.18,0.232,0.667,0.415
2026-01-06 23:24:00,0.160,0.598,1.18,0.232,0.667,0.415
2026-01-06 23:25:00,0.160,0.598,1.18,0.232,0.667,0.415
