"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-06 23:25:26,c6d92e38-2e8d-4c93-9ebd-c629dc3f1285,599,c6d92e38-2e8d-4c93-9ebd-c629dc3f1285,113,c6d92e38-2e8d-4c93-9ebd-c629dc3f1285,0.938,c6d92e38-2e8d-4c93-9ebd-c629dc3f1285,15.8,db462338-c776-4d76-a31e-91c195592a51,3939
