"Time","debug","error","info","warn"
2026-01-06 17:44:30,11.2 K,,1.52 K,
2026-01-06 17:45:00,13.3 K,,1.55 K,
2026-01-06 17:45:30,13.3 K,,1.46 K,
2026-01-06 17:46:00,13.6 K,,1.54 K,
2026-01-06 17:46:30,13.4 K,,1.45 K,
2026-01-06 17:47:00,14.4 K,,1.66 K,
2026-01-06 17:47:30,14.2 K,,1.64 K,
2026-01-06 17:48:00,13.1 K,,1.46 K,
2026-01-06 17:48:30,13.2 K,,1.51 K,
2026-01-06 17:49:00,18.3 K,,1.45 K,
2026-01-06 17:49:30,13.4 K,,1.46 K,
2026-01-06 17:50:00,13.0 K,,1.38 K,
2026-01-06 17:50:30,12.6 K,,1.34 K,
2026-01-06 17:51:00,12.6 K,,1.36 K,
2026-01-06 17:51:30,12.6 K,,1.34 K,
2026-01-06 17:52:00,13.1 K,,1.44 K,
2026-01-06 17:52:30,12.3 K,,1.35 K,
2026-01-06 17:53:00,12.9 K,,1.41 K,
2026-01-06 17:53:30,12.8 K,,1.41 K,
2026-01-06 17:54:00,18.0 K,,1.44 K,
2026-01-06 17:54:30,12.4 K,,1.32 K,
2026-01-06 17:55:00,12.7 K,,1.38 K,
2026-01-06 17:55:30,12.8 K,,1.38 K,
2026-01-06 17:56:00,13.0 K,,1.43 K,
2026-01-06 17:56:30,12.5 K,,1.35 K,
2026-01-06 17:57:00,13.0 K,,1.44 K,
2026-01-06 17:57:30,13.4 K,,1.53 K,
2026-01-06 17:58:00,13.3 K,,1.50 K,
2026-01-06 17:58:30,1.60 K,8,216,
2026-01-06 17:59:00,3.05 K,12,240,
2026-01-06 17:59:30,3.70 K,14,240,2
2026-01-06 18:00:00,2.56 K,6,240,
2026-01-06 18:00:30,1.32 K,6,240,
2026-01-06 18:01:00,1.37 K,6,182,
2026-01-06 18:01:30,1.41 K,1,,
