"Time","avg"
2026-01-06 17:45:00,29.9 ms
2026-01-06 17:46:00,57.1 ms
2026-01-06 17:47:00,56.9 ms
2026-01-06 17:48:00,39.7 ms
2026-01-06 17:49:00,49.2 ms
2026-01-06 17:50:00,38.6 ms
2026-01-06 17:51:00,52.6 ms
2026-01-06 17:52:00,29.7 ms
2026-01-06 17:53:00,40.3 ms
2026-01-06 17:54:00,31.1 ms
2026-01-06 17:55:00,45.6 ms
2026-01-06 17:56:00,29.6 ms
2026-01-06 17:57:00,27.3 ms
2026-01-06 17:58:00,44.6 ms
2026-01-06 17:59:00,43.4 ms
2026-01-06 18:00:00,33.8 ms
2026-01-06 18:01:00,48.3 ms
