"Time","data_points"
2026-01-07 01:01:00,1905
2026-01-07 01:02:00,2132
2026-01-07 01:03:00,1497
2026-01-07 01:04:00,1541
2026-01-07 01:05:00,2041
2026-01-07 01:06:00,1633
2026-01-07 01:07:00,1949
2026-01-07 01:08:00,1905
2026-01-07 01:09:00,2721
2026-01-07 01:10:00,2856
2026-01-07 01:11:00,2945
2026-01-07 01:12:00,3218
2026-01-07 01:13:00,2857
2026-01-07 01:14:00,2449
2026-01-07 01:15:00,2948
2026-01-07 01:16:00,2948
2026-01-07 01:17:00,3538
2026-01-07 01:18:00,3810
2026-01-07 01:19:00,3538
2026-01-07 01:20:00,3447
2026-01-07 01:21:00,4217
2026-01-07 01:22:00,3040
2026-01-07 01:23:00,3403
2026-01-07 01:24:00,3584
2026-01-07 01:25:00,2858
2026-01-07 01:26:00,2858
2026-01-07 01:27:00,2858
2026-01-07 01:28:00,2858
2026-01-07 01:29:00,2903
2026-01-07 01:30:00,2903
2026-01-07 01:31:00,2903
2026-01-07 01:32:00,2903
