"Time","avg"
2026-01-07 10:12:00,35.5 ms
2026-01-07 10:13:00,44.2 ms
2026-01-07 10:14:00,47.5 ms
2026-01-07 10:15:00,36.8 ms
2026-01-07 10:16:00,54.6 ms
2026-01-07 10:17:00,73.5 ms
2026-01-07 10:18:00,41.7 ms
2026-01-07 10:19:00,42.0 ms
2026-01-07 10:20:00,35.5 ms
2026-01-07 10:21:00,56.2 ms
2026-01-07 10:22:00,66.6 ms
2026-01-07 10:23:00,39.1 ms
2026-01-07 10:24:00,55.6 ms
2026-01-07 10:25:00,67.1 ms
2026-01-07 10:26:00,53.7 ms
2026-01-07 10:27:00,40.5 ms
2026-01-07 10:28:00,52.0 ms
2026-01-07 10:29:00,47.8 ms
2026-01-07 10:30:00,51.8 ms
2026-01-07 10:31:00,63.3 ms
2026-01-07 10:32:00,74.2 ms
2026-01-07 10:33:00,35.1 ms
2026-01-07 10:34:00,53.3 ms
2026-01-07 10:35:00,57.3 ms
2026-01-07 10:36:00,44.9 ms
2026-01-07 10:37:00,120 ms
2026-01-07 10:38:00,119 ms
2026-01-07 10:39:00,119 ms
