"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-07 10:39:47,b2795e3d-11e0-45f3-93e9-79b212ddba22,574,b2795e3d-11e0-45f3-93e9-79b212ddba22,1.61,b2795e3d-11e0-45f3-93e9-79b212ddba22,0.396,b2795e3d-11e0-45f3-93e9-79b212ddba22,0.652,f10de89b-7c5d-4b12-b4ba-4f664c943e34,1.09
