"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-11 10:36:51,3b73b2de-60cc-46a2-a9d0-7361b2ef6e0e,839,3b73b2de-60cc-46a2-a9d0-7361b2ef6e0e,61.5,3b73b2de-60cc-46a2-a9d0-7361b2ef6e0e,12.4,3b73b2de-60cc-46a2-a9d0-7361b2ef6e0e,35.3,3b73b2de-60cc-46a2-a9d0-7361b2ef6e0e,76.8
