"Time","avg"
2026-01-11 00:12:00,61.5 ms
2026-01-11 00:13:00,61.6 ms
2026-01-11 00:14:00,61.5 ms
2026-01-11 00:15:00,72.7 ms
2026-01-11 00:16:00,61.6 ms
2026-01-11 00:17:00,61.6 ms
2026-01-11 00:18:00,142 ms
2026-01-11 00:19:00,131 ms
2026-01-11 00:20:00,61.5 ms
2026-01-11 00:21:00,100 ms
2026-01-11 00:22:00,61.8 ms
2026-01-11 00:23:00,106 ms
2026-01-11 00:24:00,61.4 ms
2026-01-11 00:25:00,61.5 ms
2026-01-11 00:26:00,77.9 ms
2026-01-11 00:27:00,61.6 ms
2026-01-11 00:28:00,61.6 ms
2026-01-11 00:29:00,61.4 ms
2026-01-11 00:30:00,61.4 ms
2026-01-11 00:31:00,61.4 ms
2026-01-11 00:32:00,61.8 ms
2026-01-11 00:33:00,61.5 ms
2026-01-11 00:34:00,61.4 ms
2026-01-11 00:35:00,61.5 ms
2026-01-11 00:36:00,61.5 ms
2026-01-11 00:37:00,62.6 ms
2026-01-11 00:38:00,61.5 ms
2026-01-11 00:39:00,61.4 ms
2026-01-11 00:40:00,61.5 ms
2026-01-11 00:41:00,61.5 ms
2026-01-11 00:42:00,61.6 ms
2026-01-11 00:43:00,61.5 ms
2026-01-11 00:44:00,61.8 ms
2026-01-11 00:45:00,61.4 ms
2026-01-11 00:46:00,61.5 ms
2026-01-11 00:47:00,257 ms
2026-01-11 00:48:00,63.8 ms
2026-01-11 00:49:00,62.4 ms
2026-01-11 00:50:00,61.7 ms
2026-01-11 00:51:00,63.5 ms
2026-01-11 00:52:00,107 ms
2026-01-11 00:53:00,61.6 ms
2026-01-11 00:54:00,61.6 ms
2026-01-11 00:55:00,61.7 ms
2026-01-11 00:56:00,61.5 ms
2026-01-11 00:57:00,61.2 ms
2026-01-11 00:58:00,60.7 ms
2026-01-11 00:59:00,61.4 ms
2026-01-11 01:00:00,60.8 ms
2026-01-11 01:01:00,61.5 ms
2026-01-11 01:02:00,61.4 ms
2026-01-11 01:03:00,61.4 ms
2026-01-11 01:04:00,61.4 ms
2026-01-11 01:05:00,61.6 ms
2026-01-11 01:06:00,61.5 ms
2026-01-11 01:07:00,61.4 ms
2026-01-11 01:08:00,61.5 ms
2026-01-11 01:09:00,61.5 ms
2026-01-11 01:10:00,61.5 ms
2026-01-11 01:11:00,61.6 ms
2026-01-11 01:12:00,61.5 ms
2026-01-11 01:13:00,61.6 ms
2026-01-11 01:14:00,61.5 ms
2026-01-11 01:15:00,61.7 ms
2026-01-11 01:16:00,61.5 ms
2026-01-11 01:17:00,61.7 ms
2026-01-11 01:18:00,61.5 ms
2026-01-11 01:19:00,61.5 ms
2026-01-11 01:20:00,61.4 ms
2026-01-11 01:21:00,61.3 ms
2026-01-11 01:22:00,61.3 ms
2026-01-11 01:23:00,61.2 ms
2026-01-11 01:24:00,61.4 ms
2026-01-11 01:25:00,61.5 ms
2026-01-11 01:26:00,61.3 ms
2026-01-11 01:27:00,61.3 ms
2026-01-11 01:28:00,61.4 ms
2026-01-11 01:29:00,61.7 ms
2026-01-11 01:30:00,61.4 ms
2026-01-11 01:31:00,61.3 ms
2026-01-11 01:32:00,61.2 ms
2026-01-11 01:33:00,61.4 ms
2026-01-11 01:34:00,61.3 ms
2026-01-11 01:35:00,61.2 ms
2026-01-11 01:36:00,61.3 ms
2026-01-11 01:37:00,61.3 ms
2026-01-11 01:38:00,61.3 ms
2026-01-11 01:39:00,61.2 ms
2026-01-11 01:40:00,61.2 ms
2026-01-11 01:41:00,61.2 ms
2026-01-11 01:42:00,61.2 ms
2026-01-11 01:43:00,61.2 ms
2026-01-11 01:44:00,61.3 ms
2026-01-11 01:45:00,61.4 ms
2026-01-11 01:46:00,61.3 ms
2026-01-11 01:47:00,61.3 ms
2026-01-11 01:48:00,61.2 ms
2026-01-11 01:49:00,61.4 ms
2026-01-11 01:50:00,61.3 ms
2026-01-11 01:51:00,61.3 ms
2026-01-11 01:52:00,61.2 ms
2026-01-11 01:53:00,61.4 ms
2026-01-11 01:54:00,61.2 ms
2026-01-11 01:55:00,61.3 ms
2026-01-11 01:56:00,61.5 ms
2026-01-11 01:57:00,61.2 ms
2026-01-11 01:58:00,61.3 ms
2026-01-11 01:59:00,61.4 ms
2026-01-11 02:00:00,61.2 ms
2026-01-11 02:01:00,61.4 ms
2026-01-11 02:02:00,61.5 ms
2026-01-11 02:03:00,61.3 ms
2026-01-11 02:04:00,61.3 ms
2026-01-11 02:05:00,61.4 ms
2026-01-11 02:06:00,61.6 ms
2026-01-11 02:07:00,61.3 ms
2026-01-11 02:08:00,61.6 ms
2026-01-11 02:09:00,61.1 ms
2026-01-11 02:10:00,61.5 ms
2026-01-11 02:11:00,61.2 ms
2026-01-11 02:12:00,61.3 ms
2026-01-11 02:13:00,61.6 ms
2026-01-11 02:14:00,61.1 ms
2026-01-11 02:15:00,61.3 ms
2026-01-11 02:16:00,61.3 ms
2026-01-11 02:17:00,61.3 ms
2026-01-11 02:18:00,61.4 ms
2026-01-11 02:19:00,61.3 ms
2026-01-11 02:20:00,61.4 ms
2026-01-11 02:21:00,61.5 ms
2026-01-11 02:22:00,61.6 ms
2026-01-11 02:23:00,61.4 ms
2026-01-11 02:24:00,61.8 ms
2026-01-11 02:25:00,61.6 ms
2026-01-11 02:26:00,61.6 ms
2026-01-11 02:27:00,61.5 ms
2026-01-11 02:28:00,61.5 ms
2026-01-11 02:29:00,62.0 ms
2026-01-11 02:30:00,61.6 ms
2026-01-11 02:31:00,62.6 ms
2026-01-11 02:32:00,61.3 ms
2026-01-11 02:33:00,61.4 ms
2026-01-11 02:34:00,61.6 ms
2026-01-11 02:35:00,61.4 ms
2026-01-11 02:36:00,61.4 ms
2026-01-11 02:37:00,62.1 ms
2026-01-11 02:38:00,61.4 ms
2026-01-11 02:39:00,61.5 ms
2026-01-11 02:40:00,61.3 ms
2026-01-11 02:41:00,60.9 ms
2026-01-11 02:42:00,61.2 ms
2026-01-11 02:43:00,61.1 ms
2026-01-11 02:44:00,60.7 ms
2026-01-11 02:45:00,61.5 ms
2026-01-11 02:46:00,62.0 ms
2026-01-11 02:47:00,61.5 ms
2026-01-11 02:48:00,61.3 ms
2026-01-11 02:49:00,61.5 ms
2026-01-11 02:50:00,61.5 ms
2026-01-11 02:51:00,61.5 ms
2026-01-11 02:52:00,61.4 ms
2026-01-11 02:53:00,60.6 ms
2026-01-11 02:54:00,60.8 ms
2026-01-11 02:55:00,60.8 ms
2026-01-11 02:56:00,60.8 ms
2026-01-11 02:57:00,61.5 ms
2026-01-11 02:58:00,61.5 ms
2026-01-11 02:59:00,60.8 ms
2026-01-11 03:00:00,60.7 ms
2026-01-11 03:01:00,60.9 ms
2026-01-11 03:02:00,60.9 ms
2026-01-11 03:03:00,60.9 ms
2026-01-11 03:04:00,60.9 ms
2026-01-11 03:05:00,60.7 ms
2026-01-11 03:06:00,61.6 ms
2026-01-11 03:07:00,61.4 ms
2026-01-11 03:08:00,61.5 ms
2026-01-11 03:09:00,61.5 ms
2026-01-11 03:10:00,61.4 ms
2026-01-11 03:11:00,61.5 ms
2026-01-11 03:12:00,61.4 ms
2026-01-11 03:13:00,61.5 ms
2026-01-11 03:14:00,61.4 ms
2026-01-11 03:15:00,61.7 ms
2026-01-11 03:16:00,61.6 ms
2026-01-11 03:17:00,61.7 ms
2026-01-11 03:18:00,61.4 ms
2026-01-11 03:19:00,61.5 ms
2026-01-11 03:20:00,61.6 ms
2026-01-11 03:21:00,61.5 ms
2026-01-11 03:22:00,61.4 ms
2026-01-11 03:23:00,61.5 ms
2026-01-11 03:24:00,61.4 ms
2026-01-11 03:25:00,61.5 ms
2026-01-11 03:26:00,61.8 ms
