"Time","avg"
2026-01-06 17:25:00,11.7 ms
2026-01-06 17:26:00,12.7 ms
2026-01-06 17:27:00,10.8 ms
2026-01-06 17:28:00,8.87 ms
2026-01-06 17:29:00,8.85 ms
2026-01-06 17:30:00,12.4 ms
2026-01-06 17:31:00,7.00 ms
2026-01-06 17:32:00,9.25 ms
2026-01-06 17:33:00,12.2 ms
2026-01-06 17:34:00,9.29 ms
2026-01-06 17:35:00,11.3 ms
2026-01-06 17:36:00,7.63 ms
2026-01-06 17:37:00,11.0 ms
2026-01-06 17:38:00,9.90 ms
2026-01-06 17:39:00,8.87 ms
2026-01-06 17:40:00,7.94 ms
2026-01-06 17:41:00,8.25 ms
2026-01-06 17:42:00,9.96 ms
2026-01-06 17:43:00,9.19 ms
2026-01-06 17:44:00,9.81 ms
2026-01-06 17:45:00,9.81 ms
2026-01-06 17:46:00,9.81 ms
2026-01-06 17:47:00,9.81 ms
