"Time","data_points"
2026-01-06 17:25:00,1722
2026-01-06 17:26:00,1587
2026-01-06 17:27:00,1542
2026-01-06 17:28:00,1587
2026-01-06 17:29:00,1950
2026-01-06 17:30:00,1860
2026-01-06 17:31:00,2268
2026-01-06 17:32:00,1315
2026-01-06 17:33:00,1723
2026-01-06 17:34:00,1542
2026-01-06 17:35:00,1814
2026-01-06 17:36:00,1769
2026-01-06 17:37:00,1723
2026-01-06 17:38:00,1905
2026-01-06 17:39:00,1679
2026-01-06 17:40:00,1679
2026-01-06 17:41:00,2268
2026-01-06 17:42:00,2631
2026-01-06 17:43:00,2722
2026-01-06 17:44:00,2722
2026-01-06 17:45:00,2722
2026-01-06 17:46:00,2722
2026-01-06 17:47:00,2722
