"Time","Value"
2026-01-16 15:18:00,19
2026-01-16 15:18:30,27
2026-01-16 15:19:00,36
2026-01-16 15:19:30,44
2026-01-16 15:20:00,51
2026-01-16 15:20:30,51
2026-01-16 15:21:00,51
2026-01-16 15:21:30,51
2026-01-16 15:22:00,51
2026-01-16 15:22:30,51
2026-01-16 15:23:00,51
2026-01-16 15:23:30,51
2026-01-16 15:24:00,51
2026-01-16 15:24:30,51
2026-01-16 15:25:00,51
2026-01-16 15:25:30,51
