"Time","avg"
2026-01-16 15:18:00,47.3 ms
2026-01-16 15:19:00,47.3 ms
2026-01-16 15:20:00,47.4 ms
2026-01-16 15:21:00,47.4 ms
2026-01-16 15:22:00,47.5 ms
2026-01-16 15:23:00,47.5 ms
2026-01-16 15:24:00,47.5 ms
2026-01-16 15:25:00,47.5 ms
