run,t_hours,redirects
wav2vec2_4ba6b0ef_other_reports,0.0,4.0
wav2vec2_4ba6b0ef_other_reports,0.016666666666666666,20.0
wav2vec2_4ba6b0ef_other_reports,0.03333333333333333,36.0
wav2vec2_4ba6b0ef_other_reports,0.05,38.0
wav2vec2_4ba6b0ef_other_reports,0.06666666666666667,38.0
wav2vec2_4ba6b0ef_other_reports,0.08333333333333333,38.0
wav2vec2_4ba6b0ef_other_reports,0.1,38.0
wav2vec2_4ba6b0ef_other_reports,0.11666666666666667,38.0
wav2vec2_4ba6b0ef_other_reports,0.13333333333333333,38.0
wav2vec2_4ba6b0ef_other_reports,0.15,38.0
wav2vec2_4ba6b0ef_other_reports,0.16666666666666666,38.0
wav2vec2_4ba6b0ef_other_reports,0.18333333333333332,38.0
wav2vec2_4ba6b0ef_other_reports,0.2,38.0
wav2vec2_4ba6b0ef_other_reports,0.21666666666666667,38.0
wav2vec2_4ba6b0ef_other_reports,0.23333333333333334,38.0
wav2vec2_4ba6b0ef_other_reports,0.25,38.0
wav2vec2_4ba6b0ef_other_reports,0.26666666666666666,38.0
wav2vec2_4ba6b0ef_other_reports,0.2833333333333333,38.0
wav2vec2_4ba6b0ef_other_reports,0.3,38.0
wav2vec2_4ba6b0ef_other_reports,0.31666666666666665,38.0
wav2vec2_4ba6b0ef_other_reports,0.3333333333333333,40.0
wav2vec2_4ba6b0ef_other_reports,0.35,40.0
wav2vec2_4ba6b0ef_other_reports,0.36666666666666664,40.0
wav2vec2_4ba6b0ef_other_reports,0.38333333333333336,40.0
wav2vec2_4ba6b0ef_other_reports,0.4,40.0
wav2vec2_4ba6b0ef_other_reports,0.4166666666666667,40.0
wav2vec2_4ba6b0ef_other_reports,0.43333333333333335,40.0
wav2vec2_4ba6b0ef_other_reports,0.45,40.0
wav2vec2_4ba6b0ef_other_reports,0.4666666666666667,40.0
wav2vec2_4ba6b0ef_other_reports,0.48333333333333334,40.0
wav2vec2_4ba6b0ef_other_reports,0.5,40.0
wav2vec2_4ba6b0ef_other_reports,0.5166666666666667,40.0
wav2vec2_4ba6b0ef_other_reports,0.5333333333333333,40.0
wav2vec2_4ba6b0ef_other_reports,0.55,41.0
wav2vec2_4ba6b0ef_other_reports,0.5666666666666667,43.0
wav2vec2_4ba6b0ef_other_reports,0.5833333333333334,43.0
wav2vec2_4ba6b0ef_other_reports,0.6,43.0
wav2vec2_4ba6b0ef_other_reports,0.6166666666666667,43.0
wav2vec2_4ba6b0ef_other_reports,0.6333333333333333,43.0
wav2vec2_4ba6b0ef_other_reports,0.65,43.0
wav2vec2_4ba6b0ef_other_reports,0.6666666666666666,43.0
wav2vec2_4ba6b0ef_other_reports,0.6833333333333333,43.0
wav2vec2_4ba6b0ef_other_reports,0.7,43.0
wav2vec2_4ba6b0ef_other_reports,0.7166666666666667,43.0
wav2vec2_4ba6b0ef_other_reports,0.7333333333333333,43.0
wav2vec2_4ba6b0ef_other_reports,0.75,43.0
wav2vec2_4ba6b0ef_other_reports,0.7666666666666667,43.0
wav2vec2_4ba6b0ef_other_reports,0.7833333333333333,43.0
wav2vec2_4ba6b0ef_other_reports,0.8,43.0
wav2vec2_4ba6b0ef_other_reports,0.8166666666666667,43.0
wav2vec2_4ba6b0ef_other_reports,0.8333333333333334,45.0
wav2vec2_4ba6b0ef_other_reports,0.85,45.0
wav2vec2_4ba6b0ef_other_reports,0.8666666666666667,45.0
wav2vec2_4ba6b0ef_other_reports,0.8833333333333333,45.0
wav2vec2_4ba6b0ef_other_reports,0.9,45.0
wav2vec2_4ba6b0ef_other_reports,0.9166666666666666,45.0
wav2vec2_4ba6b0ef_other_reports,0.9333333333333333,45.0
wav2vec2_4ba6b0ef_other_reports,0.95,45.0
wav2vec2_4ba6b0ef_other_reports,0.9666666666666667,45.0
wav2vec2_4ba6b0ef_other_reports,0.9833333333333333,45.0
wav2vec2_4ba6b0ef_other_reports,1.0,41.0
wav2vec2_4ba6b0ef_other_reports,1.0166666666666666,25.0
wav2vec2_4ba6b0ef_other_reports,1.0333333333333334,9.0
wav2vec2_4ba6b0ef_other_reports,1.05,7.0
wav2vec2_4ba6b0ef_other_reports,1.0666666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,1.0833333333333333,11.0
wav2vec2_4ba6b0ef_other_reports,1.1,11.0
wav2vec2_4ba6b0ef_other_reports,1.1166666666666667,11.0
wav2vec2_4ba6b0ef_other_reports,1.1333333333333333,11.0
wav2vec2_4ba6b0ef_other_reports,1.15,11.0
wav2vec2_4ba6b0ef_other_reports,1.1666666666666667,11.0
wav2vec2_4ba6b0ef_other_reports,1.1833333333333333,11.0
wav2vec2_4ba6b0ef_other_reports,1.2,11.0
wav2vec2_4ba6b0ef_other_reports,1.2166666666666666,11.0
wav2vec2_4ba6b0ef_other_reports,1.2333333333333334,11.0
wav2vec2_4ba6b0ef_other_reports,1.25,11.0
wav2vec2_4ba6b0ef_other_reports,1.2666666666666666,11.0
wav2vec2_4ba6b0ef_other_reports,1.2833333333333334,11.0
wav2vec2_4ba6b0ef_other_reports,1.3,11.0
wav2vec2_4ba6b0ef_other_reports,1.3166666666666667,11.0
wav2vec2_4ba6b0ef_other_reports,1.3333333333333333,9.0
wav2vec2_4ba6b0ef_other_reports,1.35,9.0
wav2vec2_4ba6b0ef_other_reports,1.3666666666666667,10.0
wav2vec2_4ba6b0ef_other_reports,1.3833333333333333,10.0
wav2vec2_4ba6b0ef_other_reports,1.4,10.0
wav2vec2_4ba6b0ef_other_reports,1.4166666666666667,10.0
wav2vec2_4ba6b0ef_other_reports,1.4333333333333333,10.0
wav2vec2_4ba6b0ef_other_reports,1.45,10.0
wav2vec2_4ba6b0ef_other_reports,1.4666666666666666,10.0
wav2vec2_4ba6b0ef_other_reports,1.4833333333333334,10.0
wav2vec2_4ba6b0ef_other_reports,1.5,10.0
wav2vec2_4ba6b0ef_other_reports,1.5166666666666666,10.0
wav2vec2_4ba6b0ef_other_reports,1.5333333333333334,10.0
wav2vec2_4ba6b0ef_other_reports,1.55,9.0
wav2vec2_4ba6b0ef_other_reports,1.5666666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,1.5833333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,1.6,7.0
wav2vec2_4ba6b0ef_other_reports,1.6166666666666667,8.0
wav2vec2_4ba6b0ef_other_reports,1.6333333333333333,8.0
wav2vec2_4ba6b0ef_other_reports,1.65,8.0
wav2vec2_4ba6b0ef_other_reports,1.6666666666666667,8.0
wav2vec2_4ba6b0ef_other_reports,1.6833333333333333,8.0
wav2vec2_4ba6b0ef_other_reports,1.7,8.0
wav2vec2_4ba6b0ef_other_reports,1.7166666666666666,8.0
wav2vec2_4ba6b0ef_other_reports,1.7333333333333334,8.0
wav2vec2_4ba6b0ef_other_reports,1.75,8.0
wav2vec2_4ba6b0ef_other_reports,1.7666666666666666,8.0
wav2vec2_4ba6b0ef_other_reports,1.7833333333333334,8.0
wav2vec2_4ba6b0ef_other_reports,1.8,8.0
wav2vec2_4ba6b0ef_other_reports,1.8166666666666667,8.0
wav2vec2_4ba6b0ef_other_reports,1.8333333333333333,6.0
wav2vec2_4ba6b0ef_other_reports,1.85,7.0
wav2vec2_4ba6b0ef_other_reports,1.8666666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,1.8833333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,1.9,7.0
wav2vec2_4ba6b0ef_other_reports,1.9166666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,1.9333333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,1.95,7.0
wav2vec2_4ba6b0ef_other_reports,1.9666666666666666,7.0
wav2vec2_4ba6b0ef_other_reports,1.9833333333333334,7.0
wav2vec2_4ba6b0ef_other_reports,2.0,7.0
wav2vec2_4ba6b0ef_other_reports,2.0166666666666666,7.0
wav2vec2_4ba6b0ef_other_reports,2.033333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.05,7.0
wav2vec2_4ba6b0ef_other_reports,2.066666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.0833333333333335,3.0
wav2vec2_4ba6b0ef_other_reports,2.1,5.0
wav2vec2_4ba6b0ef_other_reports,2.1166666666666667,6.0
wav2vec2_4ba6b0ef_other_reports,2.1333333333333333,6.0
wav2vec2_4ba6b0ef_other_reports,2.15,6.0
wav2vec2_4ba6b0ef_other_reports,2.1666666666666665,6.0
wav2vec2_4ba6b0ef_other_reports,2.183333333333333,6.0
wav2vec2_4ba6b0ef_other_reports,2.2,6.0
wav2vec2_4ba6b0ef_other_reports,2.216666666666667,6.0
wav2vec2_4ba6b0ef_other_reports,2.2333333333333334,6.0
wav2vec2_4ba6b0ef_other_reports,2.25,6.0
wav2vec2_4ba6b0ef_other_reports,2.2666666666666666,6.0
wav2vec2_4ba6b0ef_other_reports,2.283333333333333,6.0
wav2vec2_4ba6b0ef_other_reports,2.3,6.0
wav2vec2_4ba6b0ef_other_reports,2.316666666666667,6.0
wav2vec2_4ba6b0ef_other_reports,2.3333333333333335,6.0
wav2vec2_4ba6b0ef_other_reports,2.35,6.0
wav2vec2_4ba6b0ef_other_reports,2.3666666666666667,5.0
wav2vec2_4ba6b0ef_other_reports,2.3833333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.4,7.0
wav2vec2_4ba6b0ef_other_reports,2.4166666666666665,7.0
wav2vec2_4ba6b0ef_other_reports,2.433333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.45,7.0
wav2vec2_4ba6b0ef_other_reports,2.466666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.4833333333333334,7.0
wav2vec2_4ba6b0ef_other_reports,2.5,7.0
wav2vec2_4ba6b0ef_other_reports,2.5166666666666666,7.0
wav2vec2_4ba6b0ef_other_reports,2.533333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.55,7.0
wav2vec2_4ba6b0ef_other_reports,2.566666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.5833333333333335,7.0
wav2vec2_4ba6b0ef_other_reports,2.6,7.0
wav2vec2_4ba6b0ef_other_reports,2.6166666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.6333333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.65,7.0
wav2vec2_4ba6b0ef_other_reports,2.6666666666666665,7.0
wav2vec2_4ba6b0ef_other_reports,2.683333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.7,7.0
wav2vec2_4ba6b0ef_other_reports,2.716666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.7333333333333334,7.0
wav2vec2_4ba6b0ef_other_reports,2.75,7.0
wav2vec2_4ba6b0ef_other_reports,2.7666666666666666,7.0
wav2vec2_4ba6b0ef_other_reports,2.783333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.8,7.0
wav2vec2_4ba6b0ef_other_reports,2.816666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.8333333333333335,7.0
wav2vec2_4ba6b0ef_other_reports,2.85,6.0
wav2vec2_4ba6b0ef_other_reports,2.8666666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.8833333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.9,7.0
wav2vec2_4ba6b0ef_other_reports,2.9166666666666665,7.0
wav2vec2_4ba6b0ef_other_reports,2.933333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,2.95,7.0
wav2vec2_4ba6b0ef_other_reports,2.966666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,2.9833333333333334,7.0
wav2vec2_4ba6b0ef_other_reports,3.0,7.0
wav2vec2_4ba6b0ef_other_reports,3.0166666666666666,7.0
wav2vec2_4ba6b0ef_other_reports,3.033333333333333,7.0
wav2vec2_4ba6b0ef_other_reports,3.05,7.0
wav2vec2_4ba6b0ef_other_reports,3.066666666666667,7.0
wav2vec2_4ba6b0ef_other_reports,3.0833333333333335,7.0
wav2vec2_4ba6b0ef_other_reports,3.1,5.0
wav2vec2_4ba6b0ef_other_reports,3.1166666666666667,4.0
wav2vec2_4ba6b0ef_other_reports,3.1333333333333333,4.0
wav2vec2_4ba6b0ef_other_reports,3.15,5.0
wav2vec2_4ba6b0ef_other_reports,3.1666666666666665,5.0
wav2vec2_4ba6b0ef_other_reports,3.183333333333333,5.0
wav2vec2_4ba6b0ef_other_reports,3.2,5.0
wav2vec2_4ba6b0ef_other_reports,3.216666666666667,5.0
wav2vec2_4ba6b0ef_other_reports,3.2333333333333334,5.0
wav2vec2_4ba6b0ef_other_reports,3.25,5.0
wav2vec2_4ba6b0ef_other_reports,3.2666666666666666,5.0
wav2vec2_4ba6b0ef_other_reports,3.283333333333333,5.0
wav2vec2_4ba6b0ef_other_reports,3.3,5.0
wav2vec2_4ba6b0ef_other_reports,3.316666666666667,5.0
wav2vec2_4ba6b0ef_other_reports,3.3333333333333335,5.0
wav2vec2_4ba6b0ef_other_reports,3.35,5.0
wav2vec2_4ba6b0ef_other_reports,3.3666666666666667,5.0
wav2vec2_4ba6b0ef_other_reports,3.3833333333333333,3.0
wav2vec2_4ba6b0ef_other_reports,3.4,3.0
wav2vec2_4ba6b0ef_other_reports,3.4166666666666665,3.0
wav2vec2_4ba6b0ef_other_reports,3.433333333333333,3.0
wav2vec2_4ba6b0ef_other_reports,3.45,3.0
wav2vec2_4ba6b0ef_other_reports,3.466666666666667,3.0
wav2vec2_4ba6b0ef_other_reports,3.4833333333333334,3.0
wav2vec2_4ba6b0ef_other_reports,3.5,3.0
wav2vec2_4ba6b0ef_other_reports,3.5166666666666666,3.0
wav2vec2_4ba6b0ef_other_reports,3.533333333333333,3.0
wav2vec2_4ba6b0ef_other_reports,3.55,3.0
wav2vec2_4ba6b0ef_other_reports,3.566666666666667,3.0
wav2vec2_4ba6b0ef_other_reports,3.5833333333333335,3.0
wav2vec2_4ba6b0ef_other_reports,3.6,3.0
wav2vec2_4ba6b0ef_other_reports,3.6166666666666667,2.0
wav2vec2_4ba6b0ef_other_reports,3.6333333333333333,2.0
wav2vec2_4ba6b0ef_other_reports,3.65,2.0
wav2vec2_4ba6b0ef_other_reports,3.6666666666666665,2.0
wav2vec2_4ba6b0ef_other_reports,3.683333333333333,2.0
wav2vec2_4ba6b0ef_other_reports,3.7,2.0
wav2vec2_4ba6b0ef_other_reports,3.716666666666667,2.0
wav2vec2_4ba6b0ef_other_reports,3.7333333333333334,2.0
wav2vec2_4ba6b0ef_other_reports,3.75,2.0
wav2vec2_4ba6b0ef_other_reports,3.7666666666666666,2.0
wav2vec2_4ba6b0ef_other_reports,3.783333333333333,2.0
wav2vec2_4ba6b0ef_other_reports,3.8,2.0
wav2vec2_4ba6b0ef_other_reports,3.816666666666667,2.0
wav2vec2_4ba6b0ef_other_reports,3.8333333333333335,2.0
wav2vec2_4ba6b0ef_other_reports,3.85,2.0
wav2vec2_4ba6b0ef_other_reports,3.8666666666666667,1.0
wav2vec2_4ba6b0ef_other_reports,3.8833333333333333,1.0
wav2vec2_4ba6b0ef_other_reports,3.9,1.0
wav2vec2_4ba6b0ef_other_reports,3.9166666666666665,1.0
wav2vec2_4ba6b0ef_other_reports,3.933333333333333,1.0
wav2vec2_4ba6b0ef_other_reports,3.95,1.0
wav2vec2_4ba6b0ef_other_reports,3.966666666666667,1.0
wav2vec2_4ba6b0ef_other_reports,3.9833333333333334,1.0
wav2vec2_4ba6b0ef_other_reports,4.0,3.0
wav2vec2_4ba6b0ef_other_reports,4.016666666666667,3.0
wav2vec2_4ba6b0ef_other_reports,4.033333333333333,3.0
wav2vec2_4ba6b0ef_other_reports,4.05,3.0
wav2vec2_4ba6b0ef_other_reports,4.066666666666666,3.0
wav2vec2_4ba6b0ef_other_reports,4.083333333333333,3.0
wav2vec2_4ba6b0ef_other_reports,4.1,3.0
wav2vec2_4ba6b0ef_other_reports,4.116666666666666,3.0
wav2vec2_4ba6b0ef_other_reports,4.133333333333334,3.0
wav2vec2_4ba6b0ef_other_reports,4.15,2.0
wav2vec2_4ba6b0ef_other_reports,4.166666666666667,2.0
wav2vec2_4ba6b0ef_other_reports,4.183333333333334,2.0
