run,t_hours,round_s
wav2vec2_4ba6b0ef_other_reports,0.0,56.6
wav2vec2_4ba6b0ef_other_reports,0.016666666666666666,64.80000000000001
wav2vec2_4ba6b0ef_other_reports,0.03333333333333333,39.6
wav2vec2_4ba6b0ef_other_reports,0.05,36.4
wav2vec2_4ba6b0ef_other_reports,0.06666666666666667,34.3
wav2vec2_4ba6b0ef_other_reports,0.08333333333333333,53.7
wav2vec2_4ba6b0ef_other_reports,0.1,25.3
wav2vec2_4ba6b0ef_other_reports,0.11666666666666667,25.3
wav2vec2_4ba6b0ef_other_reports,0.13333333333333333,94.2
wav2vec2_4ba6b0ef_other_reports,0.15,75.0
wav2vec2_4ba6b0ef_other_reports,0.16666666666666666,29.8
wav2vec2_4ba6b0ef_other_reports,0.18333333333333332,42.9
wav2vec2_4ba6b0ef_other_reports,0.2,43.3
wav2vec2_4ba6b0ef_other_reports,0.21666666666666667,26.9
wav2vec2_4ba6b0ef_other_reports,0.23333333333333334,27.8
wav2vec2_4ba6b0ef_other_reports,0.25,21.8
wav2vec2_4ba6b0ef_other_reports,0.26666666666666666,35.1
wav2vec2_4ba6b0ef_other_reports,0.2833333333333333,21.9
wav2vec2_4ba6b0ef_other_reports,0.3,25.7
wav2vec2_4ba6b0ef_other_reports,0.31666666666666665,27.6
wav2vec2_4ba6b0ef_other_reports,0.3333333333333333,17.2
wav2vec2_4ba6b0ef_other_reports,0.35,28.3
wav2vec2_4ba6b0ef_other_reports,0.36666666666666664,25.3
wav2vec2_4ba6b0ef_other_reports,0.38333333333333336,21.6
wav2vec2_4ba6b0ef_other_reports,0.4,21.0
wav2vec2_4ba6b0ef_other_reports,0.4166666666666667,22.6
wav2vec2_4ba6b0ef_other_reports,0.43333333333333335,25.0
wav2vec2_4ba6b0ef_other_reports,0.45,20.7
wav2vec2_4ba6b0ef_other_reports,0.4666666666666667,24.2
wav2vec2_4ba6b0ef_other_reports,0.48333333333333334,24.5
wav2vec2_4ba6b0ef_other_reports,0.5,17.2
wav2vec2_4ba6b0ef_other_reports,0.5166666666666667,32.6
wav2vec2_4ba6b0ef_other_reports,0.5333333333333333,35.5
wav2vec2_4ba6b0ef_other_reports,0.55,36.3
wav2vec2_4ba6b0ef_other_reports,0.5666666666666667,38.1
wav2vec2_4ba6b0ef_other_reports,0.5833333333333334,19.3
wav2vec2_4ba6b0ef_other_reports,0.6,58.5
wav2vec2_4ba6b0ef_other_reports,0.6166666666666667,25.9
wav2vec2_4ba6b0ef_other_reports,0.6333333333333333,31.1
wav2vec2_4ba6b0ef_other_reports,0.65,44.0
wav2vec2_4ba6b0ef_other_reports,0.6666666666666666,41.4
wav2vec2_4ba6b0ef_other_reports,0.6833333333333333,27.5
wav2vec2_4ba6b0ef_other_reports,0.7,22.8
wav2vec2_4ba6b0ef_other_reports,0.7166666666666667,27.2
wav2vec2_4ba6b0ef_other_reports,0.7333333333333333,27.2
wav2vec2_4ba6b0ef_other_reports,0.75,26.8
wav2vec2_4ba6b0ef_other_reports,0.7666666666666667,34.8
wav2vec2_4ba6b0ef_other_reports,0.7833333333333333,31.0
wav2vec2_4ba6b0ef_other_reports,0.8,35.2
wav2vec2_4ba6b0ef_other_reports,0.8166666666666667,19.1
wav2vec2_4ba6b0ef_other_reports,0.8333333333333334,32.0
wav2vec2_4ba6b0ef_other_reports,0.85,26.8
wav2vec2_4ba6b0ef_other_reports,0.8666666666666667,23.1
wav2vec2_4ba6b0ef_other_reports,0.8833333333333333,31.9
wav2vec2_4ba6b0ef_other_reports,0.9,20.5
wav2vec2_4ba6b0ef_other_reports,0.9166666666666666,21.7
wav2vec2_4ba6b0ef_other_reports,0.9333333333333333,26.9
wav2vec2_4ba6b0ef_other_reports,0.95,25.3
wav2vec2_4ba6b0ef_other_reports,0.9666666666666667,20.1
wav2vec2_4ba6b0ef_other_reports,0.9833333333333333,29.9
wav2vec2_4ba6b0ef_other_reports,1.0,26.8
wav2vec2_4ba6b0ef_other_reports,1.0166666666666666,30.3
wav2vec2_4ba6b0ef_other_reports,1.0333333333333334,28.6
wav2vec2_4ba6b0ef_other_reports,1.05,25.8
wav2vec2_4ba6b0ef_other_reports,1.0666666666666667,30.7
wav2vec2_4ba6b0ef_other_reports,1.0833333333333333,25.3
wav2vec2_4ba6b0ef_other_reports,1.1,28.1
wav2vec2_4ba6b0ef_other_reports,1.1166666666666667,28.4
wav2vec2_4ba6b0ef_other_reports,1.1333333333333333,25.5
wav2vec2_4ba6b0ef_other_reports,1.15,25.8
wav2vec2_4ba6b0ef_other_reports,1.1666666666666667,28.8
wav2vec2_4ba6b0ef_other_reports,1.1833333333333333,26.0
wav2vec2_4ba6b0ef_other_reports,1.2,31.7
wav2vec2_4ba6b0ef_other_reports,1.2166666666666666,30.0
wav2vec2_4ba6b0ef_other_reports,1.2333333333333334,26.1
wav2vec2_4ba6b0ef_other_reports,1.25,21.6
wav2vec2_4ba6b0ef_other_reports,1.2666666666666666,34.2
wav2vec2_4ba6b0ef_other_reports,1.2833333333333334,25.8
wav2vec2_4ba6b0ef_other_reports,1.3,32.3
wav2vec2_4ba6b0ef_other_reports,1.3166666666666667,30.2
wav2vec2_4ba6b0ef_other_reports,1.3333333333333333,30.3
wav2vec2_4ba6b0ef_other_reports,1.35,22.6
wav2vec2_4ba6b0ef_other_reports,1.3666666666666667,18.1
wav2vec2_4ba6b0ef_other_reports,1.3833333333333333,27.8
wav2vec2_4ba6b0ef_other_reports,1.4,20.9
wav2vec2_4ba6b0ef_other_reports,1.4166666666666667,26.1
wav2vec2_4ba6b0ef_other_reports,1.4333333333333333,29.9
wav2vec2_4ba6b0ef_other_reports,1.45,23.9
wav2vec2_4ba6b0ef_other_reports,1.4666666666666666,29.9
wav2vec2_4ba6b0ef_other_reports,1.4833333333333334,30.8
wav2vec2_4ba6b0ef_other_reports,1.5,30.4
wav2vec2_4ba6b0ef_other_reports,1.5166666666666666,30.2
wav2vec2_4ba6b0ef_other_reports,1.5333333333333334,32.9
wav2vec2_4ba6b0ef_other_reports,1.55,30.4
wav2vec2_4ba6b0ef_other_reports,1.5666666666666667,29.0
wav2vec2_4ba6b0ef_other_reports,1.5833333333333333,33.6
wav2vec2_4ba6b0ef_other_reports,1.6,26.0
wav2vec2_4ba6b0ef_other_reports,1.6166666666666667,36.8
wav2vec2_4ba6b0ef_other_reports,1.6333333333333333,28.9
wav2vec2_4ba6b0ef_other_reports,1.65,19.5
wav2vec2_4ba6b0ef_other_reports,1.6666666666666667,29.8
wav2vec2_4ba6b0ef_other_reports,1.6833333333333333,28.7
wav2vec2_4ba6b0ef_other_reports,1.7,33.5
wav2vec2_4ba6b0ef_other_reports,1.7166666666666666,33.9
wav2vec2_4ba6b0ef_other_reports,1.7333333333333334,29.5
