run,t_hours,speed_mbps
wav2vec2_4ba6b0ef_other_reports,0.0,221.8
wav2vec2_4ba6b0ef_other_reports,0.016666666666666666,255.8
wav2vec2_4ba6b0ef_other_reports,0.03333333333333333,276.4
wav2vec2_4ba6b0ef_other_reports,0.05,334.0
wav2vec2_4ba6b0ef_other_reports,0.06666666666666667,404.0
wav2vec2_4ba6b0ef_other_reports,0.08333333333333333,394.0
wav2vec2_4ba6b0ef_other_reports,0.1,387.0
wav2vec2_4ba6b0ef_other_reports,0.11666666666666667,302.6
wav2vec2_4ba6b0ef_other_reports,0.13333333333333333,310.1
wav2vec2_4ba6b0ef_other_reports,0.15,255.0
wav2vec2_4ba6b0ef_other_reports,0.16666666666666666,376.0
wav2vec2_4ba6b0ef_other_reports,0.18333333333333332,331.2
wav2vec2_4ba6b0ef_other_reports,0.2,409.0
wav2vec2_4ba6b0ef_other_reports,0.21666666666666667,377.0
wav2vec2_4ba6b0ef_other_reports,0.23333333333333334,501.0
wav2vec2_4ba6b0ef_other_reports,0.25,490.0
wav2vec2_4ba6b0ef_other_reports,0.26666666666666666,492.0
wav2vec2_4ba6b0ef_other_reports,0.2833333333333333,421.0
wav2vec2_4ba6b0ef_other_reports,0.3,379.7
wav2vec2_4ba6b0ef_other_reports,0.31666666666666665,338.9
wav2vec2_4ba6b0ef_other_reports,0.3333333333333333,355.6
wav2vec2_4ba6b0ef_other_reports,0.35,358.0
wav2vec2_4ba6b0ef_other_reports,0.36666666666666664,344.2
wav2vec2_4ba6b0ef_other_reports,0.38333333333333336,331.4
wav2vec2_4ba6b0ef_other_reports,0.4,353.8
wav2vec2_4ba6b0ef_other_reports,0.4166666666666667,386.3
wav2vec2_4ba6b0ef_other_reports,0.43333333333333335,366.7
wav2vec2_4ba6b0ef_other_reports,0.45,417.3
wav2vec2_4ba6b0ef_other_reports,0.4666666666666667,479.3
wav2vec2_4ba6b0ef_other_reports,0.48333333333333334,519.7
wav2vec2_4ba6b0ef_other_reports,0.5,461.3
wav2vec2_4ba6b0ef_other_reports,0.5166666666666667,352.9
wav2vec2_4ba6b0ef_other_reports,0.5333333333333333,299.5
wav2vec2_4ba6b0ef_other_reports,0.55,253.3
wav2vec2_4ba6b0ef_other_reports,0.5666666666666667,245.0
wav2vec2_4ba6b0ef_other_reports,0.5833333333333334,213.9
wav2vec2_4ba6b0ef_other_reports,0.6,206.3
wav2vec2_4ba6b0ef_other_reports,0.6166666666666667,242.4
wav2vec2_4ba6b0ef_other_reports,0.6333333333333333,246.5
wav2vec2_4ba6b0ef_other_reports,0.65,253.89999999999998
wav2vec2_4ba6b0ef_other_reports,0.6666666666666666,224.4
wav2vec2_4ba6b0ef_other_reports,0.6833333333333333,234.10000000000002
wav2vec2_4ba6b0ef_other_reports,0.7,265.9
wav2vec2_4ba6b0ef_other_reports,0.7166666666666667,319.1
wav2vec2_4ba6b0ef_other_reports,0.7333333333333333,311.8
wav2vec2_4ba6b0ef_other_reports,0.75,318.3
wav2vec2_4ba6b0ef_other_reports,0.7666666666666667,285.9
wav2vec2_4ba6b0ef_other_reports,0.7833333333333333,277.9
wav2vec2_4ba6b0ef_other_reports,0.8,263.2
wav2vec2_4ba6b0ef_other_reports,0.8166666666666667,306.4
wav2vec2_4ba6b0ef_other_reports,0.8333333333333334,331.4
wav2vec2_4ba6b0ef_other_reports,0.85,346.8
wav2vec2_4ba6b0ef_other_reports,0.8666666666666667,316.8
wav2vec2_4ba6b0ef_other_reports,0.8833333333333333,314.0
wav2vec2_4ba6b0ef_other_reports,0.9,320.9
wav2vec2_4ba6b0ef_other_reports,0.9166666666666666,354.79999999999995
wav2vec2_4ba6b0ef_other_reports,0.9333333333333333,363.0
wav2vec2_4ba6b0ef_other_reports,0.95,353.4
wav2vec2_4ba6b0ef_other_reports,0.9666666666666667,352.6
wav2vec2_4ba6b0ef_other_reports,0.9833333333333333,295.6
wav2vec2_4ba6b0ef_other_reports,1.0,283.7
wav2vec2_4ba6b0ef_other_reports,1.0166666666666666,253.3
wav2vec2_4ba6b0ef_other_reports,1.0333333333333334,304.8
wav2vec2_4ba6b0ef_other_reports,1.05,291.9
wav2vec2_4ba6b0ef_other_reports,1.0666666666666667,288.8
wav2vec2_4ba6b0ef_other_reports,1.0833333333333333,277.3
wav2vec2_4ba6b0ef_other_reports,1.1,285.6
wav2vec2_4ba6b0ef_other_reports,1.1166666666666667,294.6
wav2vec2_4ba6b0ef_other_reports,1.1333333333333333,324.9
wav2vec2_4ba6b0ef_other_reports,1.15,333.6
wav2vec2_4ba6b0ef_other_reports,1.1666666666666667,331.3
wav2vec2_4ba6b0ef_other_reports,1.1833333333333333,305.1
wav2vec2_4ba6b0ef_other_reports,1.2,288.7
wav2vec2_4ba6b0ef_other_reports,1.2166666666666666,269.7
wav2vec2_4ba6b0ef_other_reports,1.2333333333333334,289.5
wav2vec2_4ba6b0ef_other_reports,1.25,296.2
wav2vec2_4ba6b0ef_other_reports,1.2666666666666666,311.7
wav2vec2_4ba6b0ef_other_reports,1.2833333333333334,280.4
wav2vec2_4ba6b0ef_other_reports,1.3,284.8
wav2vec2_4ba6b0ef_other_reports,1.3166666666666667,294.4
wav2vec2_4ba6b0ef_other_reports,1.3333333333333333,308.2
wav2vec2_4ba6b0ef_other_reports,1.35,306.1
wav2vec2_4ba6b0ef_other_reports,1.3666666666666667,325.5
wav2vec2_4ba6b0ef_other_reports,1.3833333333333333,309.3
wav2vec2_4ba6b0ef_other_reports,1.4,327.8
wav2vec2_4ba6b0ef_other_reports,1.4166666666666667,319.2
wav2vec2_4ba6b0ef_other_reports,1.4333333333333333,321.8
wav2vec2_4ba6b0ef_other_reports,1.45,319.8
wav2vec2_4ba6b0ef_other_reports,1.4666666666666666,292.3
wav2vec2_4ba6b0ef_other_reports,1.4833333333333334,283.2
wav2vec2_4ba6b0ef_other_reports,1.5,278.0
wav2vec2_4ba6b0ef_other_reports,1.5166666666666666,268.2
wav2vec2_4ba6b0ef_other_reports,1.5333333333333334,300.9
wav2vec2_4ba6b0ef_other_reports,1.55,294.8
wav2vec2_4ba6b0ef_other_reports,1.5666666666666667,296.3
wav2vec2_4ba6b0ef_other_reports,1.5833333333333333,264.8
wav2vec2_4ba6b0ef_other_reports,1.6,270.6
wav2vec2_4ba6b0ef_other_reports,1.6166666666666667,257.8
wav2vec2_4ba6b0ef_other_reports,1.6333333333333333,281.7
wav2vec2_4ba6b0ef_other_reports,1.65,281.0
wav2vec2_4ba6b0ef_other_reports,1.6666666666666667,314.1
