"Time","debug","error","info","warn"
2026-01-06 20:40:30,11.9 K,,1.37 K,
2026-01-06 20:41:00,13.1 K,,1.48 K,
2026-01-06 20:41:30,12.7 K,,1.45 K,
2026-01-06 20:42:00,14.3 K,,1.49 K,
2026-01-06 20:42:30,12.7 K,,1.49 K,
2026-01-06 20:43:00,13.6 K,,1.41 K,
2026-01-06 20:43:30,12.5 K,,1.38 K,
2026-01-06 20:44:00,17.5 K,,1.44 K,
2026-01-06 20:44:30,12.9 K,,1.48 K,
2026-01-06 20:45:00,12.8 K,,1.48 K,
2026-01-06 20:45:30,13.4 K,,1.56 K,
2026-01-06 20:46:00,13.0 K,,1.47 K,
2026-01-06 20:46:30,12.6 K,,1.46 K,
2026-01-06 20:47:00,12.7 K,,1.46 K,
2026-01-06 20:47:30,13.2 K,,1.52 K,
2026-01-06 20:48:00,12.5 K,1,1.39 K,
2026-01-06 20:48:30,11.7 K,,1.76 K,1
2026-01-06 20:49:00,14.0 K,8,1.10 K,4
2026-01-06 20:49:30,14.3 K,,1.46 K,
2026-01-06 20:50:00,13.6 K,,1.48 K,
2026-01-06 20:50:30,13.6 K,,1.53 K,
2026-01-06 20:51:00,9.15 K,161,449,15
