"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-05 18:00:00,c2a273f9-7e36-4a03-8f2a-ec8cdc2a8eea,11997,c2a273f9-7e36-4a03-8f2a-ec8cdc2a8eea,14.2,c2a273f9-7e36-4a03-8f2a-ec8cdc2a8eea,8.26,c2a273f9-7e36-4a03-8f2a-ec8cdc2a8eea,10.1,c2a273f9-7e36-4a03-8f2a-ec8cdc2a8eea,2415
