"Time","12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G"
2026-01-05 17:00:00,0.927,1.03,1.30
2026-01-05 17:05:00,0.851,1.26,1.05
2026-01-05 17:10:00,0.994,1.27,1.27
2026-01-05 17:15:00,1.64,1.06,0.838
2026-01-05 17:20:00,0.912,1.07,1.46
2026-01-05 17:25:00,1.47,1.52,1.42
2026-01-05 17:30:00,0.935,0.853,1.32
2026-01-05 17:35:00,1.24,1.03,1.05
2026-01-05 17:40:00,0.816,0.862,1.81
2026-01-05 17:45:00,0.825,0.830,1.64
2026-01-05 17:50:00,1.28,1.62,1.63
2026-01-05 17:55:00,0.670,0.880,1.35
2026-01-05 18:00:00,0.730,1.91,0.742
