"Time","data_points"
2026-01-05 03:50:00,12780
2026-01-05 03:55:00,13310
2026-01-05 04:00:00,13040
2026-01-05 04:05:00,13100
2026-01-05 04:10:00,12920
2026-01-05 04:15:00,12920
2026-01-05 04:20:00,13720
2026-01-05 04:25:00,12850
2026-01-05 04:30:00,12920
2026-01-05 04:35:00,12600
2026-01-05 04:40:00,12700
2026-01-05 04:45:00,13310
2026-01-05 04:50:00,12910
2026-01-05 04:55:00,13340
2026-01-05 05:00:00,13060
2026-01-05 05:05:00,12700
2026-01-05 05:10:00,13580
2026-01-05 05:15:00,13460
2026-01-05 05:20:00,12920
2026-01-05 05:25:00,13090
2026-01-05 05:30:00,12920
2026-01-05 05:35:00,12920
2026-01-05 05:40:00,13240
2026-01-05 05:45:00,13380
2026-01-05 05:50:00,12600
2026-01-05 05:55:00,13300
2026-01-05 06:00:00,12920
2026-01-05 06:05:00,13100
2026-01-05 06:10:00,13580
2026-01-05 06:15:00,13540
2026-01-05 06:20:00,13310
2026-01-05 06:25:00,13260
2026-01-05 06:30:00,13070
2026-01-05 06:35:00,13240
2026-01-05 06:40:00,13060
2026-01-05 06:45:00,13240
2026-01-05 06:50:00,12940
2026-01-05 06:55:00,13240
2026-01-05 07:00:00,13700
2026-01-05 07:05:00,13100
2026-01-05 07:10:00,13650
2026-01-05 07:15:00,13320
2026-01-05 07:20:00,14100
2026-01-05 07:25:00,13380
2026-01-05 07:30:00,12780
2026-01-05 07:35:00,13160
2026-01-05 07:40:00,12690
2026-01-05 07:45:00,13180
2026-01-05 07:50:00,13580
2026-01-05 07:55:00,13260
2026-01-05 08:00:00,13720
2026-01-05 08:05:00,13380
2026-01-05 08:10:00,12740
2026-01-05 08:15:00,12600
2026-01-05 08:20:00,13260
2026-01-05 08:25:00,13060
2026-01-05 08:30:00,13380
2026-01-05 08:35:00,13380
2026-01-05 08:40:00,12920
2026-01-05 08:45:00,13260
2026-01-05 08:50:00,12740
2026-01-05 08:55:00,13700
2026-01-05 09:00:00,13700
2026-01-05 09:05:00,13580
2026-01-05 09:10:00,13100
2026-01-05 09:15:00,12920
2026-01-05 09:20:00,13380
2026-01-05 09:25:00,13150
2026-01-05 09:30:00,13070
2026-01-05 09:35:00,13700
2026-01-05 09:40:00,13720
2026-01-05 09:45:00,13380
2026-01-05 09:50:00,13720
2026-01-05 09:55:00,13300
2026-01-05 10:00:00,13120
2026-01-05 10:05:00,13180
2026-01-05 10:10:00,12120
2026-01-05 10:15:00,13520
2026-01-05 10:20:00,13520
2026-01-05 10:25:00,12920
2026-01-05 10:30:00,12900
2026-01-05 10:35:00,13070
2026-01-05 10:40:00,13250
2026-01-05 10:45:00,13700
2026-01-05 10:50:00,13140
2026-01-05 10:55:00,13100
2026-01-05 11:00:00,13100
2026-01-05 11:05:00,12920
2026-01-05 11:10:00,12120
2026-01-05 11:15:00,13380
2026-01-05 11:20:00,13310
2026-01-05 11:25:00,13380
2026-01-05 11:30:00,13360
2026-01-05 11:35:00,12850
2026-01-05 11:40:00,13100
2026-01-05 11:45:00,12780
2026-01-05 11:50:00,13100
2026-01-05 11:55:00,12740
2026-01-05 12:00:00,12900
2026-01-05 12:05:00,13020
2026-01-05 12:10:00,13060
2026-01-05 12:15:00,13260
2026-01-05 12:20:00,13580
2026-01-05 12:25:00,13080
2026-01-05 12:30:00,13580
2026-01-05 12:35:00,13100
2026-01-05 12:40:00,13010
2026-01-05 12:45:00,12920
2026-01-05 12:50:00,12520
2026-01-05 12:55:00,12900
2026-01-05 13:00:00,12890
2026-01-05 13:05:00,13580
2026-01-05 13:10:00,13870
2026-01-05 13:15:00,12920
2026-01-05 13:20:00,12980
2026-01-05 13:25:00,13340
2026-01-05 13:30:00,13240
2026-01-05 13:35:00,12980
2026-01-05 13:40:00,13720
2026-01-05 13:45:00,13410
2026-01-05 13:50:00,13250
2026-01-05 13:55:00,12600
2026-01-05 14:00:00,13520
2026-01-05 14:05:00,12840
2026-01-05 14:10:00,13570
2026-01-05 14:15:00,12910
2026-01-05 14:20:00,12670
2026-01-05 14:25:00,13090
2026-01-05 14:30:00,13580
2026-01-05 14:35:00,13050
2026-01-05 14:40:00,13340
2026-01-05 14:45:00,12580
2026-01-05 14:50:00,13380
2026-01-05 14:55:00,13200
2026-01-05 15:00:00,13580
2026-01-05 15:05:00,13100
2026-01-05 15:10:00,13720
2026-01-05 15:15:00,13240
2026-01-05 15:20:00,13520
2026-01-05 15:25:00,12910
2026-01-05 15:30:00,13700
2026-01-05 15:35:00,13420
2026-01-05 15:40:00,13100
2026-01-05 15:45:00,13100
2026-01-05 15:50:00,12780
2026-01-05 15:55:00,13240
2026-01-05 16:00:00,13720
2026-01-05 16:05:00,13010
2026-01-05 16:10:00,13020
2026-01-05 16:15:00,13580
2026-01-05 16:20:00,12760
2026-01-05 16:25:00,12920
2026-01-05 16:30:00,12560
2026-01-05 16:35:00,12920
2026-01-05 16:40:00,13720
2026-01-05 16:45:00,13100
2026-01-05 16:50:00,12850
2026-01-05 16:55:00,13380
2026-01-05 17:00:00,12900
2026-01-05 17:05:00,12360
2026-01-05 17:10:00,13000
2026-01-05 17:15:00,13070
2026-01-05 17:20:00,13220
2026-01-05 17:25:00,12840
2026-01-05 17:30:00,13100
2026-01-05 17:35:00,12920
2026-01-05 17:40:00,13260
2026-01-05 17:45:00,13580
2026-01-05 17:50:00,13300
2026-01-05 17:55:00,12920
2026-01-05 18:00:00,13060
