"Time","gateway1","scheduler","worker1","worker3","worker4","worker6"
2026-01-04 03:35:00,4.10 kb/s,21.4 kb/s,71.3 Mb/s,145 Mb/s,127 Mb/s,48.6 Mb/s
2026-01-04 03:40:00,4.31 kb/s,19.1 kb/s,107 Mb/s,319 Mb/s,105 Mb/s,106 Mb/s
2026-01-04 03:45:00,4.71 kb/s,18.4 kb/s,107 Mb/s,323 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 03:50:00,4.57 kb/s,18.8 kb/s,107 Mb/s,323 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 03:55:00,4.85 kb/s,17.2 kb/s,66.8 Mb/s,200 Mb/s,128 Mb/s,64.4 Mb/s
2026-01-04 04:00:00,5.24 kb/s,18.8 kb/s,103 Mb/s,307 Mb/s,112 Mb/s,103 Mb/s
2026-01-04 04:05:00,4.69 kb/s,18.1 kb/s,110 Mb/s,329 Mb/s,109 Mb/s,110 Mb/s
2026-01-04 04:10:00,4.95 kb/s,18.7 kb/s,105 Mb/s,315 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 04:15:00,4.94 kb/s,19.1 kb/s,112 Mb/s,322 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 04:20:00,5.05 kb/s,18.7 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 04:25:00,5.20 kb/s,18.5 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,109 Mb/s
2026-01-04 04:30:00,4.70 kb/s,18.8 kb/s,113 Mb/s,338 Mb/s,112 Mb/s,113 Mb/s
2026-01-04 04:35:00,4.76 kb/s,19.3 kb/s,96.5 Mb/s,291 Mb/s,126 Mb/s,95.4 Mb/s
2026-01-04 04:40:00,5.08 kb/s,18.5 kb/s,100 Mb/s,300 Mb/s,112 Mb/s,101 Mb/s
2026-01-04 04:45:00,4.56 kb/s,18.6 kb/s,100 Mb/s,300 Mb/s,97.8 Mb/s,99.2 Mb/s
2026-01-04 04:50:00,4.67 kb/s,19.0 kb/s,106 Mb/s,315 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 04:55:00,4.71 kb/s,19.0 kb/s,104 Mb/s,315 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 05:00:00,4.80 kb/s,18.9 kb/s,116 Mb/s,321 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 05:05:00,4.30 kb/s,18.7 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,112 Mb/s
2026-01-04 05:10:00,4.88 kb/s,18.9 kb/s,107 Mb/s,323 Mb/s,107 Mb/s,108 Mb/s
2026-01-04 05:15:00,4.62 kb/s,19.3 kb/s,95.4 Mb/s,285 Mb/s,135 Mb/s,93.0 Mb/s
2026-01-04 05:20:00,4.14 kb/s,23.2 kb/s,47.6 Mb/s,142 Mb/s,130 Mb/s,47.7 Mb/s
2026-01-04 05:25:00,4.52 kb/s,18.1 kb/s,103 Mb/s,307 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 05:30:00,4.57 kb/s,18.4 kb/s,103 Mb/s,309 Mb/s,103 Mb/s,104 Mb/s
2026-01-04 05:35:00,4.78 kb/s,18.9 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 05:40:00,4.72 kb/s,18.5 kb/s,111 Mb/s,315 Mb/s,105 Mb/s,108 Mb/s
2026-01-04 05:45:00,5.00 kb/s,18.5 kb/s,103 Mb/s,308 Mb/s,102 Mb/s,105 Mb/s
2026-01-04 05:50:00,4.94 kb/s,17.8 kb/s,105 Mb/s,313 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 05:55:00,4.57 kb/s,18.9 kb/s,103 Mb/s,310 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 06:00:00,4.72 kb/s,18.6 kb/s,111 Mb/s,329 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 06:05:00,4.74 kb/s,19.0 kb/s,104 Mb/s,310 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 06:10:00,4.77 kb/s,17.9 kb/s,103 Mb/s,312 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 06:15:00,5.29 kb/s,18.3 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 06:20:00,4.51 kb/s,19.5 kb/s,97.8 Mb/s,293 Mb/s,127 Mb/s,97.5 Mb/s
2026-01-04 06:25:00,4.79 kb/s,18.3 kb/s,100 Mb/s,300 Mb/s,108 Mb/s,100 Mb/s
2026-01-04 06:30:00,4.65 kb/s,18.0 kb/s,107 Mb/s,318 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 06:35:00,4.56 kb/s,18.8 kb/s,108 Mb/s,326 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 06:40:00,4.72 kb/s,19.0 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 06:45:00,4.51 kb/s,18.3 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 06:50:00,4.73 kb/s,18.1 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,106 Mb/s
2026-01-04 06:55:00,4.78 kb/s,18.9 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,106 Mb/s
2026-01-04 07:00:00,4.70 kb/s,18.7 kb/s,102 Mb/s,308 Mb/s,103 Mb/s,100 Mb/s
2026-01-04 07:05:00,4.55 kb/s,19.0 kb/s,116 Mb/s,322 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 07:10:00,5.07 kb/s,18.2 kb/s,107 Mb/s,322 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 07:15:00,4.66 kb/s,18.6 kb/s,103 Mb/s,304 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 07:20:00,4.69 kb/s,18.8 kb/s,103 Mb/s,313 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 07:25:00,4.52 kb/s,18.5 kb/s,105 Mb/s,312 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 07:30:00,4.94 kb/s,18.4 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,106 Mb/s
2026-01-04 07:35:00,4.35 kb/s,18.7 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,106 Mb/s
2026-01-04 07:40:00,4.67 kb/s,19.3 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,108 Mb/s
2026-01-04 07:45:00,4.71 kb/s,19.0 kb/s,93.0 Mb/s,279 Mb/s,124 Mb/s,90.6 Mb/s
2026-01-04 07:50:00,4.68 kb/s,18.9 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 07:55:00,4.93 kb/s,18.3 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 08:00:00,4.31 kb/s,18.8 kb/s,107 Mb/s,318 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 08:05:00,4.50 kb/s,18.5 kb/s,103 Mb/s,311 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 08:10:00,4.82 kb/s,18.5 kb/s,112 Mb/s,335 Mb/s,111 Mb/s,112 Mb/s
2026-01-04 08:15:00,4.68 kb/s,18.5 kb/s,105 Mb/s,315 Mb/s,104 Mb/s,105 Mb/s
2026-01-04 08:20:00,4.65 kb/s,18.8 kb/s,112 Mb/s,336 Mb/s,113 Mb/s,112 Mb/s
2026-01-04 08:25:00,5.02 kb/s,18.2 kb/s,103 Mb/s,306 Mb/s,111 Mb/s,103 Mb/s
2026-01-04 08:30:00,4.67 kb/s,18.7 kb/s,107 Mb/s,323 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 08:35:00,4.82 kb/s,18.8 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 08:40:00,4.85 kb/s,18.7 kb/s,107 Mb/s,320 Mb/s,107 Mb/s,110 Mb/s
2026-01-04 08:45:00,4.97 kb/s,19.1 kb/s,116 Mb/s,324 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 08:50:00,4.82 kb/s,18.4 kb/s,107 Mb/s,320 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 08:55:00,5.10 kb/s,18.6 kb/s,110 Mb/s,330 Mb/s,109 Mb/s,110 Mb/s
2026-01-04 09:00:00,4.92 kb/s,19.0 kb/s,107 Mb/s,322 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 09:05:00,4.49 kb/s,18.1 kb/s,76.3 Mb/s,229 Mb/s,124 Mb/s,76.3 Mb/s
2026-01-04 09:10:00,4.91 kb/s,18.6 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 09:15:00,5.01 kb/s,18.4 kb/s,103 Mb/s,306 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 09:20:00,4.41 kb/s,18.8 kb/s,105 Mb/s,314 Mb/s,104 Mb/s,105 Mb/s
2026-01-04 09:25:00,4.49 kb/s,18.9 kb/s,111 Mb/s,313 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 09:30:00,4.78 kb/s,18.6 kb/s,109 Mb/s,320 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 09:35:00,4.62 kb/s,18.5 kb/s,106 Mb/s,320 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 09:40:00,4.92 kb/s,18.7 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,112 Mb/s
2026-01-04 09:45:00,4.89 kb/s,18.5 kb/s,105 Mb/s,315 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 09:50:00,4.73 kb/s,18.6 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 09:55:00,4.72 kb/s,18.7 kb/s,112 Mb/s,335 Mb/s,114 Mb/s,112 Mb/s
2026-01-04 10:00:00,5.03 kb/s,18.6 kb/s,105 Mb/s,316 Mb/s,105 Mb/s,106 Mb/s
2026-01-04 10:05:00,4.87 kb/s,19.2 kb/s,94.3 Mb/s,283 Mb/s,128 Mb/s,94.1 Mb/s
2026-01-04 10:10:00,4.73 kb/s,18.9 kb/s,101 Mb/s,303 Mb/s,102 Mb/s,100 Mb/s
2026-01-04 10:15:00,4.85 kb/s,18.3 kb/s,109 Mb/s,325 Mb/s,108 Mb/s,110 Mb/s
2026-01-04 10:20:00,4.71 kb/s,18.5 kb/s,105 Mb/s,319 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 10:25:00,5.00 kb/s,18.8 kb/s,111 Mb/s,322 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 10:30:00,4.93 kb/s,18.8 kb/s,107 Mb/s,322 Mb/s,109 Mb/s,107 Mb/s
2026-01-04 10:35:00,5.27 kb/s,18.5 kb/s,103 Mb/s,312 Mb/s,104 Mb/s,105 Mb/s
2026-01-04 10:40:00,4.35 kb/s,18.5 kb/s,113 Mb/s,331 Mb/s,112 Mb/s,112 Mb/s
2026-01-04 10:45:00,4.64 kb/s,18.6 kb/s,106 Mb/s,321 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 10:50:00,4.60 kb/s,18.5 kb/s,107 Mb/s,321 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 10:55:00,4.64 kb/s,18.5 kb/s,110 Mb/s,331 Mb/s,110 Mb/s,112 Mb/s
2026-01-04 11:00:00,4.86 kb/s,18.8 kb/s,103 Mb/s,308 Mb/s,103 Mb/s,100 Mb/s
2026-01-04 11:05:00,4.65 kb/s,18.7 kb/s,103 Mb/s,307 Mb/s,102 Mb/s,103 Mb/s
2026-01-04 11:10:00,4.66 kb/s,18.6 kb/s,107 Mb/s,322 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 11:15:00,5.26 kb/s,18.6 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 11:20:00,4.72 kb/s,18.6 kb/s,105 Mb/s,315 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 11:25:00,4.83 kb/s,18.8 kb/s,114 Mb/s,343 Mb/s,114 Mb/s,114 Mb/s
2026-01-04 11:30:00,4.51 kb/s,18.2 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 11:35:00,4.94 kb/s,18.4 kb/s,107 Mb/s,320 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 11:40:00,4.35 kb/s,18.4 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,106 Mb/s
2026-01-04 11:45:00,4.43 kb/s,18.9 kb/s,107 Mb/s,323 Mb/s,107 Mb/s,108 Mb/s
2026-01-04 11:50:00,4.80 kb/s,18.8 kb/s,100 Mb/s,296 Mb/s,95.4 Mb/s,97.8 Mb/s
2026-01-04 11:55:00,4.53 kb/s,18.8 kb/s,108 Mb/s,324 Mb/s,107 Mb/s,110 Mb/s
2026-01-04 12:00:00,4.57 kb/s,18.5 kb/s,108 Mb/s,320 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 12:05:00,4.83 kb/s,18.0 kb/s,98.7 Mb/s,299 Mb/s,126 Mb/s,97.8 Mb/s
2026-01-04 12:10:00,4.37 kb/s,19.1 kb/s,105 Mb/s,316 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 12:15:00,4.74 kb/s,18.1 kb/s,107 Mb/s,316 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 12:20:00,4.89 kb/s,18.7 kb/s,106 Mb/s,316 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 12:25:00,5.03 kb/s,18.4 kb/s,107 Mb/s,327 Mb/s,110 Mb/s,107 Mb/s
2026-01-04 12:30:00,4.92 kb/s,18.9 kb/s,110 Mb/s,329 Mb/s,107 Mb/s,110 Mb/s
2026-01-04 12:35:00,4.92 kb/s,19.0 kb/s,112 Mb/s,330 Mb/s,112 Mb/s,112 Mb/s
2026-01-04 12:40:00,4.64 kb/s,18.8 kb/s,105 Mb/s,320 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 12:45:00,5.27 kb/s,18.9 kb/s,107 Mb/s,323 Mb/s,112 Mb/s,107 Mb/s
2026-01-04 12:50:00,4.85 kb/s,18.7 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 12:55:00,4.43 kb/s,18.1 kb/s,105 Mb/s,308 Mb/s,103 Mb/s,104 Mb/s
2026-01-04 13:00:00,4.39 kb/s,18.7 kb/s,105 Mb/s,322 Mb/s,107 Mb/s,106 Mb/s
2026-01-04 13:05:00,4.67 kb/s,18.2 kb/s,105 Mb/s,315 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 13:10:00,4.83 kb/s,18.9 kb/s,110 Mb/s,329 Mb/s,112 Mb/s,110 Mb/s
2026-01-04 13:15:00,4.53 kb/s,18.3 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 13:20:00,4.71 kb/s,18.9 kb/s,108 Mb/s,323 Mb/s,107 Mb/s,110 Mb/s
2026-01-04 13:25:00,4.75 kb/s,19.0 kb/s,97.3 Mb/s,292 Mb/s,120 Mb/s,95.4 Mb/s
2026-01-04 13:30:00,5.08 kb/s,18.7 kb/s,107 Mb/s,322 Mb/s,109 Mb/s,107 Mb/s
2026-01-04 13:35:00,4.64 kb/s,18.4 kb/s,103 Mb/s,308 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 13:40:00,4.50 kb/s,19.0 kb/s,105 Mb/s,315 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 13:45:00,4.65 kb/s,18.6 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 13:50:00,4.56 kb/s,18.4 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 13:55:00,4.88 kb/s,18.6 kb/s,107 Mb/s,321 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 14:00:00,4.94 kb/s,18.4 kb/s,110 Mb/s,330 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 14:05:00,4.53 kb/s,18.7 kb/s,105 Mb/s,311 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 14:10:00,4.68 kb/s,18.4 kb/s,105 Mb/s,318 Mb/s,107 Mb/s,106 Mb/s
2026-01-04 14:15:00,4.55 kb/s,18.2 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,106 Mb/s
2026-01-04 14:20:00,4.75 kb/s,19.2 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 14:25:00,5.04 kb/s,18.4 kb/s,110 Mb/s,328 Mb/s,108 Mb/s,107 Mb/s
2026-01-04 14:30:00,4.53 kb/s,18.7 kb/s,105 Mb/s,315 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 14:35:00,4.79 kb/s,18.4 kb/s,105 Mb/s,315 Mb/s,104 Mb/s,103 Mb/s
2026-01-04 14:40:00,5.04 kb/s,18.9 kb/s,110 Mb/s,328 Mb/s,111 Mb/s,112 Mb/s
2026-01-04 14:45:00,4.56 kb/s,18.9 kb/s,112 Mb/s,334 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 14:50:00,4.52 kb/s,18.9 kb/s,110 Mb/s,332 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 14:55:00,4.64 kb/s,18.9 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 15:00:00,4.87 kb/s,18.5 kb/s,105 Mb/s,314 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 15:05:00,5.08 kb/s,18.1 kb/s,107 Mb/s,321 Mb/s,107 Mb/s,108 Mb/s
2026-01-04 15:10:00,5.16 kb/s,19.4 kb/s,107 Mb/s,324 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 15:15:00,4.94 kb/s,18.5 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 15:20:00,4.62 kb/s,18.7 kb/s,107 Mb/s,322 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 15:25:00,4.52 kb/s,18.2 kb/s,109 Mb/s,323 Mb/s,108 Mb/s,110 Mb/s
2026-01-04 15:30:00,5.06 kb/s,18.6 kb/s,108 Mb/s,328 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 15:35:00,4.51 kb/s,18.5 kb/s,103 Mb/s,306 Mb/s,104 Mb/s,103 Mb/s
2026-01-04 15:40:00,5.52 kb/s,18.7 kb/s,107 Mb/s,323 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 15:45:00,4.98 kb/s,18.3 kb/s,107 Mb/s,321 Mb/s,110 Mb/s,107 Mb/s
2026-01-04 15:50:00,4.90 kb/s,18.5 kb/s,107 Mb/s,323 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 15:55:00,5.02 kb/s,18.6 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 16:00:00,4.37 kb/s,18.9 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 16:05:00,4.82 kb/s,18.5 kb/s,103 Mb/s,307 Mb/s,102 Mb/s,103 Mb/s
2026-01-04 16:10:00,4.75 kb/s,18.5 kb/s,103 Mb/s,308 Mb/s,101 Mb/s,103 Mb/s
2026-01-04 16:15:00,4.59 kb/s,18.8 kb/s,103 Mb/s,305 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 16:20:00,4.77 kb/s,19.2 kb/s,103 Mb/s,310 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 16:25:00,4.47 kb/s,18.6 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 16:30:00,4.54 kb/s,18.4 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,108 Mb/s
2026-01-04 16:35:00,4.44 kb/s,18.6 kb/s,104 Mb/s,308 Mb/s,103 Mb/s,104 Mb/s
2026-01-04 16:40:00,4.84 kb/s,18.7 kb/s,106 Mb/s,317 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 16:45:00,4.58 kb/s,18.4 kb/s,103 Mb/s,314 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 16:50:00,4.28 kb/s,18.7 kb/s,110 Mb/s,328 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 16:55:00,4.53 kb/s,18.8 kb/s,103 Mb/s,304 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 17:00:00,4.51 kb/s,19.0 kb/s,107 Mb/s,325 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 17:05:00,4.99 kb/s,18.3 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 17:10:00,4.83 kb/s,18.5 kb/s,104 Mb/s,308 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 17:15:00,4.74 kb/s,18.4 kb/s,106 Mb/s,321 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 17:20:00,5.11 kb/s,18.7 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 17:25:00,5.09 kb/s,18.5 kb/s,107 Mb/s,321 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 17:30:00,4.82 kb/s,18.5 kb/s,107 Mb/s,323 Mb/s,108 Mb/s,107 Mb/s
2026-01-04 17:35:00,4.98 kb/s,18.2 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 17:40:00,4.56 kb/s,19.3 kb/s,107 Mb/s,327 Mb/s,107 Mb/s,110 Mb/s
2026-01-04 17:45:00,4.79 kb/s,18.8 kb/s,105 Mb/s,310 Mb/s,105 Mb/s,104 Mb/s
2026-01-04 17:50:00,4.42 kb/s,19.0 kb/s,110 Mb/s,329 Mb/s,107 Mb/s,108 Mb/s
2026-01-04 17:55:00,4.42 kb/s,18.5 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 18:00:00,4.26 kb/s,19.4 kb/s,106 Mb/s,319 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 18:05:00,4.59 kb/s,18.4 kb/s,111 Mb/s,330 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 18:10:00,4.51 kb/s,18.5 kb/s,107 Mb/s,322 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 18:15:00,4.84 kb/s,18.4 kb/s,107 Mb/s,322 Mb/s,108 Mb/s,107 Mb/s
2026-01-04 18:20:00,4.42 kb/s,19.1 kb/s,103 Mb/s,309 Mb/s,102 Mb/s,103 Mb/s
2026-01-04 18:25:00,4.56 kb/s,18.5 kb/s,103 Mb/s,306 Mb/s,104 Mb/s,103 Mb/s
2026-01-04 18:30:00,4.93 kb/s,18.9 kb/s,105 Mb/s,313 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 18:35:00,4.90 kb/s,18.5 kb/s,103 Mb/s,311 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 18:40:00,5.02 kb/s,19.1 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 18:45:00,4.62 kb/s,18.2 kb/s,103 Mb/s,303 Mb/s,100 Mb/s,103 Mb/s
2026-01-04 18:50:00,5.00 kb/s,18.7 kb/s,103 Mb/s,312 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 18:55:00,4.66 kb/s,18.3 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 19:00:00,4.51 kb/s,18.3 kb/s,110 Mb/s,329 Mb/s,107 Mb/s,110 Mb/s
2026-01-04 19:05:00,4.66 kb/s,18.4 kb/s,105 Mb/s,315 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 19:10:00,4.69 kb/s,18.0 kb/s,107 Mb/s,320 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 19:15:00,4.71 kb/s,18.8 kb/s,107 Mb/s,316 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 19:20:00,4.53 kb/s,18.6 kb/s,101 Mb/s,307 Mb/s,103 Mb/s,102 Mb/s
2026-01-04 19:25:00,4.58 kb/s,19.3 kb/s,108 Mb/s,322 Mb/s,107 Mb/s,108 Mb/s
2026-01-04 19:30:00,5.18 kb/s,18.7 kb/s,109 Mb/s,327 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 19:35:00,4.83 kb/s,18.0 kb/s,103 Mb/s,310 Mb/s,105 Mb/s,103 Mb/s
2026-01-04 19:40:00,4.54 kb/s,19.4 kb/s,105 Mb/s,319 Mb/s,105 Mb/s,107 Mb/s
2026-01-04 19:45:00,4.68 kb/s,19.1 kb/s,110 Mb/s,320 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 19:50:00,4.99 kb/s,18.7 kb/s,103 Mb/s,311 Mb/s,104 Mb/s,103 Mb/s
2026-01-04 19:55:00,4.56 kb/s,18.1 kb/s,105 Mb/s,316 Mb/s,106 Mb/s,107 Mb/s
2026-01-04 20:00:00,4.72 kb/s,18.8 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 20:05:00,4.72 kb/s,18.9 kb/s,105 Mb/s,314 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 20:10:00,4.46 kb/s,18.6 kb/s,105 Mb/s,316 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 20:15:00,4.53 kb/s,18.3 kb/s,107 Mb/s,321 Mb/s,108 Mb/s,107 Mb/s
2026-01-04 20:20:00,4.27 kb/s,18.7 kb/s,105 Mb/s,313 Mb/s,107 Mb/s,105 Mb/s
2026-01-04 20:25:00,4.42 kb/s,18.8 kb/s,110 Mb/s,330 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 20:30:00,4.65 kb/s,19.1 kb/s,107 Mb/s,323 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 20:35:00,5.06 kb/s,18.3 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 20:40:00,4.83 kb/s,18.8 kb/s,105 Mb/s,313 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 20:45:00,4.57 kb/s,19.0 kb/s,105 Mb/s,316 Mb/s,107 Mb/s,106 Mb/s
2026-01-04 20:50:00,4.64 kb/s,18.7 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,109 Mb/s
2026-01-04 20:55:00,4.71 kb/s,18.3 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 21:00:00,4.49 kb/s,19.1 kb/s,110 Mb/s,329 Mb/s,110 Mb/s,110 Mb/s
2026-01-04 21:05:00,5.07 kb/s,18.3 kb/s,112 Mb/s,333 Mb/s,110 Mb/s,112 Mb/s
2026-01-04 21:10:00,5.14 kb/s,18.6 kb/s,103 Mb/s,311 Mb/s,102 Mb/s,103 Mb/s
2026-01-04 21:15:00,4.82 kb/s,18.9 kb/s,105 Mb/s,315 Mb/s,105 Mb/s,105 Mb/s
2026-01-04 21:20:00,4.76 kb/s,19.0 kb/s,110 Mb/s,329 Mb/s,112 Mb/s,110 Mb/s
2026-01-04 21:25:00,4.49 kb/s,18.7 kb/s,105 Mb/s,315 Mb/s,103 Mb/s,105 Mb/s
2026-01-04 21:30:00,4.42 kb/s,18.3 kb/s,103 Mb/s,307 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 21:35:00,4.51 kb/s,18.6 kb/s,107 Mb/s,322 Mb/s,107 Mb/s,107 Mb/s
2026-01-04 21:40:00,4.71 kb/s,19.1 kb/s,110 Mb/s,331 Mb/s,112 Mb/s,112 Mb/s
2026-01-04 21:45:00,4.89 kb/s,18.9 kb/s,105 Mb/s,310 Mb/s,103 Mb/s,103 Mb/s
2026-01-04 21:50:00,4.31 kb/s,18.5 kb/s,107 Mb/s,324 Mb/s,108 Mb/s,107 Mb/s
