"Time","job_id 1","Value #Round","job_id 2","Value #Max Duration","job_id 3","Value #Min Duration","job_id 4","Value #Avg. Duration","job_id 5","Value #Steps"
2026-01-07 13:38:47,4e020c04-211f-4f42-97ee-875a7695f8bf,579,4e020c04-211f-4f42-97ee-875a7695f8bf,1.60,4e020c04-211f-4f42-97ee-875a7695f8bf,0.426,4e020c04-211f-4f42-97ee-875a7695f8bf,0.702,f10de89b-7c5d-4b12-b4ba-4f664c943e34,1.08
