"Time","avg"
2026-01-16 12:05:00,18.2 ms
2026-01-16 12:06:00,36.6 ms
2026-01-16 12:07:00,18.1 ms
2026-01-16 12:08:00,18.1 ms
2026-01-16 12:09:00,18.0 ms
2026-01-16 12:10:00,18.1 ms
